match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,player_lastName,stat_aerialLost,stat_dispossessed,stat_accurateCross,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,player_sofascoreId,stat_bigChanceMissed,captain,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_lastManTackle,stat_penaltyConceded
12624852,home,Al-Ettifaq,Marek Rodák,marek-rodak,M. Rodák,G,1,188.0,518,M,358694,EUR,850435200,G,1,1,False,35.0,23.0,13.0,1.0,0.0,23.0,28.0,7.0,2.0,6.0,2.0,1.0,1.0,1.0,90.0,43.0,6.9,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624852,home,Al-Ettifaq,Mohammed Abdulrahman,mohammed-abdulrahman,M. Abdulrahman,D,29,170.0,146,M,1133141,EUR,1042502400,D,29,29,False,70.0,52.0,10.0,,0.0,39.0,46.0,25.0,4.0,3.0,,,,,90.0,93.0,7.0,23.0,0,Mohammed Abdulrahman,13.0,1.0,4.0,6.0,9.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12624852,home,Al-Ettifaq,Jack Hendry,jack-hendry,J. Hendry,D,4,195.0,333,M,795696,EUR,799804800,D,4,4,False,76.0,70.0,5.0,2.0,0.0,62.0,65.0,11.0,10.0,5.0,,,,,90.0,90.0,7.4,6.0,0,,8.0,,4.0,3.0,8.0,,1.0,1.0,,,3.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,
12624852,home,Al-Ettifaq,Abdullah Al Khateeb,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400,D,70,70,False,69.0,66.0,5.0,5.0,0.0,55.0,56.0,13.0,6.0,3.0,,,,,90.0,85.0,7.7,4.0,0,,11.0,,2.0,3.0,5.0,,1.0,,,3.0,3.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,
12624852,home,Al-Ettifaq,João Costa,joao-costa,J. Costa,F,18,178.0,623,M,1397478,EUR,1111968000,D,18,18,False,49.0,40.0,5.0,1.0,0.0,23.0,25.0,25.0,3.0,6.0,,,,,90.0,78.0,7.3,15.0,0,,17.0,1.0,1.0,5.0,4.0,3.0,,,3.0,3.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12624852,home,Al-Ettifaq,Abdulelah Al-Malki,abdulelah-al-malki,A. Al-Malki,M,88,170.0,376,M,818840,EUR,781833600,M,88,88,False,54.0,47.0,6.0,4.0,0.0,32.0,35.0,19.0,1.0,10.0,,,,,81.0,69.0,7.0,11.0,0,,15.0,,,3.0,6.0,1.0,3.0,2.0,,1.0,1.0,,2.0,3.0,,,,,,1.0,,,,,,,,,,,,,,
12624852,home,Al-Ettifaq,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,10,10,False,67.0,58.0,12.0,10.0,0.0,24.0,26.0,43.0,,3.0,,,,,90.0,81.0,7.0,15.0,1,,35.0,2.0,1.0,7.0,3.0,4.0,,,,1.0,2.0,2.0,2.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12624852,home,Al-Ettifaq,Demarai Gray,demarai-gray,D. Gray,M,10,184.0,1784,M,355152,EUR,835920000,M,11,11,False,26.0,23.0,1.0,1.0,0.0,9.0,10.0,18.0,,4.0,,,,,88.0,38.0,7.5,6.0,2,,15.0,2.0,,5.0,5.0,3.0,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
12624852,home,Al-Ettifaq,Vitinho,vitinho,Vitinho,F,11,178.0,3973,M,242054,EUR,750124800,M,14,14,False,35.0,33.0,1.0,1.0,0.0,13.0,13.0,24.0,1.0,3.0,,,,,89.0,55.0,7.6,11.0,4,,20.0,2.0,,8.0,3.0,1.0,3.0,,,,1.0,,3.0,2.0,1.0,,1.0,,2.0,1.0,,3.0,,,1.0,1.0,1.0,,,,,,,
12624852,home,Al-Ettifaq,Karl Toko Ekambi,karl-toko-ekambi,K. Toko Ekambi,F,9,183.0,3818,M,842931,EUR,716428800,M,7,7,False,34.0,32.0,3.0,2.0,0.0,15.0,15.0,19.0,1.0,2.0,,,,,90.0,42.0,6.7,5.0,0,,17.0,,,1.0,2.0,,1.0,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,karltokoekambi,1.0,,,,,
12624852,home,Al-Ettifaq,Georginio Wijnaldum,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,22126,EUR,658281600,F,8,8,False,9.0,7.0,,,0.0,3.0,5.0,4.0,,2.0,,,,,90.0,21.0,6.3,9.0,0,,4.0,,1.0,8.0,1.0,,1.0,,,,,,1.0,,,3.0,2.0,,2.0,5.0,,,,,,,,gwijnaldum,,True,,,,
12624852,home,Al-Ettifaq,Mukhtar Ali,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600,M,6,6,True,13.0,9.0,4.0,1.0,0.0,5.0,6.0,7.0,2.0,1.0,,,,,9.0,16.0,6.6,4.0,0,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12624852,home,Al-Ettifaq,Radhi Al-Oteibi,radhi-al-oteibi,R. Al-Oteibi,D,61,170.0,28,M,963642,EUR,960768000,D,61,61,True,1.0,1.0,1.0,1.0,0.0,,,1.0,,,,,,,14.0,7.0,6.6,4.0,0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
12624852,home,Al-Ettifaq,Abdullah Radif,abdullah-radif,A. H. Radif,F,21,185.0,510,M,1101759,EUR,1043107200,F,21,21,True,1.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,,11.0,9.0,6.9,3.0,2,Abdullah Radif,,,2.0,2.0,4.0,,3.0,2.0,,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
12624852,home,Al-Ettifaq,Marwan Al-Haidari,marwan-al-haidari,M. Al-Haidari,G,96,191.0,32,M,832497,EUR,829267200,G,96,96,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624852,home,Al-Ettifaq,Abdulbaset Hindi,abdulbaset-hindi,A. Hindi,D,37,181.0,80,M,949218,EUR,854841600,D,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624852,home,Al-Ettifaq,Ahmed Bamasud,ahmed-bamasud,A. Bamasud,D,18,175.0,114,M,893197,EUR,816998400,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624852,home,Al-Ettifaq,Meshal Ali Khayrallah,meshal-ali-khayrallah,M. A. Khayrallah,D,87,177.0,40,M,1156413,EUR,986947200,D,87,87,True,,,,,,,,,,,,,,,,,,,0,Meshal Ali Khayrallah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624852,home,Al-Ettifaq,Abdullah Madu,abdullah-madu,A. Madu,D,3,186.0,189,M,794347,EUR,742694400,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624852,home,Al-Ettifaq,Madallah Al-Olayan,madallah-al-olayan,M. Al-Olayan,D,33,170.0,81,M,818813,EUR,777772800,D,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624852,away,Al-Riyadh,Milan Borjan,milan-borjan,M. Borjan,G,82,193.0,807,M,79413,EUR,561945600,G,82,82,False,31.0,15.0,24.0,8.0,0.0,8.0,10.0,21.0,1.0,10.0,5.0,,1.0,1.0,90.0,41.0,7.4,17.0,0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,
12624852,away,Al-Riyadh,Hussain Al-Nuweqi,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170.0,14,M,1525073,EUR,817948800,D,27,27,False,23.0,18.0,3.0,1.0,0.0,11.0,13.0,13.0,2.0,4.0,,,,,90.0,58.0,6.9,16.0,4,Hussain Al-Nuweqi,7.0,3.0,,2.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,1.0,,,,,1.0,,2.0,1.0,,,,,,,,,
12624852,away,Al-Riyadh,Marzouq Tambakti,marzouq-tambakti,M. Tambakti,D,87,187.0,50,M,1544937,EUR,1044921600,D,87,87,False,22.0,21.0,4.0,3.0,0.0,16.0,17.0,6.0,4.0,4.0,,,,,90.0,31.0,6.5,3.0,0,Marzouq Tambakti,5.0,1.0,,4.0,2.0,,1.0,,,,2.0,1.0,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,
