match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_goalAssist,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_blockedScoringAttempt,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_errorLeadToAGoal,stat_clearanceOffLine
11352255,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,17.0,11.0,6.0,11.0,12.0,5.0,6.0,3.0,5.0,90.0,28.0,7.3,6.0,0.0,0.0,5.388e-05,0,0.8484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352255,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,68.0,58.0,7.0,36.0,41.0,34.0,9.0,,,90.0,93.0,7.6,16.0,0.0,0.0,0.263533,0,,True,4.0,25.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
11352255,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,49.0,43.0,10.0,34.0,34.0,15.0,3.0,,,90.0,57.0,6.8,6.0,0.0,0.0,0.00213702,0,,,4.0,9.0,,,,1.0,,,,,5.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,
11352255,home,Newcastle United,Sven Botman,,,sven-botman,S. Botman,D,4,193,3377,M,,910046,EUR,947635200,D,4,4,False,67.0,62.0,3.0,53.0,56.0,11.0,4.0,,,90.0,77.0,7.4,5.0,0.0702,0.0,0.250601,1,,,1.0,9.0,,,3.0,3.0,1.0,,,1.0,4.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,
11352255,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,67.0,53.0,3.0,37.0,44.0,23.0,2.0,,,90.0,88.0,7.0,17.0,0.158,0.0,0.00574111,1,,,1.0,16.0,,,3.0,5.0,2.0,,,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,
11352255,home,Newcastle United,Sandro Tonali,,,sandro-tonali,S. Tonali,M,8,181,14225,M,sandrotonali,892673,EUR,957744000,M,8,8,False,54.0,48.0,5.0,26.0,26.0,30.0,5.0,,,89.0,66.0,7.5,9.0,0.6342,1.5785,0.103737,2,,,3.0,23.0,2.0,1.0,4.0,3.0,2.0,,,,,1.0,2.0,1.0,2.0,2.0,1.0,,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,
11352255,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,47.0,38.0,4.0,24.0,26.0,21.0,8.0,,,85.0,62.0,6.7,14.0,0.0921,0.2468,0.0259131,2,,,1.0,14.0,,,5.0,5.0,1.0,2.0,1.0,,,,2.0,3.0,1.0,,,,,,1.0,1.0,,,,1.0,,2.0,1.0,,,,,,
11352255,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,M,7,7,False,40.0,36.0,,20.0,20.0,20.0,7.0,,,90.0,48.0,7.0,5.0,0.1162,0.0,0.156292,1,,,,16.0,,,3.0,5.0,,,,,,,,,2.0,,1.0,,1.0,,,4.0,3.0,,1.0,1.0,,,,,,,,,
11352255,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8461,M,miguel_almiron,333373,EUR,760838400,F,24,24,False,32.0,31.0,1.0,12.0,12.0,20.0,4.0,,,86.0,42.0,7.4,4.0,0.0545,0.0241,0.0747241,1,,,1.0,19.0,,,4.0,3.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,2.0,,,1.0,,,2.0,2.0,,,1.0,,1.0,,,,,,,
11352255,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,False,16.0,12.0,1.0,4.0,5.0,11.0,1.0,,,68.0,26.0,8.0,8.0,0.7724,1.1664,0.018101,3,,,,8.0,,,4.0,2.0,,3.0,1.0,,,,2.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,3.0,2.0,,,,,,,,
