match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_errorLeadToAGoal,stat_fouls,stat_keyPass,stat_wonTackle,stat_wasFouled,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_wonContest,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_outfielderBlock
10385505,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,15.0,4.0,12.0,2.0,2.0,5.0,2.0,10.0,2.0,8.0,1.0,1.0,1.0,3.0,2.0,90.0,30.0,6.9,12.0,0.0,0.0,0.00031099,0,0.4864,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385505,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,42.0,33.0,7.0,3.0,16.0,18.0,20.0,37.0,4.0,8.0,1.0,,,,,90.0,78.0,6.4,25.0,0.2139,0.3072,0.162717,3,,True,1.0,13.0,3.0,1.0,3.0,8.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,
10385505,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,31.0,25.0,6.0,4.0,19.0,22.0,6.0,9.0,7.0,5.0,2.0,,,,,90.0,46.0,6.9,10.0,0.1783,0.2058,0.00473296,1,,,,,,1.0,2.0,2.0,5.0,,1.0,,1.0,,1.0,,,,1.0,2.0,,,,,,,,
10385505,home,Newcastle United,Sven Botman,,,sven-botman,S. Botman,D,4,193,3377,M,,910046,EUR,947635200,D,4,4,False,35.0,33.0,2.0,1.0,20.0,22.0,13.0,13.0,3.0,4.0,,,,,,90.0,45.0,6.7,2.0,0.1868,0.0,0.00809873,2,,,,,,2.0,2.0,2.0,3.0,,,,,,1.0,,,,,,1.0,2.0,2.0,,,,,
10385505,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,29.0,20.0,3.0,1.0,10.0,13.0,10.0,17.0,1.0,4.0,1.0,,,,,90.0,52.0,6.8,14.0,0.0,0.0,0.696186,0,,,,1.0,,,1.0,3.0,3.0,1.0,1.0,1.0,,,1.0,,1.0,2.0,1.0,,,,2.0,1.0,1.0,,,
10385505,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,False,25.0,23.0,2.0,2.0,7.0,7.0,16.0,19.0,,4.0,1.0,,,,,90.0,34.0,6.6,4.0,0.0212,0.0,0.0154142,0,,,,1.0,,,1.0,3.0,3.0,2.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,
10385505,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,24.0,21.0,1.0,1.0,8.0,8.0,13.0,16.0,,3.0,3.0,,,,,90.0,42.0,6.7,8.0,0.3459,0.0,0.0201291,1,,,,,,,,6.0,9.0,2.0,2.0,2.0,,,3.0,,2.0,1.0,1.0,4.0,1.0,1.0,,2.0,,1.0,,
10385505,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,False,25.0,22.0,3.0,3.0,5.0,6.0,17.0,20.0,2.0,4.0,2.0,,,,,90.0,50.0,7.8,8.0,0.2924,0.7848,0.0730634,3,,,1.0,1.0,,,,5.0,6.0,2.0,,6.0,2.0,1.0,2.0,,1.0,2.0,1.0,,,,1.0,4.0,1.0,,,
10385505,home,Newcastle United,Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3564,M,,372336,EUR,793584000,F,23,23,False,16.0,12.0,2.0,1.0,4.0,4.0,9.0,17.0,1.0,3.0,1.0,,,,,85.0,35.0,6.7,13.0,0.0981,0.2268,0.0365778,2,,,,5.0,1.0,1.0,,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,2.0,,,,1.0,,,,
10385505,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,False,13.0,9.0,,,2.0,2.0,7.0,11.0,,1.0,3.0,,,,,68.0,34.0,7.4,11.0,0.3673,0.7017,0.0447932,4,,,,,,3.0,2.0,7.0,7.0,,1.0,5.0,2.0,2.0,2.0,,1.0,,1.0,,,,,3.0,,,1.0,
