match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_totalClearance,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,stat_penaltyConceded,stat_wonContest,stat_wasFouled,captain,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_punches,stat_goals,stat_penaltyWon,stat_hitWoodwork
12450935,home,RC Lens,Hervé Koffi,herve-koffi,H. Koffi,G,12,187.0,15844,M,HKoffi,867299,EUR,845424000,G,16,16,False,20.0,15.0,7.0,2.0,0.0,14.0,15.0,1.0,5.0,1.0,8.0,1.0,1.0,1.0,3.0,1.0,3.0,90.0,27.0,7.2,5.0,8.548e-05,0,1.6405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450935,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176.0,5767,M,przemek.franek_,286909,EUR,797644800,D,29,29,False,85.0,72.0,4.0,1.0,0.0,28.0,30.0,44.0,64.0,1.0,4.0,,1.0,,,,,90.0,109.0,7.0,23.0,0.100489,2,,9.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0633,0.1575,1.0,,,,,,,,,,,,,,,,,,,
12450935,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190.0,3440,M,,794953,EUR,906163200,D,4,4,False,65.0,58.0,4.0,1.0,0.0,31.0,32.0,27.0,33.0,4.0,4.0,,1.0,,,,,90.0,78.0,6.3,11.0,0.0490816,0,,,1.0,9.0,2.0,,,1.0,1.0,3.0,,,,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,
12450935,home,RC Lens,Malang Sarr,malang-sarr,M. Sarr,D,20,182.0,2159,M,,826203,EUR,917049600,D,20,20,False,60.0,52.0,7.0,2.0,0.0,29.0,30.0,23.0,30.0,4.0,9.0,1.0,3.0,3.0,,,,90.0,73.0,7.0,8.0,0.0171572,1,,,,3.0,2.0,,,,,1.0,0.0342,,,1.0,,,5.0,,,1.0,2.0,1.0,,,,,,,,,,
12450935,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179.0,1117,M,,822110,EUR,746928000,D,3,3,False,32.0,31.0,1.0,1.0,0.0,14.0,14.0,17.0,18.0,3.0,4.0,,,,,,,75.0,43.0,6.4,5.0,0.0124617,1,,,1.0,6.0,,,1.0,,2.0,3.0,0.0099,,,3.0,2.0,,,,,,,,,,,,,,,,,
12450935,home,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177.0,523,M,,231946,EUR,755481600,M,28,28,False,53.0,44.0,5.0,4.0,0.0,13.0,17.0,31.0,38.0,7.0,9.0,,4.0,2.0,,,,90.0,77.0,7.1,18.0,0.120651,1,,2.0,2.0,9.0,1.0,,1.0,,1.0,1.0,0.0632,,,,3.0,4.0,,,,,1.0,,2.0,1.0,,,,,,,,
12450935,home,RC Lens,Andy Diouf,andy-diouf,A. Diouf,M,17,187.0,3993,M,,1048889,EUR,1053129600,M,18,18,False,53.0,48.0,2.0,1.0,0.0,16.0,16.0,32.0,43.0,4.0,8.0,,2.0,2.0,,,,90.0,77.0,6.8,20.0,0.223408,2,,6.0,,6.0,,,,,4.0,2.0,0.0646,,1.0,,2.0,4.0,,,,2.0,,,1.0,1.0,,,,,,,,
12450935,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187.0,757,M,,788921,EUR,656812800,M,7,7,False,44.0,36.0,1.0,1.0,0.0,7.0,10.0,30.0,40.0,3.0,2.0,,,,,,,80.0,60.0,7.6,13.0,0.314818,1,,6.0,,1.0,1.0,,1.0,1.0,,,0.0692,,2.0,,,2.0,1.0,,,,,,2.0,1.0,True,1.0,,,,,,
12450935,home,RC Lens,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183.0,483,M,,787540,EUR,840499200,M,11,11,False,39.0,32.0,1.0,,0.0,11.0,12.0,22.0,30.0,6.0,6.0,,,,,,,80.0,57.0,6.7,12.0,0.0722779,2,,3.0,,3.0,,,2.0,,1.0,1.0,0.0744,,1.0,1.0,1.0,1.0,,,,,,,,5.0,,1.0,,,,,,
12450935,home,RC Lens,Anass Zaroury,anass-zaroury,A. Zaroury,F,9,176.0,4199,M,zaroury,877036,EUR,973555200,M,21,21,False,17.0,12.0,,,0.0,9.0,12.0,6.0,12.0,1.0,2.0,,,,,,,45.0,28.0,6.9,11.0,0.242162,0,,7.0,,2.0,1.0,,,1.0,1.0,,,,2.0,,,1.0,,,,,,,,1.0,,3.0,1.0,,,,,
