match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_interceptionWon,player_firstName,player_lastName,stat_wonContest,stat_challengeLost,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_outfielderBlock,stat_bigChanceCreated,stat_errorLeadToAShot,stat_bigChanceMissed,stat_errorLeadToAGoal
12437686,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,23.0,10.0,22.0,9.0,0.0,3.0,3.0,7.0,20.0,8.0,1.0,2.0,3.0,1.0,1.0,90.0,29.0,7.6,13.0,0.00247241,0,0.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437686,home,Getafe,Allan Nyom,allan-nyom,A. Nyom,D,12,190,777,M,128637,EUR,579225600,D,12,12,False,29.0,25.0,1.0,,1.0,9.0,10.0,16.0,21.0,1.0,,,,,,89.0,60.0,8.3,13.0,0.105206,4,,2.0,5.0,2.0,9.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,0.2822,0.2121,2.0,,,,,,,,,,,,,,,,,
12437686,home,Getafe,Djené,djene,Djené,D,2,178,2527,M,307702,EUR,694137600,D,2,2,False,40.0,36.0,6.0,5.0,0.0,16.0,19.0,20.0,22.0,3.0,,,,,,90.0,48.0,7.1,5.0,0.0136712,0,,1.0,1.0,3.0,2.0,4.0,,,,,,3.0,,2.0,1.0,,,,True,,,,,,,,,,,,,,,,
12437686,home,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187,5163,M,805137,EUR,851558400,D,15,15,False,39.0,28.0,12.0,6.0,0.0,9.0,14.0,19.0,25.0,1.0,,,,,,90.0,47.0,7.4,12.0,0.103076,0,,,1.0,5.0,1.0,6.0,,,,,,4.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
12437686,home,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181,662,M,350560,EUR,730425600,D,16,16,False,39.0,29.0,4.0,,0.0,9.0,10.0,22.0,32.0,4.0,,,,,,90.0,62.0,7.5,16.0,0.502255,0,,3.0,,,,4.0,,,,,,,1.0,1.0,,,,2.0,,3.0,3.0,2.0,1.0,,,,,,,,,,,,
12437686,home,Getafe,Álex Sola,alex-sola,Á. Sola,M,7,178,195,M,966836,EUR,928886400,M,7,7,False,15.0,12.0,1.0,,0.0,3.0,3.0,9.0,15.0,5.0,,,,,,55.0,37.0,6.5,14.0,0.00650176,0,,3.0,6.0,1.0,12.0,7.0,2.0,5.0,,,,2.0,2.0,3.0,1.0,,,,,1.0,,,,,,2.0,,,,,,,,,
12437686,home,Getafe,Mauro Arambarri,mauro-arambarri,M. Arambarri,M,8,175,1414,M,385888,EUR,812419200,M,8,8,False,35.0,27.0,4.0,2.0,0.0,13.0,17.0,14.0,19.0,4.0,,,,,,90.0,50.0,6.9,12.0,0.0074203,0,,1.0,3.0,5.0,7.0,9.0,1.0,,,,,,2.0,1.0,2.0,,,,,3.0,2.0,,,,,,1.0,,,,,,,,
12437686,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175,1429,M,811629,EUR,781488000,M,5,5,False,53.0,47.0,6.0,4.0,0.0,12.0,13.0,38.0,53.0,5.0,,,,,,90.0,80.0,7.7,21.0,0.132735,2,,13.0,,1.0,1.0,6.0,,1.0,1.0,1.0,,1.0,4.0,2.0,1.0,0.0655,0.1378,2.0,,2.0,2.0,3.0,,,,1.0,,,,,,,,,
12437686,home,Getafe,Carles Pérez,carles-perez,C. Pérez,M,7,172,1038,M,794950,EUR,887587200,M,17,17,False,17.0,15.0,,,0.0,5.0,6.0,11.0,15.0,4.0,,,,,,89.0,27.0,7.0,7.0,0.149001,0,,4.0,2.0,1.0,4.0,4.0,,1.0,,,,,2.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,
12437686,home,Getafe,Bertuğ Yıldırım,bertug-ozgur-yildirim,B. Yıldırım,F,91,186,1629,M,1382235,EUR,1026432000,F,10,10,False,12.0,3.0,,,0.0,,1.0,4.0,12.0,,,,,,,65.0,21.0,6.5,13.0,0.0104758,1,,1.0,8.0,5.0,10.0,6.0,2.0,,,,,,2.0,,,0.0797,,,,1.0,1.0,1.0,,Bertug Yildirim,,,,1.0,1.0,,,,,,
12437686,home,Getafe,Christantus Uche,christantus-uche,C. Uche,F,12,190,4381,M,1884145,EUR,1053302400,F,6,6,False,14.0,11.0,1.0,1.0,0.0,2.0,3.0,9.0,12.0,3.0,,,,,,90.0,37.0,7.0,12.0,0.0204787,4,,1.0,9.0,5.0,16.0,8.0,2.0,1.0,1.0,1.0,,2.0,5.0,2.0,3.0,0.0912,0.029,1.0,,1.0,1.0,,1.0,Christantus Uche,,,1.0,2.0,2.0,,,,,,
12437686,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185,520,M,949707,EUR,899424000,D,21,21,True,7.0,4.0,2.0,,0.0,3.0,4.0,1.0,5.0,1.0,,,,,,35.0,27.0,6.3,13.0,0.00290369,0,,2.0,3.0,1.0,8.0,2.0,1.0,2.0,,,,3.0,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,
12437686,home,Getafe,Álvaro Rodriguez,alvaro-rodriguez,Á. Rodriguez,F,20,193,14656,M,1154587,EUR,1089763200,F,18,18,True,6.0,3.0,,,0.0,1.0,1.0,2.0,5.0,2.0,,,,,,25.0,10.0,7.3,5.0,0.00541218,1,,,2.0,4.0,2.0,4.0,,,,1.0,1.0,,2.0,,,0.0691,0.4145,,,,,,,,,,,,1.0,alvarorodrigz_,,,,,
12437686,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191,695,M,576276,EUR,794793600,D,22,22,True,,,,,0.0,,,,,,,,,,,9.0,1.0,6.5,,,0,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12437686,home,Getafe,Yellu Santiago,yellu-santiago,J. Santiago,M,20,192,223,M,1211005,EUR,1085443200,M,20,20,True,1.0,,,,0.0,,,,1.0,,,,,,,9.0,1.0,6.5,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,Jesús Santiago,,,,,,,,,,,
12437686,home,Getafe,Jiří Letáček,jiri-letacek,J. Letáček,G,1,196,201,M,826047,EUR,915840000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437686,home,Getafe,Nabil Aberdin,nabil-aberdin,N. Aberdin,D,3,182,254,M,1136806,EUR,1030060800,D,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437686,home,Getafe,Juan Berrocal,juan-berrocal,J. Berrocal,D,6,187,92,M,851226,EUR,918172800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437686,home,Getafe,David Arguelles,david-arguelles,D. Arguelles,D,,170,13,M,1014085,EUR,1009843200,D,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437686,home,Getafe,Peter González,peter-gonzalez,P. González,F,22,178,1171,M,1048927,EUR,1027555200,F,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437686,away,Real Valladolid,Karl Hein,karl-hein,K. Hein,G,13,193,4102,M,991591,EUR,1018656000,G,13,13,False,33.0,16.0,28.0,11.0,0.0,6.0,6.0,10.0,27.0,12.0,3.0,2.0,3.0,,,90.0,48.0,7.0,17.0,0.00372982,0,-1.2067,,,3.0,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12437686,away,Real Valladolid,Luis Pérez,luis-perez,L. Pérez,D,2,173,199,M,843180,EUR,791856000,D,2,2,False,22.0,16.0,6.0,3.0,0.0,7.0,9.0,10.0,16.0,1.0,,,,,,90.0,43.0,6.6,12.0,0.0533783,1,,3.0,1.0,,1.0,2.0,,,1.0,,,4.0,2.0,1.0,,0.0451,,,,1.0,,1.0,2.0,,,,,,,,,,,,
12437686,away,Real Valladolid,Abdulay Juma Bah,abdulay-juma-bah,A. J. Bah,D,28,195,5965,M,1606792,EUR,1144713600,D,35,35,False,23.0,13.0,5.0,,0.0,9.0,13.0,4.0,10.0,,,,,,,90.0,36.0,6.4,14.0,0.00670159,0,,,4.0,7.0,6.0,9.0,2.0,1.0,,,,3.0,,1.0,,,,,,,,,2.0,,,1.0,,,,,,,,,
12437686,away,Real Valladolid,Javi Sánchez,javi-sanchez,J. Sánchez,D,15,189,336,M,943713,EUR,858297600,D,5,5,False,19.0,13.0,3.0,,0.0,12.0,16.0,1.0,3.0,,,,,,,74.0,23.0,6.3,6.0,0.00039408,0,,,1.0,2.0,2.0,3.0,,,,,,1.0,,,1.0,,,,True,1.0,1.0,,,,,,,,,,1.0,,,,
12437686,away,Real Valladolid,Cenk Özkaçar,cenk-ozkacar,C. Özkaçar,D,39,190,733,M,953097,EUR,970790400,D,6,6,False,35.0,20.0,9.0,1.0,0.0,13.0,17.0,7.0,18.0,3.0,,,,,,90.0,57.0,6.9,16.0,0.0015506,1,,,6.0,4.0,7.0,5.0,,,1.0,,,11.0,1.0,,1.0,0.0536,,,,1.0,1.0,,4.0,,,,,,,,1.0,,,,
12437686,away,Real Valladolid,Lucas Rosa,lucas-rosa,L. Rosa,D,2,177,706,M,970860,EUR,954720000,D,22,22,False,23.0,11.0,4.0,2.0,0.0,3.0,9.0,8.0,16.0,5.0,,,,,,90.0,46.0,6.3,23.0,0.0624016,0,,2.0,2.0,5.0,9.0,10.0,1.0,3.0,,,,,2.0,1.0,3.0,,,1.0,,4.0,2.0,,1.0,,,,1.0,,,,,,,,
12437686,away,Real Valladolid,Raúl Moro,raul-moro,R. Moro,M,18,169,1584,M,980383,EUR,1039046400,M,11,11,False,12.0,7.0,1.0,,0.0,5.0,8.0,5.0,9.0,4.0,,,,,,90.0,25.0,6.9,11.0,0.770139,1,,5.0,1.0,,3.0,3.0,,3.0,,1.0,,,2.0,1.0,,0.048,0.3283,2.0,,1.0,1.0,3.0,,,,1.0,,,3.0,,,1.0,,,
12437686,away,Real Valladolid,Stanko Jurić,juric-stanko,S. Jurić,M,24,189,498,M,921417,EUR,840153600,M,20,20,False,15.0,8.0,1.0,,0.0,3.0,5.0,5.0,10.0,,,,,,,66.0,30.0,6.8,9.0,0.00232044,1,,,2.0,6.0,6.0,8.0,1.0,,1.0,,,5.0,,,2.0,0.5123,,,,2.0,1.0,,,,,,1.0,,,,,,,,
12437686,away,Real Valladolid,Kike Pérez,kike-perez,K. Pérez,M,71,184,312,M,857178,EUR,855878400,M,8,8,False,35.0,26.0,9.0,4.0,0.0,14.0,17.0,13.0,21.0,6.0,,,,,,90.0,59.0,7.0,15.0,0.0650809,1,,3.0,1.0,1.0,9.0,11.0,,1.0,,1.0,,3.0,2.0,5.0,6.0,0.0352,0.0145,1.0,,5.0,2.0,1.0,,,,,1.0,,,,,,,,
