match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_lastManTackle,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_clearanceOffLine,stat_goals
12436437,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,36.0,29.0,9.0,2.0,0.0,27.0,28.0,2.0,8.0,1.0,1.0,10.0,1.0,1.0,1.0,90.0,41.0,6.1,8.0,0.00037944,0,-0.2881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436437,home,Wolverhampton,Matt Doherty,matt-doherty,M. Doherty,D,2,182,1449,M,143047,EUR,695520000,D,2,2,False,84.0,79.0,9.0,8.0,0.0,40.0,43.0,39.0,42.0,4.0,5.0,5.0,1.0,1.0,,90.0,96.0,7.1,7.0,0.0571399,0,,True,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12436437,home,Wolverhampton,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189,1175,M,846308,EUR,910569600,D,4,4,False,74.0,67.0,3.0,1.0,0.0,50.0,55.0,17.0,19.0,4.0,2.0,6.0,,,,90.0,89.0,7.0,7.0,0.028355,3,,,,2.0,3.0,4.0,,,4.0,,,2.0,,1.0,2.0,1.0,0.1479,0.1997,,,,,,,,,,,,,,,,
12436437,home,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,44710,M,931278,EUR,991785600,D,3,3,False,70.0,62.0,5.0,3.0,0.0,26.0,28.0,36.0,50.0,4.0,2.0,3.0,2.0,,,90.0,89.0,6.5,17.0,0.0158813,0,,,8.0,2.0,,3.0,,,1.0,,,,,,,,,,r_aitnouri,3.0,2.0,,,,,,,,,,,,,
12436437,home,Wolverhampton,Pedro Lima,lima-pedro,P. Lima,D,17,174,3651,M,1597270,EUR,1151712000,M,37,37,False,15.0,12.0,,,0.0,2.0,3.0,13.0,17.0,1.0,3.0,1.0,1.0,,,59.0,34.0,6.7,9.0,0.0768222,0,,,5.0,2.0,,4.0,1.0,,1.0,,1.0,,2.0,,,,,,,1.0,,Pedro,Lima,3.0,,,,,,,,,,
12436437,home,Wolverhampton,Tommy Doyle,tommy-doyle,T. Doyle,M,7,172,746,M,932628,EUR,1003276800,M,20,20,False,31.0,26.0,3.0,2.0,0.0,7.0,7.0,19.0,25.0,1.0,1.0,1.0,,,,59.0,38.0,6.6,6.0,0.0220369,0,,,1.0,3.0,,4.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
12436437,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14959,M,1015267,EUR,981936000,M,8,8,False,69.0,57.0,2.0,1.0,0.0,22.0,26.0,35.0,45.0,7.0,4.0,6.0,3.0,2.0,,90.0,90.0,6.9,18.0,0.28199,0,,,2.0,,2.0,6.0,2.0,,,,1.0,1.0,1.0,,,2.0,,,joaogomes.01,1.0,,,,,2.0,,,,,,,,,
12436437,home,Wolverhampton,Rodrigo Gomes,gomes-rodrigo,R. Gomes,M,21,171,1190,M,1006073,EUR,1057536000,M,19,19,False,36.0,28.0,1.0,1.0,0.0,5.0,7.0,24.0,33.0,2.0,2.0,1.0,1.0,1.0,,90.0,56.0,7.1,16.0,0.215941,1,,,4.0,2.0,,5.0,,,1.0,,2.0,,1.0,,1.0,,0.0292,0.026,,3.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,
12436437,home,Wolverhampton,Gonçalo Guedes,goncalo-guedes,G. Guedes,F,11,179,3550,M,280979,EUR,849225600,F,29,29,False,31.0,26.0,,,0.0,9.0,10.0,19.0,24.0,,,3.0,,,,75.0,42.0,6.4,11.0,0.0687077,2,,,3.0,2.0,,7.0,,,,,2.0,2.0,1.0,,,,0.0985,,,2.0,,,,2.0,1.0,,,2.0,,,,,,
12436437,home,Wolverhampton,Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,177,6362,M,786186,EUR,822614400,F,11,11,False,27.0,23.0,,,0.0,5.0,5.0,18.0,24.0,1.0,2.0,2.0,,,,75.0,41.0,6.7,10.0,0.08554,2,,,2.0,,,4.0,,,,,1.0,1.0,,1.0,,1.0,0.1707,,Hwangso,1.0,,,,,2.0,,,1.0,,,,,,
