match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_outfielderBlock,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,stat_totalTackle,stat_wonTackle,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
14288800,home,FC Arouca,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,302,M,789933,EUR,853372800,G,12,12,False,29.0,25.0,7.0,3.0,0.0,24.0,26.0,1.0,3.0,14.0,3.0,5.0,90.0,43.0,7.5,4.0,0.00026987,43.221548936009,9.0,15.662900161237,0.0,0.2077,0,0.6642,0.09,0.01,0.28,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288800,home,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,28,175,67,M,863637,EUR,807235200,D,28,28,False,33.0,20.0,3.0,1.0,0.0,12.0,17.0,8.0,16.0,4.0,,,85.0,53.0,7.0,17.0,0.165042,27.162873991695,6.0,6.6675886997629,0.0,,0,,0.34,-0.15,0.17,,True,2.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288800,home,FC Arouca,Javi Sánchez,javi-sanchez,J. Sánchez,D,15,189,332,M,943713,EUR,858297600,D,15,15,False,76.0,71.0,5.0,4.0,0.0,54.0,56.0,17.0,20.0,3.0,,,90.0,93.0,8.1,7.0,0.0233043,127.38849575816,21.0,36.526825557095,0.0,,0,,0.36,0.08,0.85,,,,,3.0,4.0,4.0,4.0,9.0,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14288800,home,FC Arouca,Jose Fontán,jose-fontan,J. Fontán,D,3,182,68,M,964609,EUR,950227200,D,3,3,False,68.0,68.0,5.0,5.0,0.0,52.0,52.0,16.0,16.0,2.0,,,90.0,76.0,7.1,4.0,0.010178,196.12658709253,24.0,110.30812001918,0.0,,0,,0.35,0.11,-0.03,,,,,3.0,1.0,6.0,1.0,3.0,,2.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14288800,home,FC Arouca,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180,146,M,339879,EUR,777081600,D,25,25,False,24.0,20.0,2.0,1.0,0.0,10.0,12.0,10.0,12.0,1.0,,,90.0,33.0,6.6,8.0,0.0171084,17.229365307392,3.0,12.294896367144,0.0,,1,,0.07,-0.2,0.13,,,1.0,,1.0,1.0,2.0,2.0,,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3681,-0.42,,,,,,,,,,,,,,
14288800,home,FC Arouca,Espen Van Ee,van-ee-espen,E. v. Ee,M,22,179,72,M,1126965,EUR,1057363200,M,22,22,False,59.0,54.0,6.0,5.0,0.0,32.0,33.0,22.0,26.0,6.0,,,85.0,75.0,7.2,8.0,0.0204639,141.37017167483,15.0,23.06169477786,0.0,,0,,0.23,0.11,0.32,,,,,4.0,1.0,8.0,5.0,1.0,3.0,1.0,,,2.0,1.0,,,2.0,1.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,
14288800,home,FC Arouca,Taichi Fukui,taichi-fukui,T. Fukui,M,21,177,1090,M,1105857,EUR,1089849600,M,21,21,False,55.0,51.0,5.0,2.0,0.0,32.0,32.0,19.0,23.0,9.0,,,90.0,69.0,7.1,9.0,0.0222434,103.64055359386,18.0,37.797399968069,1.0,,0,,0.29,0.09,0.14,,,2.0,,,1.0,3.0,4.0,1.0,1.0,1.0,,,,2.0,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,10.708852165074,11.460824577665,,,,,,,,,,
14288800,home,FC Arouca,Alfonso Trezza,alfonso-trezza,A. Trezza,M,19,166,270,M,973517,EUR,930009600,M,19,19,False,20.0,16.0,,,0.0,9.0,10.0,7.0,10.0,6.0,,,89.0,39.0,8.0,10.0,0.0963367,150.82627370297,15.0,69.749446125276,2.0,,2,,0.25,0.41,-0.07,,,2.0,,2.0,,7.0,5.0,3.0,2.0,1.0,1.0,2.0,,3.0,,,3.0,1.0,1.0,1.0,,,1.0,0.0868,0.5,2.0,1.0,17.249732294085,31.58451349221,1.0,2.0,1.0,0.4993,,,,,,
14288800,home,FC Arouca,Hyun-ju Lee,hyun-ju-lee,H. Lee,M,14,172,710,M,1191120,EUR,1044576000,M,14,14,False,30.0,23.0,2.0,,1.0,15.0,19.0,8.0,11.0,3.0,,,83.0,44.0,6.9,12.0,0.00940904,57.45583153058,11.0,8.7473387854356,0.0,,3,,-0.26,0.06,-0.08,,,1.0,,1.0,,6.0,6.0,,4.0,4.0,1.0,1.0,,3.0,,,1.0,,2.0,2.0,,1.0,,0.4785,0.32,,,,,,1.0,1.0,0.4535,1.0,,,,,
14288800,home,FC Arouca,Naïs Djouahra,nais-djouahra,N. Djouahra,M,7,172,594,M,955133,EUR,943315200,M,7,7,False,17.0,13.0,,,0.0,2.0,4.0,11.0,13.0,3.0,,,65.0,31.0,6.7,12.0,0.0406517,130.50189190341,7.0,90.378221438251,5.0,,0,,-0.02,0.29,-0.08,,,5.0,,,1.0,1.0,2.0,1.0,,,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,26.214586187684,115.73981564308,,,,,,1.0,,,,
