match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_penaltyMiss,stat_penaltyWon,stat_penaltyConceded,stat_goodHighClaim,stat_penaltyFaced,stat_lastManTackle,player_sofascoreId,stat_bigChanceCreated
14053662,home,NEC Nijmegen,Gonzalo Crettaz,,,gonzalo-crettaz,G. Crettaz,G,1,181.0,165,M,990798,EUR,951696000,G,1,1,False,52.0,23.0,38.0,9.0,0.0,17.0,18.0,6.0,34.0,1.0,1.0,2.0,15.0,4.0,5.0,4.0,4.0,90.0,65.0,7.3,29.0,0.00357425,1.2623,0,0.2064,0.12,0.03,-0.49,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053662,home,NEC Nijmegen,Brayann Pereira,,,brayann-pereira,B. Pereira,D,2,172.0,175,M,1012639,EUR,1053475200,D,2,2,False,29.0,22.0,3.0,2.0,0.0,15.0,18.0,7.0,11.0,7.0,1.0,1.0,8.0,,,,,75.0,51.0,5.4,15.0,0.0172411,,0,,0.04,0.06,-1.0,,1.0,3.0,1.0,7.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
14053662,home,NEC Nijmegen,Ahmetcan Kaplan,,,ahmetcan-kaplan,A. Kaplan,D,4,189.0,1602,M,1064177,EUR,1042675200,D,4,4,False,40.0,31.0,5.0,1.0,0.0,25.0,27.0,6.0,13.0,5.0,3.0,3.0,7.0,,,,,90.0,55.0,6.4,11.0,0.00822829,,0,,0.03,0.08,-0.75,,,1.0,2.0,7.0,,2.0,1.0,1.0,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14053662,home,NEC Nijmegen,Deveron Fonville,Deveron Fonville,,deveron-fonville,D. Fonville,D,24,178.0,76,M,1177177,EUR,1053043200,D,24,24,False,49.0,33.0,7.0,3.0,1.0,21.0,25.0,12.0,24.0,4.0,,3.0,4.0,,,,,90.0,68.0,5.7,20.0,0.0848922,,0,,0.11,0.13,-0.87,,,3.0,1.0,3.0,1.0,,,1.0,,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
14053662,home,NEC Nijmegen,Sami Ouaissa,Sami Ouaissa,,sami-ouaissa,S. Ouaissa,M,25,180.0,486,M,1394147,EUR,1096675200,M,25,25,False,28.0,21.0,4.0,1.0,0.0,6.0,8.0,15.0,20.0,7.0,1.0,,8.0,,,,,90.0,46.0,6.7,13.0,0.105468,,1,,0.29,0.29,-0.27,,,1.0,,7.0,1.0,6.0,,1.0,1.0,,2.0,3.0,3.0,,,1.0,1.0,1.0,1.0,0.0519,-0.26,,,,,,,,,,,,,,,,
14053662,home,NEC Nijmegen,Dirk Proper,,,dirk-proper,D. Proper,M,71,167.0,194,M,961685,EUR,1014508800,M,71,71,False,31.0,27.0,2.0,2.0,0.0,16.0,17.0,11.0,14.0,6.0,2.0,1.0,1.0,,,,,80.0,36.0,6.0,5.0,0.0180652,,1,,-0.01,0.03,-0.29,,,3.0,1.0,1.0,,,1.0,,,,1.0,,,,,2.0,1.0,1.0,,0.0575,-0.09,,,,,,,,,,,,,,,,
14053662,home,NEC Nijmegen,Kodai Sano,Kodai Sano,,kodai-sano,K. Sano,M,23,176.0,1251,M,1184054,EUR,1064448000,M,23,23,False,41.0,32.0,4.0,2.0,0.0,17.0,18.0,15.0,23.0,2.0,1.0,,4.0,,,,,90.0,68.0,6.9,16.0,0.10433,,1,,-0.04,0.28,-0.22,,7.0,1.0,1.0,10.0,,3.0,1.0,5.0,3.0,,1.0,1.0,3.0,,,,1.0,1.0,,0.019,-0.08,2.0,,,,,,,,,,,,,,,
14053662,home,NEC Nijmegen,Virgil Misidjan,,,virgil-misidjan,V. Misidjan,F,7,173.0,280,M,148623,EUR,743472000,M,7,7,False,23.0,18.0,1.0,1.0,0.0,6.0,7.0,12.0,16.0,10.0,,1.0,3.0,,,,,80.0,50.0,7.1,17.0,0.0370206,,3,,0.02,0.41,-0.29,,4.0,4.0,1.0,3.0,2.0,4.0,,,,,,2.0,,,,,,1.0,1.0,0.0957,0.51,,2.0,1.0,0.4812,,,,,,,,,,,,
14053662,home,NEC Nijmegen,Tjaronn Chery,,,tjaronn-chery,T. Chery,M,10,170.0,860,M,35208,EUR,581385600,F,10,10,False,47.0,37.0,3.0,2.0,0.0,13.0,15.0,24.0,32.0,6.0,,,4.0,,,,,90.0,71.0,7.2,20.0,0.0551596,,7,,0.31,0.18,-0.04,,4.0,,,1.0,4.0,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.3719,0.14,,3.0,1.0,0.4698,True,2.0,4.0,1.0,1.0,,,,,,,
14053662,home,NEC Nijmegen,Youssef El Kachati,,,youssef-el-kachati,Y. E. Kachati,F,34,185.0,620,M,958317,EUR,943920000,F,34,34,False,17.0,15.0,1.0,1.0,0.0,6.0,6.0,9.0,11.0,7.0,,,1.0,,,,,65.0,27.0,7.3,8.0,0.00983341,,2,,-0.1,-0.53,-0.01,,2.0,5.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,0.0812,0.55,,1.0,1.0,0.3905,,,1.0,,,,,,,,,
