match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_fouls,stat_aerialWon,stat_outfielderBlock,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_accurateCross,stat_goodHighClaim
12437628,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,True,18.0,16.0,3.0,1.0,0.0,16.0,17.0,1.0,1.0,7.0,4.0,4.0,1.0,90.0,26.0,7.6,2.0,9.144e-05,0,0.4754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437628,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,D,14,14,False,,29.0,24.0,2.0,1.0,1.0,13.0,16.0,14.0,2.0,2.0,,,,90.0,47.0,8.3,10.0,0.660719,1,,11.0,1.0,1.0,6.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0338,0.0142,1.0,,,,,,,,,,
12437628,home,Atlético Madrid,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,lenormand_r,787751,EUR,847670400,D,24,24,False,,44.0,40.0,4.0,3.0,0.0,28.0,29.0,15.0,6.0,2.0,,,,90.0,58.0,7.4,4.0,0.00710737,0,,12.0,,,2.0,6.0,,,,,,,,,5.0,3.0,,1.0,,,,2.0,,,,,,,,,
12437628,home,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5874,M,JoseMaGimenez13,325355,EUR,790560000,D,2,2,False,,73.0,64.0,13.0,7.0,0.0,40.0,43.0,30.0,7.0,4.0,,,,90.0,85.0,7.4,11.0,0.00751476,0,,24.0,,,3.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,1.0,2.0,,,,,,,
12437628,home,Atlético Madrid,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4642,M,Dave,21555,EUR,620265600,D,3,3,False,,65.0,57.0,7.0,1.0,0.0,26.0,31.0,34.0,5.0,4.0,,,,90.0,80.0,7.0,9.0,0.0156217,0,,31.0,,2.0,4.0,5.0,,,,,,,,,1.0,,,3.0,,,,2.0,1.0,,,,,,,,
12437628,home,Atlético Madrid,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174,4780,M,,989113,EUR,954633600,D,17,17,False,,34.0,30.0,1.0,1.0,0.0,12.0,14.0,20.0,1.0,6.0,,,,58.0,46.0,7.3,8.0,0.0451951,2,,18.0,,,2.0,5.0,,,4.0,2.0,,1.0,,,1.0,1.0,2.0,,0.1602,0.3106,2.0,,2.0,,,,1.0,1.0,,,
12437628,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,,36.0,33.0,7.0,6.0,0.0,17.0,17.0,19.0,2.0,2.0,,,,59.0,42.0,6.7,6.0,0.02119,0,,16.0,,,3.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,
12437628,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6589,M,PBarrios,1142588,EUR,1055635200,M,8,8,False,,50.0,47.0,4.0,2.0,0.0,24.0,25.0,25.0,4.0,4.0,,,,90.0,69.0,7.6,4.0,0.0562511,1,,23.0,,,1.0,6.0,1.0,,,,,,,2.0,5.0,3.0,1.0,1.0,0.0184,,1.0,,,1.0,,,,,1.0,,
12437628,home,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22125,M,osamuellino,874705,EUR,945907200,M,12,12,False,,34.0,27.0,4.0,3.0,0.0,11.0,13.0,24.0,,3.0,,,,68.0,54.0,7.6,12.0,0.166668,2,,17.0,3.0,,4.0,6.0,2.0,1.0,2.0,2.0,,2.0,,1.0,2.0,1.0,1.0,2.0,0.1126,0.1769,1.0,1.0,,1.0,,,,,,1.0,
12437628,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,7,7,False,,19.0,17.0,1.0,,1.0,6.0,6.0,13.0,,,,,,81.0,30.0,7.7,7.0,0.0332777,1,,11.0,,1.0,4.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,2.0,,0.13,0.2735,2.0,,,,,,,,,,
12437628,home,Atlético Madrid,Julián Alvarez,julian-alvarez,J. Álvarez,F,19,170,224894,M,LaAraña,944656,EUR,949276800,F,19,19,False,,14.0,11.0,3.0,2.0,0.0,6.0,7.0,8.0,1.0,1.0,,,,81.0,21.0,6.8,5.0,0.00162115,1,,5.0,1.0,2.0,2.0,1.0,,,,,,,,,1.0,1.0,1.0,,0.0452,,1.0,,,,,,,1.0,1.0,,
12437628,home,Atlético Madrid,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,4,4,True,,9.0,6.0,1.0,,0.0,1.0,3.0,6.0,2.0,1.0,,,,32.0,18.0,6.6,4.0,0.00567093,0,,5.0,,,4.0,3.0,1.0,1.0,,,,,,,3.0,2.0,,,,,,2.0,,,,,,,,,
12437628,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,True,,20.0,19.0,1.0,1.0,0.0,9.0,9.0,12.0,,,,,,31.0,26.0,7.6,2.0,0.0180611,1,,10.0,1.0,,2.0,2.0,2.0,,,,,1.0,1.0,2.0,2.0,2.0,,,0.6698,0.656,,,,,,,,,,,
12437628,home,Atlético Madrid,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11835,M,ReinildoMandava,831424,EUR,759110400,D,23,23,True,,5.0,5.0,,,0.0,2.0,2.0,3.0,2.0,3.0,,,,22.0,14.0,7.1,2.0,0.00409505,0,,3.0,,,1.0,2.0,,,1.0,,,,,2.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,
12437628,home,Atlético Madrid,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195,17312,M,asorloth,309078,EUR,818121600,F,9,9,True,,5.0,2.0,,,0.0,1.0,2.0,3.0,,2.0,,,,9.0,11.0,6.3,6.0,0.00107415,2,,1.0,,1.0,3.0,2.0,,1.0,1.0,,,,,,,,1.0,,0.0461,,,1.0,2.0,,,,2.0,,,,
12437628,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,angelcorrea32,316152,EUR,794707200,F,10,10,True,,7.0,6.0,,,0.0,2.0,2.0,5.0,,1.0,,,,9.0,9.0,6.6,2.0,0.0205113,0,,4.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
12437628,home,Atlético Madrid,Antonio Gomis,antonio-gomis,A. Gomis,G,1,191,355,M,,1156733,EUR,1053388800,G,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437628,home,Atlético Madrid,Alejandro Iturbe,iturbe-alejandro,A. Iturbe,G,45,186,277,M,,1019324,EUR,1062460800,G,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437628,home,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9808,M,axelwitsel28,35612,EUR,600566400,D,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437628,home,Atlético Madrid,Ilias Kostis,ilias-kostis,I. Kostis,D,26,191,723,M,,1145621,EUR,1046304000,D,27,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437628,home,Atlético Madrid,Javi Galán,javi-galan,J. Galán,D,20,172,2472,M,,825133,EUR,785203200,D,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437628,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437628,home,Atlético Madrid,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178,16028,M,giulisimeone,1099352,EUR,1040169600,F,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437628,away,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,,164343,EUR,694310400,G,13,13,False,,15.0,13.0,5.0,3.0,0.0,12.0,12.0,3.0,,7.0,3.0,3.0,,90.0,23.0,6.2,2.0,0.00023231,0,-1.5689,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0
