match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
12436909,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,22.0,15.0,10.0,3.0,0.0,14.0,18.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,90.0,31.0,6.8,8.0,0.00202155,1.0,0,-0.2813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436909,home,Wolverhampton,Matt Doherty,matt-doherty,M. Doherty,D,2,182,1449,M,143047,EUR,695520000,D,2,2,False,51.0,43.0,6.0,2.0,0.0,20.0,24.0,23.0,27.0,4.0,4.0,,,,,87.0,61.0,7.2,8.0,0.0124689,2.0,0,,2.0,6.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12436909,home,Wolverhampton,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189,1175,M,846308,EUR,910569600,D,4,4,False,48.0,43.0,5.0,1.0,0.0,31.0,33.0,12.0,15.0,4.0,6.0,,,,,90.0,58.0,6.6,6.0,0.00457725,,0,,2.0,4.0,,2.0,1.0,,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12436909,home,Wolverhampton,Emmanuel Agbadou,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,12,12,False,78.0,58.0,12.0,8.0,0.0,41.0,54.0,17.0,24.0,5.0,10.0,,,,,90.0,98.0,7.7,20.0,0.00864169,,1,,7.0,18.0,,6.0,5.0,1.0,2.0,3.0,,,,,1.0,4.0,4.0,1.0,1.0,0.0206,,,,,,,,,,,,,
12436909,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,M,22,22,False,29.0,26.0,2.0,1.0,0.0,9.0,9.0,20.0,27.0,5.0,4.0,,,,,90.0,54.0,6.9,13.0,0.0429232,2.0,0,,,1.0,1.0,1.0,1.0,,,6.0,4.0,5.0,,,,1.0,,,,,nelsonsemedo50,True,7.0,3.0,1.0,,,,,,,,
12436909,home,Wolverhampton,André,andre,André,M,7,176,9098,M,1035996,EUR,995241600,M,7,7,False,27.0,24.0,3.0,1.0,0.0,9.0,10.0,15.0,17.0,4.0,4.0,,,,,87.0,43.0,7.0,4.0,0.00830949,,0,,,5.0,,4.0,4.0,1.0,,5.0,,2.0,André,,2.0,1.0,,,4.0,,Andre7,,,,,,,,,,,,
12436909,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14959,M,1015267,EUR,981936000,M,8,8,False,40.0,38.0,,,0.0,17.0,18.0,21.0,23.0,1.0,4.0,,,,,70.0,57.0,5.8,10.0,0.00960154,,0,,,1.0,,1.0,,,1.0,8.0,2.0,2.0,,,,1.0,,,1.0,,joaogomes.01,,1.0,,,4.0,,,,,,,
12436909,home,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,44710,M,931278,EUR,991785600,M,3,3,False,37.0,33.0,,,0.0,15.0,17.0,18.0,20.0,2.0,2.0,,,,,87.0,58.0,6.9,6.0,0.0094882,,1,,,6.0,,4.0,2.0,1.0,,5.0,,1.0,,,2.0,2.0,1.0,,,0.0815,r_aitnouri,,,,,1.0,1.0,0.2373,,,,,
12436909,home,Wolverhampton,Pablo Sarabia,pablo-sarabia,P. Sarabia,M,7,176,2486,M,138573,EUR,705542400,F,21,21,False,20.0,16.0,1.0,1.0,0.0,5.0,6.0,11.0,17.0,,2.0,,,,,75.0,32.0,6.6,10.0,0.0113841,,2,,1.0,4.0,,3.0,3.0,1.0,,6.0,1.0,3.0,,,1.0,1.0,,2.0,,0.4958,,,3.0,,,1.0,,,1.0,,,,
12436909,home,Wolverhampton,Matheus Cunha,matheus-cunha,M. Cunha,F,10,184,69408,M,886363,EUR,927763200,F,10,10,False,47.0,41.0,5.0,3.0,0.0,18.0,18.0,23.0,32.0,,7.0,,,,,90.0,74.0,7.2,16.0,0.0298229,1.0,4,,1.0,6.0,,,,3.0,,11.0,1.0,4.0,,,1.0,7.0,2.0,1.0,1.0,0.1288,Cunha,,3.0,,,1.0,2.0,0.3016,,1.0,,,
12436909,home,Wolverhampton,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193,4810,M,876599,EUR,949795200,F,9,9,False,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,32.0,3.0,6.4,2.0,0.00130457,,0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
