match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_challengeLost,stat_wonTackle,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_bigChanceMissed
10388410,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,35.0,26.0,14.0,6.0,26.0,30.0,5.0,3.0,1.0,1.0,90.0,38.0,7.3,9.0,0.0,0.0,0.00014428,0,0.0486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388410,home,Borussia Dortmund,Niklas Süle,niklas-sule,N. Süle,D,25,195,4025,M,NiklasSule,168937,EUR,810086400,D,25,25,False,95.0,84.0,12.0,7.0,44.0,46.0,51.0,6.0,,,90.0,111.0,9.1,15.0,0.2731,0.4702,0.326227,3,,,,1.0,40.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
10388410,home,Borussia Dortmund,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4570,M,aussenrist15,16632,EUR,598233600,D,15,15,False,53.0,50.0,3.0,1.0,36.0,38.0,15.0,6.0,,,66.0,63.0,7.2,4.0,0.0,0.0,0.00615085,0,,,,,14.0,,,1.0,1.0,6.0,,,,,1.0,,1.0,5.0,1.0,,,,True,1.0,3.0,,,,,,,,,
10388410,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,42.0,39.0,9.0,8.0,22.0,22.0,20.0,4.0,,,56.0,53.0,8.0,3.0,0.0,0.0,0.0140811,0,,,,1.0,17.0,,,1.0,,4.0,,,,,2.0,2.0,3.0,3.0,,,,1.0,,,2.0,,,,,,,,,
10388410,home,Borussia Dortmund,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7880,M,raphaelguerreiro14,246999,EUR,756518400,D,13,13,False,62.0,53.0,3.0,1.0,27.0,28.0,36.0,9.0,,,80.0,80.0,8.1,14.0,0.0502,0.3662,0.89996,1,,,,2.0,27.0,2.0,,,3.0,3.0,2.0,1.0,,,1.0,,1.0,3.0,2.0,,,2.0,,1.0,2.0,1.0,1.0,1.0,,,,,,
10388410,home,Borussia Dortmund,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1020811,M,JudeBell,991011,EUR,1056844800,M,22,22,False,73.0,62.0,7.0,4.0,21.0,23.0,51.0,10.0,,,90.0,97.0,9.8,16.0,0.6925,1.2522,0.162347,4,,,,,41.0,1.0,1.0,2.0,5.0,11.0,,2.0,2.0,2.0,1.0,,2.0,4.0,1.0,1.0,,2.0,,1.0,2.0,,1.0,6.0,4.0,,,,,
10388410,home,Borussia Dortmund,Salih Özcan,salih-ozcan,S. Özcan,M,6,180,2466,M,,795005,EUR,884476800,M,6,6,False,57.0,55.0,5.0,5.0,27.0,29.0,28.0,4.0,,,90.0,71.0,6.4,4.0,0.0,0.0,0.0177537,0,,,,,28.0,,,,8.0,2.0,,,,,2.0,,1.0,1.0,1.0,1.0,3.0,,,4.0,1.0,,1.0,,,,,,,
10388410,home,Borussia Dortmund,Karim Adeyemi,karim-adeyemi,K. Adeyemi,F,27,177,17028,M,karim_adeyemi,940054,EUR,1011312000,M,27,27,False,28.0,22.0,3.0,1.0,9.0,9.0,23.0,4.0,,,67.0,48.0,6.5,14.0,0.1293,0.0162,0.0180315,3,,,,,13.0,4.0,,,6.0,4.0,,1.0,1.0,,,,1.0,2.0,2.0,1.0,,,,4.0,1.0,,1.0,2.0,1.0,1.0,,,,
10388410,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,M,19,19,False,45.0,35.0,4.0,3.0,6.0,8.0,42.0,3.0,,,90.0,62.0,7.2,16.0,0.0859,0.0827,0.138687,1,,,,,30.0,5.0,,,3.0,4.0,,1.0,,,,,1.0,1.0,,1.0,,2.0,,1.0,1.0,1.0,,4.0,2.0,,,,,
10388410,home,Borussia Dortmund,Giovanni Reyna,giovanni-reyna,G. Reyna,M,13,185,5027,M,gioareyna,989056,EUR,1037145600,M,7,7,False,28.0,22.0,1.0,,8.0,9.0,19.0,1.0,,,67.0,39.0,7.4,7.0,0.1595,0.3806,0.360838,2,,,,,14.0,,2.0,,4.0,3.0,,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,3.0,,1.0,1.0,,,,,,,,,
