match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_shotOffTarget,stat_lastManTackle,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_keyPass,captain,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,stat_dispossessed,stat_totalOffside,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_clearanceOffLine
12436532,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,42.0,25.0,27.0,10.0,0.0,15.0,15.0,10.0,27.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,90.0,48.0,6.9,17.0,0.00535881,0,-0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436532,home,Crystal Palace,Trevoh Chalobah,,,trevoh-chalobah,T. Chalobah,D,23,190,14453,M,yungchalobah,826134,EUR,931132800,D,27,27,False,40.0,30.0,8.0,3.0,0.0,16.0,18.0,14.0,24.0,3.0,7.0,6.0,8.0,,,,,90.0,59.0,8.0,13.0,0.00803074,1,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.2423,0.8263,,,,,,,,,,,,,,,
12436532,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6873,M,,879674,EUR,954979200,D,5,5,False,40.0,34.0,6.0,4.0,0.0,22.0,24.0,12.0,16.0,1.0,2.0,7.0,4.0,,,,,90.0,53.0,6.8,6.0,0.00933221,1,,,5.0,8.0,,,,,2.0,1.0,1.0,,,2.0,0.0397,,1.0,1.0,1.0,,,,,,,,,,,,
12436532,home,Crystal Palace,Chris Richards,,,chris-richards,C. Richards,D,26,188,2004,M,,931844,EUR,954201600,D,26,26,False,36.0,32.0,3.0,1.0,0.0,22.0,23.0,10.0,14.0,1.0,4.0,3.0,3.0,,,,,90.0,49.0,6.6,7.0,0.00227085,0,,1.0,1.0,5.0,1.0,,,,2.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
12436532,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,23.0,17.0,2.0,1.0,0.0,7.0,10.0,10.0,15.0,1.0,6.0,1.0,2.0,,,,,90.0,49.0,7.2,9.0,0.0911758,3,,2.0,2.0,6.0,1.0,1.0,2.0,,,4.0,3.0,1.0,,3.0,0.5147,0.0768,1.0,,,1.0,1.0,1.0,,,,,,,,,
12436532,home,Crystal Palace,Will Hughes,,,will-hughes,W. Hughes,M,19,185,1026,M,,193554,EUR,798076800,M,19,19,False,36.0,30.0,1.0,1.0,1.0,7.0,8.0,24.0,33.0,,4.0,,5.0,,,,,86.0,50.0,7.3,12.0,0.287994,0,,5.0,,6.0,,,,,1.0,2.0,1.0,1.0,2.0,5.0,,,1.0,,,,,1.0,True,1.0,1.0,1.0,,,,,
12436532,home,Crystal Palace,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5444,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,48.0,39.0,7.0,1.0,0.0,13.0,16.0,26.0,34.0,2.0,4.0,5.0,9.0,,,,,90.0,68.0,7.1,14.0,0.0760958,2,,2.0,1.0,4.0,,,2.0,,2.0,1.0,1.0,2.0,1.0,2.0,0.1372,0.2158,,,,,,,,,,,1.0,,,,
12436532,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,28.0,22.0,1.0,,0.0,13.0,14.0,11.0,16.0,,3.0,5.0,5.0,,,,,90.0,47.0,7.3,9.0,0.603449,0,,2.0,,,1.0,1.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,2.0,,2.0,1.0,,,,,,
12436532,home,Crystal Palace,Ismaïla Sarr,,,ismaila-sarr,I. Sarr,F,7,185,26789,M,ismaila_sarr18,845286,EUR,888364800,F,7,7,False,34.0,25.0,2.0,1.0,0.0,7.0,9.0,18.0,28.0,2.0,6.0,2.0,6.0,,,,,89.0,57.0,6.9,21.0,0.602455,3,,3.0,2.0,9.0,3.0,,1.0,,,1.0,,2.0,3.0,,0.3516,0.4597,,1.0,,1.0,1.0,4.0,,,1.0,,4.0,1.0,,,
12436532,home,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55840,M,eze,864921,EUR,899078400,F,10,10,False,26.0,21.0,,,0.0,9.0,9.0,12.0,21.0,,7.0,,8.0,,,,,86.0,56.0,7.9,16.0,0.0799952,6,,4.0,1.0,5.0,1.0,,3.0,1.0,,2.0,1.0,3.0,5.0,,0.3905,0.5083,1.0,,,,3.0,1.0,,,,,2.0,,,,
12436532,home,Crystal Palace,Jean-Philippe Mateta,,,jean-philippe-mateta,J. Mateta,F,14,192,9441,M,Matetajphilippe,848276,EUR,867456000,F,14,14,False,27.0,19.0,,,0.0,1.0,1.0,18.0,27.0,6.0,10.0,1.0,4.0,,,,,90.0,43.0,6.7,14.0,0.118011,2,,1.0,10.0,14.0,2.0,1.0,1.0,,,,,1.0,3.0,,0.3109,0.2652,,,,1.0,1.0,1.0,,,,,3.0,1.0,,,
12436532,home,Crystal Palace,Daichi Kamada,,,daichi-kamada,D. Kamada,M,18,184,6890,M,kamadadaichi,794338,EUR,839203200,M,18,18,True,5.0,3.0,1.0,,0.0,1.0,2.0,2.0,4.0,,2.0,,4.0,,,,,11.0,12.0,6.9,4.0,0.0121001,1,,1.0,,,,,,,1.0,2.0,1.0,1.0,,,0.0447,,,1.0,,,,,,,,,,,,,
12436532,home,Crystal Palace,Cheick Doucouré,,,cheick-doucoure,C. Doucouré,M,28,181,1463,M,,906047,EUR,947289600,M,28,28,True,1.0,1.0,,,0.0,,,1.0,1.0,,2.0,1.0,,,,,,11.0,4.0,6.7,,0.0004766,0,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
12436532,home,Crystal Palace,Edward Nketiah,,,edward-nketiah,E. Nketiah,F,9,175,6443,M,EN9,858194,EUR,928022400,F,9,9,True,,,,,0.0,,,,,,,,,,,,,1.0,1.0,,1.0,,0,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
