match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_totalContest,stat_totalOffside,stat_keyPass,stat_totalClearance,stat_wonTackle,stat_dispossessed,stat_shotOffTarget,stat_wonContest,stat_aerialWon,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_bigChanceCreated,stat_goals
14573032,home,Shamrock Rovers,Edward McGinty,,,edward-mcginty,E. McGinty,G,1,192.0,48,M,888057,EUR,933811200,G,1,1,False,19.0,11.0,11.0,3.0,0.0,10.0,14.0,1.0,5.0,1.0,1.0,2.0,90.0,22.0,6.0,8.0,0.00015047,0.1851,0,0.1201,-0.06,0.0,-0.25,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573032,home,Shamrock Rovers,Dan Cleary,,,dan-cleary,D. Cleary,D,6,182.0,28,M,279445,EUR,826329600,D,6,6,False,31.0,28.0,3.0,3.0,0.0,21.0,22.0,7.0,9.0,4.0,,,90.0,39.0,6.6,4.0,0.0106944,,0,,0.21,-0.12,-0.24,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573032,home,Shamrock Rovers,Roberto Lopes,,,roberto-lopes,R. Lopez,D,4,186.0,196,M,147138,EUR,708739200,D,4,4,False,50.0,40.0,10.0,4.0,0.0,27.0,31.0,13.0,19.0,7.0,,,90.0,58.0,6.1,10.0,0.0120929,,1,,0.17,0.02,-0.39,,1.0,1.0,1.0,,,True,3.0,2.0,1.0,1.0,1.0,0.0738,0.0837,-0.17,,,,,,,,,,,,,,,,,,
14573032,home,Shamrock Rovers,Cory O'Sullivan,Cory O'Sullivan,,cory-osullivan,C. O'Sullivan,D,27,173.0,53,M,1390889,EUR,1146528000,D,27,27,False,44.0,36.0,4.0,1.0,0.0,17.0,20.0,20.0,25.0,6.0,,,90.0,54.0,5.9,9.0,0.135791,,0,,0.15,0.19,-0.41,,,,1.0,,,,4.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14573032,home,Shamrock Rovers,Adam Matthews,,,adam-matthews,A. Matthews,D,2,178.0,39,M,50826,EUR,695260800,M,3,3,False,23.0,19.0,3.0,1.0,0.0,8.0,9.0,12.0,15.0,4.0,,,58.0,33.0,6.7,5.0,0.0287641,,0,,0.18,0.01,-0.11,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,
14573032,home,Shamrock Rovers,Connor Malley,,,connor-malley,C. Malley,M,23,186.0,23,M,948251,EUR,953510400,M,23,23,False,11.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,8.0,1.0,,,62.0,21.0,6.6,4.0,0.00432767,,0,,-0.04,-0.05,0.14,,2.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,
14573032,home,Shamrock Rovers,Matthew Healy,Matthew Healy,,matthew-healy,M. Healy,M,8,178.0,121,M,1089580,EUR,1018569600,M,17,17,False,56.0,50.0,3.0,2.0,0.0,21.0,22.0,29.0,35.0,6.0,,,90.0,64.0,6.9,8.0,0.023532,,1,,0.21,0.19,-0.05,,3.0,1.0,,,3.0,,2.0,,,,1.0,0.023,,-0.09,1.0,,,,,,,,1.0,1.0,,,,,,,,
14573032,home,Shamrock Rovers,Dylan Watts,,,watts-dylan,D. Watts,M,7,178.0,45,M,795522,EUR,860716800,M,7,7,False,38.0,30.0,6.0,3.0,0.0,11.0,12.0,25.0,37.0,4.0,,,82.0,65.0,7.3,17.0,0.499002,,0,,0.62,0.16,-0.23,,5.0,,,2.0,2.0,,6.0,3.0,,2.0,1.0,,,,11.0,6.0,,3.0,,4.0,,2.0,,,1.0,,,,,,,
14573032,home,Shamrock Rovers,Joshua Honohan,,,joshua-honohan,J. Honohan,D,2,178.0,80,M,993936,EUR,985737600,M,2,2,False,21.0,20.0,2.0,1.0,0.0,9.0,10.0,11.0,16.0,5.0,,,90.0,55.0,6.6,16.0,0.00444707,,3,,-0.11,0.09,-0.05,,7.0,,,3.0,,,7.0,,1.0,3.0,2.0,0.1426,0.1821,0.11,5.0,,1.0,5.0,,,1.0,2.0,2.0,1.0,3.0,1.0,1.0,,,,,
14573032,home,Shamrock Rovers,Daniel Mandroiu,,,daniel-mandroiu,D. Mandroiu,M,14,178.0,86,M,877558,EUR,908841600,F,14,14,False,17.0,17.0,,,0.0,9.0,9.0,8.0,11.0,2.0,,,58.0,28.0,7.0,5.0,0.00240347,,0,,0.0,0.28,0.23,,4.0,,,1.0,3.0,,1.0,,,,,,,,3.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
