match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_totalOffside,stat_aerialLost,stat_wonTackle,stat_errorLeadToAShot,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,captain,stat_outfielderBlock,stat_goalAssist,stat_penaltyWon,stat_bigChanceCreated,stat_clearanceOffLine,player_sofascoreId,stat_goals,stat_goodHighClaim
10913435,home,Al Adalah,Marcus Antonsson,,,marcus-antonsson,M. Antonsson,F,14,183,206,M,139794,EUR,673660800,F,12,12,False,13.0,12.0,1.0,1.0,6.0,7.0,6.0,6.0,2.0,,1.0,,,,,,,,90.0,20.0,6.6,2.0,1,,,,,2.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
10913435,home,Al Adalah,Arif Al-Haydar,Arif Al-Haydar,,arif-al-haydar,A. Al-Haydar,D,25,172,6,M,1084262,EUR,866764800,D,7,7,True,18.0,14.0,3.0,3.0,5.0,6.0,9.0,14.0,,,4.0,,,,,,,,28.0,29.0,5.5,12.0,0,2.0,,3.0,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
10913435,home,Al Adalah,Hassan Al-Habib,,,hassan-al-habib,H. Al-Habib,M,15,183,6,M,847228,EUR,779500800,M,24,24,True,15.0,12.0,2.0,2.0,3.0,4.0,9.0,11.0,1.0,,1.0,,,,,,,,28.0,22.0,6.0,7.0,1,,,5.0,,2.0,,,2.0,,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,
10913435,home,Al Adalah,Abdulaziz Al-Alawi,Abdulaziz,Al-Alawi,abdulaziz-al-alawi,A. Al-Alawi,D,12,174,8,M,1013847,EUR,857001600,D,50,50,True,5.0,5.0,,,1.0,1.0,5.0,7.0,,,2.0,,,,,,,,8.0,9.0,6.2,2.0,0,3.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
10913435,home,Al Adalah,Fahd Mohammed Al-Harbi,,,fahd-mohammed-al-harbi,F. M. Al-Harbi,D,12,182,14,M,974013,EUR,856828800,D,3,3,True,5.0,4.0,1.0,,4.0,4.0,,1.0,,,1.0,,,,,,,,9.0,6.0,6.2,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913435,home,Al Adalah,Mohammed Abo Abd,Mohammed Abo Abd,,mohammed-abo-abd,M. A. Abd,D,21,163,15,M,1398850,EUR,1009324800,F,20,20,True,2.0,2.0,,,,,2.0,2.0,1.0,,,1.0,,,,,,,9.0,4.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913435,home,Al Adalah,Ali Al-Amri,,,ali-al-amri,A. Al-Amri,G,22,178,1,M,847381,EUR,777427200,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913435,home,Al Adalah,Murtadh Al-Barrih,Murtadh,Al-Barrih,murtadh-al-barrih,M. Al-Barrih,D,5,180,1,M,847232,EUR,647568000,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913435,home,Al Adalah,Ahmed Al-Sultan,,,ahmed-al-sultan,A. Al-Sultan,M,,166,1,M,818610,EUR,743299200,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913435,home,Al Adalah,Hussain Alnattar,Hussain Alnattar,,hussain-alnattar,H. Alnattar,M,,169,34,M,1085122,EUR,952992000,M,96,96,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913435,away,Al-Nassr,Nawaf Al-Aqidi,,,nawaf-al-aqidi,N. Al-Aqidi,G,1,188,1512,M,1014518,EUR,957916800,G,44,44,False,24.0,21.0,8.0,5.0,20.0,21.0,1.0,3.0,1.0,4.0,4.0,1.0,,,1.0,1.0,1.0,1.0,89.0,34.0,7.0,3.0,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10913435,away,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173,1607,M,830126,EUR,768182400,D,2,2,False,41.0,36.0,2.0,1.0,14.0,15.0,22.0,27.0,3.0,,10.0,,,,,,,,68.0,60.0,7.2,7.0,1,1.0,,1.0,,2.0,2.0,2.0,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,
10913435,away,Al-Nassr,Abdulelah Al-Amri,,,abdulelah-al-amri,A. Al-Amri,D,5,185,1135,M,881831,EUR,853286400,D,5,5,False,57.0,47.0,8.0,2.0,25.0,31.0,22.0,26.0,3.0,2.0,7.0,1.0,,,,,,,90.0,68.0,7.6,10.0,1,,,2.0,,,,2.0,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,
10913435,away,Al-Nassr,Álvaro González,,,alvaro-gonzalez,Á. González,D,,183,313,M,150212,EUR,631756800,D,21,21,False,74.0,68.0,3.0,,47.0,50.0,21.0,24.0,1.0,3.0,3.0,1.0,,,,,,,90.0,82.0,7.2,6.0,0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
10913435,away,Al-Nassr,Ghislain Konan,Ghislain,Konan,ghislain-konan,G. Konan,D,3,176,2811,M,831781,EUR,820022400,D,13,13,False,58.0,52.0,,,25.0,25.0,29.0,40.0,6.0,,7.0,2.0,,,,,,,90.0,86.0,7.6,16.0,0,7.0,2.0,5.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,3.0,,,1.0,,,,,,1.0,,,1.0,1.0,,,
10913435,away,Al-Nassr,Luiz Gustavo,,,luiz-gustavo,L. Gustavo,M,14,187,2128,M,29735,EUR,553996800,M,18,18,False,42.0,39.0,2.0,1.0,23.0,24.0,17.0,21.0,1.0,,6.0,,,,,,,,90.0,55.0,6.7,9.0,2,3.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,,1.0,2.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,,
10913435,away,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178,1250,M,867179,EUR,840153600,M,17,17,False,53.0,49.0,2.0,2.0,31.0,33.0,18.0,20.0,1.0,,7.0,,,,,,,,89.0,58.0,6.7,6.0,0,,,3.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
10913435,away,Al-Nassr,Anderson Talisca,,,anderson-talisca,A. Talisca,M,94,191,20484,M,329245,EUR,760060800,M,94,94,False,33.0,28.0,4.0,4.0,9.0,10.0,19.0,24.0,8.0,3.0,3.0,3.0,,,,,,,90.0,64.0,10.0,14.0,5,1.0,,9.0,1.0,3.0,,1.0,3.0,,4.0,3.0,1.0,,,4.0,,1.0,1.0,,,2.0,5.0,,,1.0,,1.0,,AndersonTalisca,2.0,
10913435,away,Al-Nassr,Sami Al-Najei,,,sami-al-najei,S. Al-Najei,M,14,181,886,M,832312,EUR,855273600,M,14,14,False,6.0,3.0,,,,,3.0,6.0,1.0,,2.0,1.0,,,,,,,20.0,9.0,6.5,4.0,0,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10913435,away,Al-Nassr,Abdulrahman Ghareeb,,,abdulrahman-ghareeb,A. Ghareeb,F,29,164,2201,M,1014447,EUR,859766400,M,29,29,False,32.0,23.0,1.0,1.0,8.0,8.0,15.0,26.0,3.0,,6.0,1.0,,,,,,,68.0,47.0,6.8,15.0,1,2.0,,1.0,,2.0,1.0,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,
10913435,away,Al-Nassr,Cristiano Ronaldo,,,cristiano-ronaldo,C. Ronaldo,F,7,187,2307715,M,750,EUR,476409600,F,7,7,False,23.0,19.0,,,3.0,4.0,16.0,19.0,1.0,,3.0,,,,,,,,90.0,33.0,8.2,7.0,2,,,1.0,,2.0,1.0,,2.0,,,,,,,,4.0,,,,,,2.0,True,1.0,,,,,CR7,2.0,
10913435,away,Al-Nassr,Ayman Yahya,,,ayman-ahmed,A. Yahya,M,23,168,1412,M,1130539,EUR,989798400,M,23,23,True,27.0,21.0,2.0,1.0,10.0,10.0,11.0,17.0,5.0,,2.0,1.0,,,,,,,70.0,39.0,8.2,9.0,1,,,4.0,2.0,2.0,2.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,
10913435,away,Al-Nassr,Majed Mohammed,Majed Mohammed,,majed-mohammed,M. Mohammed,D,50,169,71,M,1385284,EUR,1007337600,D,27,27,True,8.0,7.0,,,6.0,6.0,1.0,2.0,3.0,,2.0,1.0,,,,,,,22.0,16.0,6.7,3.0,0,,,1.0,1.0,,,,1.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,
10913435,away,Al-Nassr,Ali Lajami,,,ali-lajami,A. Lajami,D,78,175,1281,M,818667,EUR,830390400,D,78,78,True,10.0,7.0,1.0,,5.0,5.0,2.0,5.0,5.0,,1.0,,,,,,,,22.0,17.0,7.0,3.0,0,,,3.0,,1.0,1.0,,,,1.0,,2.0,1.0,,2.0,,1.0,1.0,,,,,,2.0,,,,,,,
10913435,away,Al-Nassr,Agustín Rossi,,,agustin-rossi,A. Rossi,G,1,195,10864,M,1140986,EUR,808963200,G,22,22,True,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,1.0,,1.0,,,,10.0,6.0,7.3,2.0,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,AgustinRossi,,1.0
10913435,away,Al-Nassr,Ali Al-Hassan,,,ali-al-hassan,A. Al-Hassan,M,19,183,1000,M,925947,EUR,857433600,M,19,19,True,6.0,6.0,,,5.0,5.0,1.0,1.0,1.0,,,,,,,,,,10.0,8.0,6.6,1.0,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10913435,away,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178,1391,M,986400,EUR,937440000,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913435,away,Al-Nassr,Abdullah Madu,,,abdullah-madu,A. Madu,D,3,186,189,M,794347,EUR,742694400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913435,away,Al-Nassr,Abdulmajeed Al-Sulaiheem,,,abdulmajeed-al-sulaiheem,A. Al-Sulaiheem,M,8,165,600,M,538320,EUR,768960000,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913435,away,Al-Nassr,Mohammed Khalil Marran,,,mohammed-khalil-marran,M. K. Marran,F,16,180,1521,M,1115775,EUR,982195200,F,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
