match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_keyPass,captain,stat_fouls,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_lastManTackle,stat_wasFouled,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss
13822363,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5014,M,deanhenderson,788134,EUR,858124800,G,1,1,False,35.0,16.0,24.0,5.0,0.0,11.0,12.0,5.0,23.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,90.0,46.0,8.8,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
13822363,home,Crystal Palace,Chris Richards,,,chris-richards,C. Richards,D,26,188,2016,M,,931844,EUR,954201600,D,26,26,False,18.0,15.0,5.0,3.0,0.0,9.0,9.0,6.0,9.0,4.0,5.0,11.0,1.0,1.0,1.0,,,,,,,,,90.0,40.0,7.8,7.0,0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
13822363,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6978,M,,879674,EUR,954979200,D,5,5,False,20.0,13.0,6.0,1.0,0.0,10.0,13.0,3.0,7.0,2.0,2.0,7.0,1.0,,,,,,,,,,,90.0,31.0,6.9,10.0,0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
13822363,home,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,24476,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,8.0,6.0,1.0,,0.0,5.0,6.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,,,61.0,17.0,6.8,2.0,0,3.0,4.0,,,1.0,True,1.0,,,,,,,,,,,,,,,,,,,
13822363,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183,12012,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,11.0,8.0,2.0,1.0,1.0,5.0,5.0,5.0,8.0,,6.0,3.0,3.0,5.0,2.0,,,,,,,,,90.0,30.0,7.1,7.0,2,1.0,9.0,1.0,1.0,2.0,,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
13822363,home,Crystal Palace,Adam Wharton,,,adam-wharton,A. Wharton,M,20,182,5813,M,,1109771,EUR,1076025600,M,20,20,False,14.0,11.0,2.0,1.0,0.0,8.0,8.0,4.0,7.0,,5.0,3.0,4.0,3.0,,,,,,,,,,87.0,33.0,7.0,6.0,2,,3.0,2.0,2.0,,,1.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,
13822363,home,Crystal Palace,Daichi Kamada,,,daichi-kamada,D. Kamada,M,18,184,6895,M,kamadadaichi,794338,EUR,839203200,M,18,18,False,19.0,11.0,2.0,,0.0,8.0,9.0,3.0,10.0,,1.0,2.0,6.0,1.0,1.0,,,,,,,,,90.0,26.0,6.5,9.0,0,1.0,4.0,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
13822363,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,15.0,9.0,4.0,,0.0,7.0,10.0,2.0,5.0,1.0,4.0,9.0,2.0,3.0,,,,,,,,,,90.0,36.0,6.7,6.0,0,,2.0,,,,,1.0,,,1.0,,,,,,,2.0,2.0,1.0,,,,,,,
13822363,home,Crystal Palace,Ismaïla Sarr,,,ismaila-sarr,I. Sarr,F,7,185,26738,M,ismaila_sarr18,845286,EUR,888364800,F,7,7,False,12.0,7.0,2.0,1.0,0.0,3.0,6.0,4.0,9.0,1.0,2.0,3.0,5.0,1.0,1.0,,,,,,,,,90.0,30.0,6.6,13.0,1,3.0,7.0,1.0,,1.0,,,3.0,,,,,,,3.0,,1.0,1.0,,1.0,2.0,,,,,
13822363,home,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55955,M,eze,864921,EUR,899078400,F,10,10,False,15.0,13.0,1.0,,0.0,7.0,7.0,6.0,8.0,,4.0,,5.0,,,,,,,,,,,90.0,28.0,7.2,5.0,2,,3.0,1.0,,,,,,,,,1.0,,3.0,3.0,1.0,3.0,,,1.0,2.0,1.0,,,,
