match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_challengeLost,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_interceptionWon,stat_fouls,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_goals,stat_clearanceOffLine
11352641,home,Manchester United,André Onana,,,andre-onana,A. Onana,G,24,190,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,33.0,32.0,5.0,4.0,26.0,26.0,6.0,7.0,6.0,1.0,90.0,37.0,6.6,1.0,0.0,0.0,0.00284994,0,-0.5621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352641,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184,22996,M,DDalot,843200,EUR,921715200,D,20,20,False,71.0,62.0,2.0,,22.0,24.0,41.0,53.0,6.0,,90.0,97.0,7.0,18.0,0.0376,0.0,0.171933,1,,6.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11352641,home,Manchester United,Raphaël Varane,,,raphael-varane,R. Varane,D,,191,10134,M,raphael_varane,138310,EUR,735696000,D,19,19,False,120.0,112.0,1.0,,50.0,53.0,62.0,67.0,10.0,,87.0,132.0,7.6,9.0,0.0923,0.0,0.0972744,1,,,,,1.0,7.0,1.0,,,,,3.0,3.0,1.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,
11352641,home,Manchester United,Victor Lindelöf,,,victor-lindelof,V. Lindelöf,D,3,187,8884,M,victorlindelof,143334,EUR,774403200,D,2,2,False,94.0,89.0,2.0,,58.0,59.0,31.0,35.0,4.0,,88.0,105.0,6.5,7.0,0.0,0.0,0.152766,0,,,,3.0,5.0,3.0,1.0,,,,,2.0,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11352641,home,Manchester United,Sofyan Amrabat,,,sofyan-amrabat,S. Amrabat,M,34,183,27708,M,sofyanamrabat,359272,EUR,840585600,D,4,4,False,107.0,94.0,14.0,9.0,34.0,38.0,60.0,70.0,9.0,,90.0,136.0,7.3,20.0,0.0,0.0,0.0440402,0,,1.0,,1.0,9.0,7.0,2.0,,,,1.0,6.0,3.0,,1.0,,1.0,2.0,,2.0,,2.0,5.0,,,,,,,,,,
11352641,home,Manchester United,Casemiro,,,casemiro,Casemiro,M,18,185,86039,M,Casemiro,122951,EUR,698803200,M,18,18,False,73.0,59.0,6.0,6.0,22.0,26.0,37.0,48.0,6.0,,90.0,96.0,7.5,18.0,0.2374,0.0,0.0592661,4,,1.0,,4.0,10.0,8.0,3.0,2.0,2.0,,,4.0,2.0,1.0,1.0,4.0,1.0,,,,1.0,,3.0,,,,,,,,,,
11352641,home,Manchester United,Mason Mount,,,mason-mount,M. Mount,M,7,181,41304,M,MMount,836694,EUR,915926400,M,7,7,False,42.0,39.0,2.0,2.0,10.0,10.0,30.0,35.0,5.0,,77.0,69.0,7.7,11.0,0.1112,0.0,0.107,2,,3.0,1.0,1.0,6.0,12.0,3.0,4.0,3.0,1.0,,7.0,4.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
11352641,home,Manchester United,Facundo Pellistri,,,facundo-pellistri,F. Pellistri,M,28,174,7659,M,facupellistri,989803,EUR,1008806400,M,28,28,False,25.0,20.0,,,4.0,4.0,16.0,24.0,1.0,,61.0,42.0,6.6,12.0,0.0,0.0,0.0725259,0,,3.0,,1.0,5.0,5.0,2.0,2.0,1.0,,,1.0,1.0,,,,,1.0,,1.0,3.0,1.0,,,,,,,,,,,
11352641,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,72.0,60.0,8.0,6.0,15.0,16.0,47.0,68.0,7.0,,90.0,96.0,7.9,25.0,0.066,0.1594,0.380445,2,,12.0,2.0,1.0,5.0,4.0,,1.0,,1.0,,3.0,2.0,3.0,,,2.0,2.0,,1.0,1.0,,1.0,True,1.0,1.0,1.0,,,,,,
11352641,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,357139,M,Rashford,814590,EUR,878256000,M,10,10,False,39.0,31.0,4.0,3.0,8.0,9.0,23.0,34.0,5.0,,77.0,61.0,7.3,18.0,0.1812,0.0,0.0594489,2,,4.0,,,4.0,4.0,1.0,4.0,2.0,2.0,,1.0,1.0,1.0,,,,1.0,,2.0,1.0,,,,1.0,,,,,,,,
