match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_accurateCross,stat_aerialWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_wasFouled,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceCreated,captain,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
14035943,home,KVC Westerlo,Andreas Jungdal,,,andreas-jungdal,A. Jungdal,G,99,195.0,289,M,963038,EUR,1014336000,G,99,99,False,37.0,33.0,9.0,5.0,0.0,29.0,29.0,4.0,8.0,1.0,10.0,1.0,1.0,3.0,90.0,50.0,8.0,5.0,0.00304687,85.530889444324,12.0,79.695,14.595,0.1777,0,0.1158,0.07,0.02,0.28,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035943,home,KVC Westerlo,Lucas Mbamba,Lucas,Mbamba,lucas-mbamba,L. Mbamba,D,23,,129,M,1474426,EUR,1155340800,D,23,23,False,27.0,21.0,3.0,,0.0,10.0,10.0,11.0,17.0,2.0,1.0,,,,89.0,45.0,6.5,13.0,0.00952646,37.085271574159,6.0,16.17,9.135,,0,,-0.07,-0.05,0.33,,2.0,1.0,6.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14035943,home,KVC Westerlo,Emin Bayram,,,emin-bayram,E. Bayram,D,40,193.0,768,M,997153,EUR,1049241600,D,40,40,False,94.0,83.0,12.0,6.0,0.0,52.0,54.0,31.0,40.0,5.0,13.0,,,,90.0,110.0,7.7,12.0,0.0758661,261.35796855341,29.0,130.2,30.135,,1,,0.34,0.12,0.41,,1.0,1.0,2.0,4.0,1.0,,,2.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,2.0,0.2262,0.3819,-0.51,,,,,,,,,,,,
14035943,home,KVC Westerlo,Seiji Kimura,,,seiji-kimura,S. Kimura,D,5,186.0,246,M,939399,EUR,998611200,D,5,5,False,42.0,39.0,2.0,1.0,0.0,26.0,27.0,13.0,15.0,2.0,6.0,,,,90.0,54.0,6.8,4.0,0.0267835,62.592314140831,12.0,28.455,8.085,,0,,0.07,0.02,0.15,,,3.0,4.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,
14035943,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185.0,426,M,862075,EUR,993686400,D,22,22,False,37.0,31.0,2.0,1.0,0.0,8.0,8.0,23.0,29.0,3.0,3.0,,,,90.0,50.0,7.1,10.0,0.0495896,117.72941944386,12.0,34.755,13.23,,1,,0.22,0.08,0.44,,1.0,1.0,4.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,4.0,1.0,,1.0,1.0,0.0819,,-0.25,,1.0,1.0,,,,,,,,,
14035943,home,KVC Westerlo,Arthur Piedfort,Arthur Piedfort,,arthur-piedfort,A. Piedfort,M,46,186.0,202,M,1149123,EUR,1107216000,M,46,46,False,33.0,26.0,3.0,3.0,0.0,6.0,6.0,20.0,27.0,1.0,3.0,,,,80.0,41.0,7.0,12.0,0.0999022,79.801770363321,8.0,40.74,22.47,,0,,0.29,0.2,0.23,,1.0,1.0,2.0,,1.0,,,,,2.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,
14035943,home,KVC Westerlo,Doğucan Haspolat,,,dogucan-haspolat,D. Haspolat,M,34,177.0,454,M,846087,EUR,950227200,M,34,34,False,65.0,57.0,5.0,4.0,0.0,18.0,21.0,39.0,44.0,,7.0,,,,90.0,89.0,8.6,18.0,0.517702,102.52058777305,17.0,53.865,9.975,,1,,0.98,0.32,0.19,,15.0,,1.0,3.0,1.0,,1.0,,,,,6.0,5.0,,,1.0,1.0,3.0,0.1093,0.3511,-0.23,2.0,,1.0,2.0,True,1.0,,,,,,
14035943,home,KVC Westerlo,Allahyar Sayyadmanesh,,,allahyar-sayyadmanesh,A. Sayyadmanesh,M,7,182.0,1519,M,905474,EUR,993772800,M,7,7,False,36.0,30.0,1.0,1.0,0.0,8.0,8.0,22.0,28.0,1.0,5.0,,,,90.0,69.0,8.3,17.0,1.01552,156.33798828555,18.0,20.895,13.44,,4,,1.0,0.28,0.14,,4.0,1.0,6.0,7.0,,2.0,6.0,,,2.0,1.0,3.0,1.0,1.0,,,,,0.1541,,-0.53,2.0,3.0,,3.0,,4.0,1.0,,,,,
14035943,home,KVC Westerlo,Isa Sakamoto,Issai Sakamoto,,isa-sakamoto,I. Sakamoto,M,13,174.0,492,M,1126245,EUR,1061856000,M,13,13,False,26.0,15.0,3.0,2.0,0.0,,1.0,15.0,25.0,,2.0,,,,90.0,33.0,6.5,13.0,0.0602647,78.228504572219,7.0,43.68,11.445,,3,,0.16,-0.06,-0.08,,,,5.0,3.0,1.0,2.0,,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,,,0.5678,0.3975,-0.59,1.0,1.0,,,,,1.0,,,,,
14035943,home,KVC Westerlo,Griffin Yow,,,griffin-yow,G. Yow,M,18,173.0,283,M,979808,EUR,1032912000,M,18,18,False,10.0,9.0,,,0.0,2.0,2.0,7.0,8.0,,2.0,,,,71.0,27.0,7.1,8.0,0.0376514,56.729967365058,8.0,11.445,7.56,,2,,0.14,0.33,0.17,,3.0,,1.0,4.0,,,2.0,2.0,,3.0,,,,,,,,,0.0257,,-0.23,1.0,2.0,,,,1.0,,,,,,
