match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_keyPass,captain,stat_duelLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_goalAssist,stat_aerialLost,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_challengeLost,stat_dispossessed,stat_goals,stat_lastManTackle,stat_hitWoodwork,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
12226495,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,30,30,False,31.0,20.0,16.0,6.0,16.0,17.0,4.0,14.0,1.0,1.0,11.0,1.0,1.0,2.0,90.0,42.0,7.1,12.0,0.00182025,0,0.3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12226495,home,Crystal Palace,Nathaniel Clyne,,,nathaniel-clyne,N. Clyne,D,17,175,676,M,,43215,EUR,670809600,D,17,17,False,32.0,28.0,1.0,,15.0,17.0,14.0,16.0,1.0,2.0,4.0,,,,78.0,38.0,7.0,4.0,0.07891,0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12226495,home,Crystal Palace,Joachim Andersen,,,joachim-andersen,J. Andersen,D,5,190,2378,M,,362682,EUR,833500800,D,16,16,False,62.0,47.0,14.0,4.0,32.0,39.0,15.0,24.0,1.0,2.0,5.0,,,,90.0,68.0,6.8,16.0,0.00560567,0,,1.0,,,,,,True,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12226495,home,Crystal Palace,Chris Richards,,,chris-richards,C. Richards,D,26,188,2004,M,,931844,EUR,954201600,D,26,26,False,50.0,42.0,6.0,3.0,29.0,32.0,13.0,18.0,2.0,4.0,7.0,,,,90.0,62.0,8.2,8.0,0.003012,2,,,,,,1.0,1.0,,1.0,4.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0719,0.2844,,,,,,,,,,,,
12226495,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,52.0,41.0,4.0,3.0,16.0,20.0,26.0,33.0,,6.0,6.0,,,,90.0,88.0,8.2,16.0,0.102126,1,,1.0,1.0,1.0,1.0,,3.0,,6.0,,5.0,1.0,4.0,2.0,2.0,,,,1.0,0.111,,1.0,3.0,1.0,,,,,,,,,
12226495,home,Crystal Palace,Adam Wharton,,,adam-wharton,A. Wharton,M,20,182,5795,M,,1109771,EUR,1076025600,M,20,20,False,34.0,24.0,4.0,,8.0,10.0,16.0,26.0,1.0,6.0,4.0,1.0,,,90.0,48.0,7.2,13.0,0.0702564,0,,2.0,,,,,1.0,,3.0,1.0,4.0,2.0,,,1.0,,,,3.0,,,,,,1.0,1.0,,,,,,,
12226495,home,Crystal Palace,Will Hughes,,,will-hughes,W. Hughes,M,19,185,1026,M,,193554,EUR,798076800,M,19,19,False,21.0,18.0,1.0,,10.0,11.0,8.0,10.0,,2.0,5.0,,,,68.0,31.0,7.0,5.0,0.0116045,1,,,,,,1.0,,,3.0,,2.0,1.0,2.0,,1.0,,,1.0,2.0,0.0238,0.0619,,2.0,,,,,,,,,,
12226495,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,32.0,26.0,2.0,2.0,7.0,9.0,20.0,25.0,,3.0,6.0,,,,90.0,52.0,7.8,11.0,0.121302,2,,2.0,1.0,3.0,1.0,,2.0,,5.0,1.0,2.0,1.0,2.0,,,,,2.0,,0.5476,0.3467,,2.0,,1.0,,1.0,1.0,,,,,
12226495,home,Crystal Palace,Michael Olise,,,michael-olise,M. Olise,M,17,185,76795,M,MOlise,978838,EUR,1008115200,F,7,7,False,37.0,36.0,3.0,3.0,7.0,8.0,30.0,34.0,,2.0,4.0,1.0,,,85.0,64.0,8.7,14.0,0.133843,6,,5.0,1.0,5.0,1.0,,2.0,,10.0,,,,1.0,,1.0,,,3.0,2.0,0.5755,0.4944,3.0,2.0,,1.0,3.0,2.0,,,,,,
12226495,home,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55840,M,eze,864921,EUR,899078400,F,10,10,False,27.0,21.0,2.0,2.0,9.0,9.0,13.0,20.0,,10.0,2.0,2.0,,,85.0,52.0,7.6,16.0,0.0822601,3,,2.0,1.0,11.0,7.0,,2.0,,5.0,,1.0,1.0,,,,,1.0,1.0,1.0,0.1981,0.0507,1.0,3.0,1.0,,1.0,,,,,,,
