match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_challengeLost,player_firstName,player_lastName,player_sofascoreId,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_punches
13981429,home,Torino,Franco Israel,franco-israel,F. Israel,G,81,189,2282,M,1084846,EUR,956361600,G,81,81,False,34.0,21.0,26.0,13.0,0.0,10.0,13.0,11.0,21.0,1.0,7.0,2.0,3.0,1.0,1.0,90.0,44.0,7.9,13.0,0.00399174,0.5438,0,0.3837,0.09,0.01,0.19,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981429,home,Torino,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,16,178,644,M,934409,EUR,963705600,D,16,16,False,19.0,11.0,6.0,3.0,0.0,5.0,7.0,6.0,12.0,2.0,2.0,,,,,90.0,45.0,6.8,18.0,0.00479032,,0,,0.01,0.1,0.16,,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13981429,home,Torino,Saúl Coco,saul-coco,S. Coco,D,23,188,1248,M,1089453,EUR,918518400,D,23,23,False,10.0,9.0,,,0.0,7.0,7.0,2.0,3.0,7.0,1.0,,,,,90.0,24.0,7.3,3.0,0.0002159,,0,,-0.05,0.0,0.79,,,3.0,1.0,4.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
13981429,home,Torino,Guillermo Maripán,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,13,13,False,33.0,30.0,,,0.0,27.0,28.0,3.0,5.0,6.0,1.0,,,,,90.0,51.0,6.7,3.0,0.00063627,,2,,0.0,0.01,0.33,,,4.0,4.0,8.0,4.0,,,,,4.0,2.0,2.0,,2.0,0.158,-0.41,,,,,,,,,,,,,,,,
13981429,home,Torino,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,34,34,False,21.0,18.0,,,0.0,8.0,8.0,10.0,13.0,,,,,,,76.0,32.0,6.9,7.0,0.0732645,,0,,0.28,0.03,-0.04,,6.0,,,2.0,1.0,,,,,1.0,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,
13981429,home,Torino,Cesare Casadei,cesare-casadei,C. Casadei,M,22,192,6575,M,1016788,EUR,1042156800,M,22,22,False,35.0,24.0,1.0,,0.0,7.0,10.0,17.0,25.0,1.0,2.0,,,,,90.0,48.0,6.9,16.0,0.0103717,,2,,-0.11,0.17,-0.03,,,3.0,10.0,8.0,10.0,2.0,,,2.0,3.0,,1.0,,,0.5134,0.03,,,,,cesarecasadei,1.0,1.0,2.0,0.5444,1.0,,,,,,
13981429,home,Torino,Kristjan Asllani,kristjan-asllani,K. Asllani,M,23,179,5914,M,996820,EUR,1015632000,M,32,32,False,29.0,24.0,5.0,4.0,0.0,15.0,17.0,9.0,12.0,,2.0,,,,,81.0,37.0,7.2,7.0,0.194984,,0,,0.39,0.0,-0.02,,4.0,2.0,,3.0,3.0,,2.0,1.0,,,,1.0,1.0,,,,2.0,1.0,,,KristjanAsllani,,,,,2.0,,,,,,
13981429,home,Torino,Ivan Ilić,ivan-ilic,I. Ilić,M,8,185,1776,M,877371,EUR,984787200,M,8,8,False,28.0,23.0,2.0,2.0,0.0,11.0,12.0,12.0,16.0,,4.0,,,,,76.0,34.0,7.2,6.0,0.0574726,,0,,0.42,0.13,0.15,,,1.0,,2.0,4.0,1.0,3.0,2.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,
13981429,home,Torino,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179,1937,M,877037,EUR,959299200,F,26,26,False,15.0,10.0,,,0.0,4.0,4.0,6.0,11.0,2.0,3.0,,,,,81.0,28.0,6.4,10.0,0.00694557,,1,,-0.18,0.26,0.19,,,,2.0,5.0,4.0,1.0,,,3.0,3.0,,,2.0,,0.0577,-0.18,,,,,,1.0,,1.0,0.2776,1.0,,,,,,
13981429,home,Torino,Giovanni Simeone,giovanni-simeone,G. Simeone,F,18,179,9782,M,341143,EUR,804902400,F,18,18,False,10.0,8.0,,,0.0,1.0,1.0,7.0,9.0,,4.0,,,,,62.0,20.0,7.3,4.0,0.128803,,2,,0.23,0.27,-0.01,,,1.0,1.0,4.0,6.0,1.0,,,1.0,3.0,,,4.0,,0.2909,0.16,,1.0,,,simeonegiovanni,1.0,1.0,1.0,0.5278,1.0,1.0,1.0,1.0,,,
13981429,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,F,10,10,False,30.0,26.0,2.0,1.0,0.0,6.0,6.0,20.0,24.0,,3.0,,,,,90.0,37.0,6.4,8.0,0.0355534,,0,,0.25,0.14,-0.06,,,1.0,,5.0,1.0,2.0,,,1.0,1.0,,,1.0,,,,,,,,niksivlasic_,1.0,,,,,,,,True,2.0,
13981429,home,Torino,Che Adams,che-adams,C. Adams,F,19,175,2940,M,773409,EUR,837216000,F,19,19,True,6.0,5.0,,,0.0,2.0,2.0,3.0,4.0,,1.0,,,,,28.0,13.0,6.6,5.0,0.00506608,,0,,-0.01,-0.38,-0.01,,2.0,,,1.0,3.0,,,,2.0,1.0,,,1.0,,,,,,,,,2.0,,,,,2.0,,,,,
13981429,home,Torino,Gvidas Gineitis,gineitis-gvidas,G. Gineitis,M,66,191,1446,M,1030829,EUR,1081987200,M,66,66,True,5.0,3.0,,,0.0,1.0,1.0,2.0,4.0,,1.0,,,,,14.0,8.0,6.5,4.0,0.00221137,,0,,-0.07,,0.0,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
13981429,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180,1014,M,233826,EUR,827625600,D,20,20,True,9.0,8.0,2.0,1.0,0.0,2.0,2.0,6.0,7.0,,,,,,,14.0,14.0,6.6,2.0,0.0627632,,0,,0.22,0.0,-0.11,,2.0,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
13981429,home,Torino,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182,371,M,139235,EUR,760320000,M,61,61,True,4.0,3.0,,,0.0,,,3.0,4.0,2.0,,,,,,9.0,6.0,6.7,1.0,0.00330828,,0,,0.09,0.02,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981429,home,Torino,Zakaria Aboukhlal,zakaria-aboukhlal,Z. Aboukhlal,F,7,179,8018,M,856737,EUR,950832000,F,7,7,True,4.0,2.0,,,0.0,,,2.0,4.0,,,,,,,9.0,5.0,6.4,2.0,0.00058312,,0,,-0.09,0.06,0.14,,,2.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,zakariaaboukhlal,,,,,,,,,,,
