match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,captain,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_fouls,stat_bigChanceMissed,stat_goals,stat_accurateCross,stat_totalOffside,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_outfielderBlock
11401956,home,Feyenoord,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,False,22.0,14.0,,,5.0,6.0,9.0,16.0,,,,90.0,45.0,7.7,16.0,0.042876,7,,,1.0,5.0,6.0,9.0,6.0,2.0,3.0,3.0,4.0,,,3.0,0.8222,,,,2.0,1.0,0.9023,,,,,1.0,,,,,1.0,,1.0,sant.gimenez,,,,
11401956,home,Feyenoord,Bart Nieuwkoop,bart-nieuwkoop,B. Nieuwkoop,D,2,180,338,M,797279,EUR,826156800,D,2,2,True,27.0,23.0,1.0,,7.0,7.0,16.0,22.0,,,,27.0,33.0,6.9,7.0,0.0190089,0,,2.0,,,1.0,,,,,,1.0,,,,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,
11401956,home,Feyenoord,Leo Sauer,sauer-leo,L. Sauer,M,16,184,1911,M,1150938,EUR,1134691200,F,25,25,True,16.0,10.0,,,3.0,4.0,8.0,13.0,,,,27.0,22.0,6.5,8.0,0.174474,2,,1.0,,,4.0,1.0,2.0,1.0,,2.0,1.0,,,1.0,0.0624,,,,,,,1.0,Leo Sauer,,2.0,,,,1.0,,,1.0,,,,,,
11401956,home,Feyenoord,Ondrej Lingr,lingr-ondrej,O. Lingr,M,9,175,293,M,794968,EUR,907718400,M,32,32,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,19.0,5.0,6.5,1.0,0.00060104,0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11401956,home,Feyenoord,Thomas Van den Belt,thomas-van-den-belt,T. V. d. Belt,M,20,181,290,M,945233,EUR,992822400,M,16,16,True,7.0,4.0,1.0,,,1.0,4.0,8.0,,,,10.0,14.0,6.9,6.0,0.0742365,0,,2.0,,,,2.0,,,,,,2.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
11401956,home,Feyenoord,Luka Ivanušec,luka-ivanusec,L. Ivanušec,F,18,175,3285,M,822462,EUR,912038400,M,17,17,True,11.0,11.0,,,,,11.0,14.0,,,,10.0,15.0,7.1,3.0,0.127869,0,,3.0,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,LukaIvanusec,,,,
11401956,home,Feyenoord,Kostas Lamprou,kostas-lamprou,K. Lamprou,G,31,176,186,M,42876,EUR,685065600,G,31,31,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401956,home,Feyenoord,Timon Wellenreuther,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401956,home,Feyenoord,Thomas Beelen,thomas-beelen,T. Beelen,D,3,190,421,M,1127916,EUR,992217600,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401956,home,Feyenoord,Marcos López,marcos-lopez,M. López,D,15,176,2887,M,883745,EUR,943056000,D,15,15,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401956,home,Feyenoord,Antoni Milambo,antoni-milambo,A. Milambo,M,17,179,1574,M,1126692,EUR,1112486400,M,27,27,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Antoni,Milambo,,,,,,,,,,,,,,
11401956,home,Feyenoord,Gjivai Zechiël,gjivai-zechiel,G. Zechiël,M,21,179,686,M,1433802,EUR,1086048000,M,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401956,away,NEC Nijmegen,Jasper Cillessen,jasper-cillessen,J. Cillessen,G,22,185,1498,M,123865,EUR,609206400,G,1,1,False,34.0,28.0,15.0,9.0,24.0,26.0,4.0,8.0,,,,90.0,42.0,7.0,7.0,0.00266949,0,-0.0757,,,,,,,,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,
11401956,away,NEC Nijmegen,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,29.0,8.0,6.3,1.0,0.00172223,0,,,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,
11401956,away,NEC Nijmegen,Philippe Sandler,philippe-sandler,P. Sandler,D,3,188,233,M,842275,EUR,855532800,D,3,3,False,54.0,45.0,9.0,3.0,36.0,42.0,9.0,12.0,,,,90.0,70.0,6.8,10.0,0.00670595,0,,,1.0,1.0,4.0,1.0,1.0,,,,5.0,,,,,,8.0,2.0,,,,,,,2.0,,,,,,,,,,,,,3.0
11401956,away,NEC Nijmegen,Bram Nuytinck,bram-nuytinck,B. Nuytinck,D,17,190,135,M,70930,EUR,641779200,D,17,17,False,41.0,35.0,5.0,1.0,33.0,39.0,2.0,2.0,,,,90.0,61.0,7.5,6.0,0.00235561,0,,,3.0,,7.0,,,,,,3.0,,,,,True,6.0,8.0,,,,,,,1.0,,,,3.0,,,,,,,,,5.0
11401956,away,NEC Nijmegen,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174,14345,M,361780,EUR,862012800,D,24,24,False,46.0,34.0,7.0,2.0,25.0,32.0,9.0,16.0,,,,90.0,83.0,6.6,22.0,0.00431179,0,,2.0,1.0,1.0,6.0,8.0,1.0,1.0,,,6.0,6.0,2.0,1.0,,,6.0,3.0,,,,,,,,2.0,,,3.0,,,,,c.verdonk,,,,
11401956,away,NEC Nijmegen,Dirk Proper,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,38.0,27.0,7.0,2.0,17.0,22.0,10.0,16.0,,,,90.0,56.0,7.2,13.0,0.0105151,1,,,1.0,1.0,3.0,3.0,,,,,5.0,2.0,1.0,2.0,0.4624,,6.0,2.0,,1.0,0.8571,,,,2.0,,,,,,1.0,,,,,,,
11401956,away,NEC Nijmegen,Sontje Hansen,sontje-hansen,S. Hansen,M,27,172,611,M,1199057,EUR,1021680000,M,10,10,False,9.0,5.0,1.0,1.0,3.0,5.0,2.0,4.0,,,,85.0,31.0,6.2,13.0,0.00031782,0,,,2.0,,9.0,4.0,3.0,,,,5.0,4.0,1.0,4.0,,,,1.0,,,,,,,1.0,2.0,,,1.0,,,,,,,,,
11401956,away,NEC Nijmegen,Rober González,rober-gonzalez,R. González,M,11,169,147,M,910022,EUR,978739200,M,11,11,False,16.0,12.0,,,5.0,8.0,7.0,8.0,,,,67.0,30.0,6.0,11.0,0.193837,0,,,,,9.0,5.0,2.0,,,,4.0,,,,,,,,5.0,,,1.0,,,2.0,4.0,,,1.0,,,,,,,,,
11401956,away,NEC Nijmegen,Magnus Mattsson,magnus-mattsson,M. Mattsson,M,8,174,794,M,896117,EUR,919900800,M,8,8,False,30.0,24.0,3.0,,18.0,22.0,6.0,9.0,,,,90.0,53.0,6.3,17.0,0.017723,1,,1.0,1.0,,13.0,4.0,5.0,2.0,,,2.0,2.0,,2.0,0.0264,,2.0,2.0,,1.0,0.1369,,,,3.0,4.0,,,2.0,,1.0,,,,,,,1.0
11401956,away,NEC Nijmegen,Youri Baas,youri-baas,Y. Baas,D,15,182,1216,M,1000228,EUR,1047859200,M,5,5,False,13.0,6.0,2.0,,3.0,8.0,3.0,5.0,,,,78.0,25.0,6.5,8.0,0.00903355,0,,,,,5.0,6.0,1.0,1.0,,,1.0,4.0,,1.0,,,,1.0,1.0,,,1.0,,,3.0,,1.0,,2.0,,,,,,,,,
11401956,away,NEC Nijmegen,Koki Ogawa,koki-ogawa,K. Ogawa,F,18,186,1469,M,831860,EUR,870998400,F,18,18,False,15.0,11.0,,,7.0,7.0,4.0,8.0,,,,90.0,32.0,7.0,10.0,0.281928,0,,,3.0,3.0,8.0,7.0,3.0,,,,5.0,3.0,3.0,2.0,,,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,2.0,,,,,
11401956,away,NEC Nijmegen,Sai Van Wermeskerken,wermeskerken-sai-van,S. V. Wermeskerken,D,,178,82,M,795221,EUR,772761600,D,15,15,True,24.0,20.0,1.0,,16.0,17.0,4.0,7.0,,,,61.0,41.0,6.5,7.0,0.00535632,0,,,,2.0,5.0,3.0,2.0,,,,3.0,1.0,,,,,1.0,2.0,,,,,,,2.0,1.0,,,,,,,,,,,,
11401956,away,NEC Nijmegen,Kodai Sano,kodai-sano,K. Sano,M,23,176,1274,M,1184054,EUR,1064448000,M,23,23,True,3.0,1.0,,,,1.0,1.0,2.0,,,,23.0,13.0,6.9,4.0,0.00053954,0,,,,,,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,3.0,1.0,,,,Kodai Sano,,,,,,,,,,,,,,,
11401956,away,NEC Nijmegen,Yvandro Borges Sanches,yvandro-borges-sanches,Y. B. Sanches,M,21,175,442,M,1123613,EUR,1085356800,F,27,27,True,5.0,4.0,,,2.0,2.0,2.0,3.0,,,,12.0,9.0,6.6,3.0,0.00205393,0,,,,,2.0,2.0,3.0,2.0,,,1.0,,,,,,,,,,,,Yvandro Borges Sanches,,1.0,,,,,,,,,,,,,
11401956,away,NEC Nijmegen,Mathias Ross,mathias-ross,M. Ross,D,2,190,376,M,918435,EUR,979516800,D,4,4,True,,,,,,,,,,,,11.0,3.0,6.6,,,0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
11401956,away,NEC Nijmegen,Rijk Janse,rijk-janse,R. Janse,G,31,189,36,M,1066313,EUR,1018915200,G,31,31,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401956,away,NEC Nijmegen,Robin Roefs,robin-roefs,R. Roefs,G,22,193,2142,M,1012928,EUR,1042761600,G,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401956,away,NEC Nijmegen,Lars Olden Larsen,lars-olden-larsen,L. O. Larsen,M,7,175,133,M,877456,EUR,905990400,F,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
