match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_wonTackle,stat_aerialLost,stat_aerialWon,stat_fouls,captain,stat_wonContest,player_firstName,player_lastName,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_outfielderBlock
11450123,home,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190.0,97,M,807289,EUR,821750400,G,99,99,False,19.0,16.0,11.0,8.0,16.0,17.0,2.0,1.0,9.0,3.0,5.0,2.0,2.0,90.0,32.0,8.1,4.0,0.00013611,0,0.4612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450123,home,MKE Ankaragücü,Stelios Kitsiou,stelios-kitsiou,S. Kitsiou,D,70,173.0,90,M,189627,EUR,749174400,D,70,70,False,62.0,57.0,7.0,6.0,16.0,16.0,49.0,,2.0,,,,,90.0,86.0,7.4,13.0,0.0494352,1,,41.0,3.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0158,2.0,,,,,,,,,,,,,,,,,,
11450123,home,MKE Ankaragücü,Uroš Radaković,uros-radakovic,U. Radaković,D,26,194.0,313,M,151900,EUR,765072000,D,26,26,False,31.0,29.0,2.0,1.0,28.0,30.0,1.0,1.0,2.0,,,,,90.0,36.0,7.1,2.0,0.00065044,0,,1.0,,,3.0,,,,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,
11450123,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189.0,775,M,858004,EUR,892598400,D,18,18,False,94.0,88.0,8.0,6.0,50.0,50.0,44.0,1.0,3.0,,,,,90.0,98.0,7.2,6.0,0.00751642,0,,38.0,,2.0,3.0,,,,,,1.0,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,
11450123,home,MKE Ankaragücü,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182.0,56,M,320905,EUR,738979200,D,5,5,False,93.0,87.0,4.0,1.0,46.0,46.0,47.0,2.0,5.0,,,,,90.0,99.0,7.1,6.0,0.0161335,0,,41.0,,1.0,1.0,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,
11450123,home,MKE Ankaragücü,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,38,185.0,114,M,120298,EUR,701308800,M,30,30,False,97.0,88.0,26.0,22.0,35.0,37.0,61.0,,11.0,,,,,90.0,108.0,7.5,14.0,0.0685721,0,,53.0,1.0,7.0,6.0,3.0,,1.0,,,1.0,3.0,3.0,,,1.0,3.0,1.0,1.0,True,1.0,,,,,,,,,,,,
11450123,home,MKE Ankaragücü,Olimpiu Moruțan,olimpiu-morutan,O. Moruțan,F,80,172.0,1462,M,833613,EUR,924998400,M,80,80,False,24.0,17.0,6.0,3.0,3.0,4.0,24.0,1.0,6.0,,,,,73.0,41.0,6.7,15.0,0.124095,2,,15.0,4.0,3.0,2.0,,,4.0,1.0,1.0,1.0,2.0,,0.0435,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,
11450123,home,MKE Ankaragücü,Ali Kaan Güneren,ali-kaan-guneren,A. K. Güneren,M,23,183.0,28,M,867848,EUR,955152000,M,23,23,False,36.0,31.0,2.0,2.0,6.0,8.0,28.0,,4.0,,,,,82.0,49.0,6.9,9.0,0.0145363,1,,25.0,,6.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,,0.0409,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11450123,home,MKE Ankaragücü,Pedrinho,pedrinho,Pedrinho,M,14,170.0,130,M,182385,EUR,724809600,M,8,8,False,73.0,64.0,10.0,8.0,20.0,22.0,60.0,1.0,2.0,,,,,90.0,94.0,7.4,17.0,0.0818642,3,,46.0,9.0,4.0,4.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.1485,1.0,,1.0,1.0,1.0,,1.0,,,2.0,2.0,1.0,,,,,,,
11450123,home,MKE Ankaragücü,Renaldo Cephas,renaldo-cephas,R. Cephas,F,21,179.0,811,M,1384968,EUR,944611200,M,29,29,False,13.0,10.0,,,4.0,5.0,13.0,,,,,,,58.0,22.0,6.6,10.0,0.0033968,0,,6.0,5.0,2.0,2.0,,,,,,1.0,1.0,1.0,,,1.0,,,2.0,,,Renaldo Cephas,,,,,,,,,,,
