match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,stat_aerialWon,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_aerialLost,stat_goals,captain,stat_goalAssist,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_outfielderBlock,stat_clearanceOffLine
12224406,home,Monterey Bay FC,Carlos Herrera,carlos-herrera,C. Herrera,G,21,185.0,6,M,982715,EUR,1100476800,G,21,21,False,32.0,20.0,15.0,5.0,17.0,23.0,3.0,9.0,1.0,6.0,1.0,1.0,1.0,1.0,90.0,37.0,6.3,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12224406,home,Monterey Bay FC,Morey Doner,morey-doner,M. Doner,D,3,173.0,4,M,984496,EUR,764553600,D,3,3,False,55.0,47.0,10.0,5.0,28.0,30.0,19.0,28.0,1.0,8.0,,,,,90.0,76.0,6.8,15.0,0,3.0,4.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12224406,home,Monterey Bay FC,Pierce Gallaway,pierce-gallaway,P. Gallaway,M,14,188.0,1,M,1819752,EUR,988156800,D,32,32,False,64.0,47.0,15.0,4.0,27.0,33.0,20.0,31.0,3.0,6.0,,,,,90.0,69.0,6.4,17.0,0,,3.0,3.0,1.0,,,1.0,1.0,,,2.0,Pierce Gallaway,2.0,,,,,,,,,,,,,,,,,,
12224406,home,Monterey Bay FC,Alejandro Lara,alejandro-lara,A. Lara,D,4,185.0,3,M,1019788,EUR,905817600,D,4,4,False,52.0,44.0,7.0,5.0,33.0,37.0,11.0,15.0,3.0,1.0,,,,,63.0,59.0,6.8,9.0,1,,2.0,4.0,,,,,1.0,1.0,,2.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,
12224406,home,Monterey Bay FC,Walmer Martinez,walmer-martinez,W. Martinez,M,,180.0,15,M,1119199,EUR,883612800,D,11,11,False,56.0,49.0,8.0,7.0,25.0,29.0,29.0,32.0,1.0,5.0,,,,,90.0,87.0,7.7,12.0,1,5.0,1.0,5.0,1.0,2.0,2.0,,1.0,,1.0,,Walmer Martinez,1.0,,2.0,,5.0,1.0,1.0,3.0,,,,,,,,,,,
12224406,home,Monterey Bay FC,Jerry Ayon,jerry-ayon,J. Ayon,M,,170.0,4,,1842879,EUR,1000598400,M,64,64,False,43.0,34.0,4.0,2.0,8.0,9.0,26.0,34.0,,4.0,,,,,90.0,59.0,8.5,11.0,2,,5.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,Jerry Ayon,,2.0,1.0,,,,,,1.0,2.0,,,,,,,,,
12224406,home,Monterey Bay FC,Rafael Baca,rafael-baca,R. Baca,M,,173.0,36,M,157047,EUR,621475200,M,10,10,False,72.0,66.0,8.0,7.0,39.0,40.0,27.0,32.0,,7.0,,,,,63.0,75.0,7.8,6.0,0,,,3.0,,2.0,2.0,,1.0,1.0,,,,,,,,,1.0,,3.0,,,True,1.0,,,,,,,
12224406,home,Monterey Bay FC,Miguel Guerrero,miguel-guerrero,M. Guerrero,M,14,,1,M,1838261,EUR,998524800,M,14,14,False,32.0,27.0,3.0,2.0,14.0,15.0,14.0,19.0,,7.0,,,,,63.0,41.0,6.7,7.0,0,2.0,5.0,3.0,2.0,1.0,,,1.0,1.0,2.0,1.0,Miguel Guerrero,,,,,1.0,,,2.0,1.0,,,,,,,,,,
12224406,home,Monterey Bay FC,Michael Gonzalez,michael-gonzalez,M. Gonzalez,F,,183.0,3,M,1832795,EUR,978480000,F,18,18,False,41.0,34.0,5.0,3.0,9.0,12.0,26.0,34.0,,1.0,,,,,90.0,67.0,7.2,19.0,4,5.0,8.0,7.0,1.0,1.0,,1.0,6.0,3.0,,2.0,Michael Gonzalez,1.0,,5.0,,1.0,1.0,3.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,,,
12224406,home,Monterey Bay FC,Luther Archimede,archimede-luther,L. Archimede,F,,190.0,13,M,967455,EUR,937526400,F,17,17,False,9.0,8.0,1.0,1.0,4.0,5.0,4.0,4.0,,1.0,,,,,78.0,20.0,6.7,5.0,3,,6.0,2.0,,,,,1.0,,1.0,3.0,,,1.0,4.0,,,,1.0,1.0,3.0,,,,,1.0,1.0,,,,
