match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_dispossessed,stat_errorLeadToAShot,stat_unsuccessfulTouch,captain,stat_totalOffside,stat_clearanceOffLine
12504429,home,Cagliari,Elia Caprile,,,elia-caprile,E. Caprile,G,1,191,1685,M,947954,EUR,998697600,G,25,25,False,26.0,16.0,15.0,5.0,0.0,14.0,16.0,2.0,10.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,90.0,35.0,6.6,10.0,0.00098173,0,0.1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504429,home,Cagliari,Gabriele Zappa,,,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,False,44.0,34.0,3.0,,0.0,21.0,26.0,14.0,21.0,3.0,7.0,,,,,,90.0,63.0,7.0,12.0,0.284456,2,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.1256,1.0,,,,,,,,,,,,,,,,,,,,,
12504429,home,Cagliari,Yerry Mina,,,yerry-mina,Y. Mina,D,26,195,5988,M,360396,EUR,780278400,D,26,26,False,52.0,45.0,2.0,1.0,0.0,34.0,36.0,11.0,16.0,3.0,4.0,,,,,,90.0,63.0,7.1,7.0,0.00333823,0,,,,7.0,,,,,3.0,,,yerrymina,4.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,
12504429,home,Cagliari,Sebastiano Luperto,,,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,6,6,False,58.0,52.0,5.0,4.0,0.0,36.0,38.0,16.0,20.0,2.0,6.0,,,,,,90.0,69.0,7.6,6.0,0.0113758,3,,,,3.0,,,,,1.0,0.8972,,,2.0,6.0,1.0,1.0,,,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.4488,,,,,,
12504429,home,Cagliari,Adam Obert,,,adam-obert,A. Obert,D,33,186,654,M,964153,EUR,1030060800,D,33,33,False,40.0,32.0,3.0,1.0,0.0,17.0,22.0,16.0,20.0,3.0,4.0,,,,,,90.0,72.0,7.5,13.0,0.0950273,1,,2.0,1.0,9.0,1.0,1.0,,,2.0,0.075,2.0,,3.0,7.0,3.0,1.0,2.0,,4.0,2.0,,,1.0,1.0,,0.5214,1.0,1.0,3.0,,,
12504429,home,Cagliari,Nadir Zortea,,,zortea-nadir,N. Zortea,M,20,187,1108,M,928104,EUR,929750400,M,19,19,False,16.0,11.0,2.0,,0.0,3.0,3.0,9.0,17.0,,4.0,,,,,,86.0,33.0,7.1,12.0,0.0507438,2,,4.0,1.0,1.0,2.0,1.0,,1.0,,0.474,1.0,,,5.0,,,,2.0,1.0,1.0,,,1.0,1.0,,0.9171,,,2.0,,,
12504429,home,Cagliari,Michel Adopo,,,michel-ndary-adopo,M. N. Adopo,M,8,187,534,M,928777,EUR,963964800,M,8,8,False,24.0,22.0,1.0,,0.0,15.0,15.0,8.0,10.0,1.0,2.0,,,,,,54.0,36.0,6.3,8.0,0.0203331,1,,1.0,1.0,1.0,1.0,,,,,0.0838,,,,4.0,,,1.0,1.0,,1.0,,,1.0,,,0.1445,1.0,,3.0,,,
12504429,home,Cagliari,Antoine Makoumbou,,,antoine-makoumbou,A. Makoumbou,M,29,186,535,M,920391,EUR,900720000,M,29,29,False,40.0,32.0,3.0,1.0,0.0,18.0,21.0,14.0,19.0,,7.0,,,,,,54.0,48.0,6.7,10.0,0.0120197,0,,,,5.0,2.0,2.0,,,,,,,1.0,3.0,1.0,,1.0,,2.0,,,,,,,,1.0,,,,,
12504429,home,Cagliari,Mattia Felici,,,felici-mattia,M. Felici,M,17,180,329,M,975811,EUR,987465600,M,97,97,False,15.0,11.0,,,0.0,6.0,6.0,5.0,11.0,,4.0,,,,,,74.0,30.0,6.9,11.0,0.046571,0,,2.0,,4.0,3.0,1.0,,,,,1.0,,,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,2.0,,,
12504429,home,Cagliari,Nicolas Viola,,,nicolas-viola,N. Viola,F,10,180,280,M,21608,EUR,624153600,F,10,10,False,13.0,6.0,3.0,,0.0,1.0,2.0,8.0,17.0,,2.0,,,,,,54.0,25.0,7.4,11.0,0.384241,1,,6.0,3.0,5.0,,,1.0,,,0.0422,3.0,,2.0,2.0,2.0,1.0,1.0,2.0,,,,1.0,,,,,,,1.0,True,2.0,
12504429,home,Cagliari,Roberto Piccoli,,,roberto-piccoli,R. Piccoli,F,91,190,1557,M,958982,EUR,980553600,F,91,91,False,11.0,9.0,,,0.0,2.0,3.0,7.0,8.0,,1.0,,,,,,90.0,25.0,6.9,7.0,0.0662198,3,,,,7.0,1.0,,,,,0.3188,1.0,,3.0,5.0,2.0,2.0,2.0,2.0,4.0,,1.0,2.0,1.0,,,,,,4.0,,,
12504429,home,Cagliari,Gianluca Gaetano,,,gaetano-gianluca,G. Gaetano,M,10,183,1108,M,902019,EUR,957484800,M,70,70,True,17.0,16.0,1.0,1.0,0.0,5.0,5.0,11.0,12.0,,1.0,,,,,,36.0,29.0,7.7,4.0,0.194389,3,,,,4.0,4.0,4.0,,2.0,1.0,0.4759,1.0,,,2.0,,,,,1.0,,,,1.0,1.0,,0.8744,1.0,,2.0,,,
12504429,home,Cagliari,Alessandro Deiola,,,alessandro-deiola,A. Deiola,M,14,189,280,M,328109,EUR,807235200,M,14,14,True,22.0,16.0,2.0,1.0,1.0,9.0,10.0,7.0,12.0,,2.0,,,,,,36.0,25.0,7.3,6.0,0.14674,1,,,,3.0,,,1.0,,,0.0136,1.0,,2.0,3.0,1.0,1.0,,1.0,2.0,,,,1.0,,,0.1845,,,,,,
12504429,home,Cagliari,Răzvan Marin,,,razvan-marin,R. Marin,M,18,178,3932,M,279563,EUR,832809600,M,18,18,True,24.0,21.0,3.0,1.0,2.0,13.0,13.0,10.0,13.0,,1.0,,,,,,36.0,28.0,7.8,3.0,0.288101,0,,2.0,2.0,1.0,,,1.0,,,,2.0,,,4.0,,,1.0,,4.0,,,,,,,,,,,,,
12504429,home,Cagliari,Tommaso Augello,,,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,D,3,3,True,9.0,9.0,1.0,1.0,1.0,3.0,3.0,7.0,7.0,,,,,,,,16.0,14.0,7.4,1.0,0.397593,2,,1.0,1.0,1.0,,,1.0,,,0.1155,1.0,,,1.0,1.0,1.0,,,,,,2.0,,,,,1.0,,,,,
12504429,home,Cagliari,Leonardo Pavoletti,,,leonardo-pavoletti,L. Pavoletti,F,30,188,554,M,132704,EUR,596505600,F,30,30,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,8.0,1.0,6.5,,2.511e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504429,home,Cagliari,Alen Sherri,,,alen-sherri,A. Sherri,G,12,196,357,M,363380,EUR,882144000,G,71,71,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504429,home,Cagliari,Velizar-Iliya Iliev,,,iliev-velizar-iliya,V. Iliev,G,31,194,139,M,1137731,EUR,1121817600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504429,home,Cagliari,José Luis Palomino,José,Luis Palomino,jose-luis-palomino,J. L. Palomino,D,19,188,536,M,79680,EUR,631497600,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504429,home,Cagliari,Mateusz Wieteska,,,mateusz-wieteska,M. Wieteska,D,4,187,1515,M,286087,EUR,855619200,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504429,home,Cagliari,Jakub Jankto,,,jakub-jankto,J. Jankto,M,,180,320,M,569556,EUR,822009600,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504429,home,Cagliari,Paulo Azzi,,,paulo-azzi,P. Azzi,M,7,188,184,M,383314,EUR,774230400,D,37,37,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504429,home,Cagliari,Matteo Prati,,,matteo-prati,M. Prati,M,4,182,705,M,1111640,EUR,1072569600,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504429,home,Cagliari,Gianluca Lapadula,,,gianluca-lapadula,G. Lapadula,F,10,178,4596,M,147368,EUR,634348800,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,gianlucalapadula,,,,,,,,,,,,,,,,,,,,
12504429,home,Cagliari,Kingstone Mutandwa,,,mutandwa-kingstone,K. Mutandwa,F,7,180,472,M,1471569,EUR,1041724800,F,80,80,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504429,away,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,25.0,13.0,17.0,5.0,0.0,8.0,12.0,5.0,13.0,,6.0,,1.0,2.0,,,90.0,30.0,6.2,12.0,0.00068686,0,-0.9094,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
12504429,away,Lecce,Frédéric Guilbert,,,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,D,12,12,False,48.0,41.0,3.0,1.0,0.0,31.0,32.0,10.0,17.0,4.0,4.0,,,,,,90.0,71.0,6.3,12.0,0.00470007,0,,1.0,,3.0,1.0,,,,,,,,1.0,4.0,2.0,2.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,
12504429,away,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,46.0,40.0,5.0,1.0,0.0,38.0,41.0,2.0,5.0,4.0,5.0,,,,,,90.0,56.0,6.3,6.0,0.0020707,0,,,,5.0,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,True,,
12504429,away,Lecce,Gaby Jean,Gaby Jean,,gaby-jean,G. Jean,D,18,191,121,M,1392819,EUR,950918400,D,19,19,False,58.0,50.0,6.0,1.0,0.0,40.0,41.0,11.0,18.0,5.0,4.0,,,,,,90.0,73.0,6.3,8.0,0.0503008,0,,1.0,1.0,3.0,,,,,1.0,,1.0,,1.0,4.0,2.0,1.0,,1.0,2.0,1.0,,,,,1.0,,,,,,,
