match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_shotOffTarget,captain,stat_fouls,player_firstName,player_lastName,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_bigChanceCreated,stat_penaltyWon,stat_errorLeadToAShot,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_lastManTackle,stat_clearanceOffLine,stat_totalOffside
13472616,home,Grêmio,Tiago Volpi,tiago-volpi,T. Volpi,G,18,189,1690,M,243509,EUR,661564800,G,1,1,False,26.0,20.0,12.0,6.0,0.0,20.0,22.0,4.0,9.0,4.0,90.0,33.0,6.8,6.0,8.21e-05,62.779406874504,9.0,15.435,5.775,0,-0.4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472616,home,Grêmio,Marcos Rocha,marcos-rocha,M. Rocha,D,14,176,2464,M,82576,EUR,597801600,D,14,14,False,56.0,42.0,7.0,3.0,0.0,23.0,31.0,25.0,8.0,,88.0,78.0,7.5,20.0,0.0641533,226.86202886482,28.0,161.595,22.47,2,,19.0,4.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0509,0.0209,4.0,,,,,,,,,,,,,,,,,,,,,
13472616,home,Grêmio,Wagner Leonardo,wagner-leonardo,W. Leonardo,D,3,186,1490,M,976235,EUR,932688000,D,3,3,False,36.0,32.0,1.0,,1.0,28.0,30.0,6.0,3.0,,90.0,49.0,7.4,4.0,0.0525635,82.620004129019,15.0,2.415,7.035,1,,4.0,,,6.0,3.0,6.0,,,,,,,7.0,2.0,2.0,,,0.0103,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
13472616,home,Grêmio,Walter Kannemann,walter-kannemann,W. Kannemann,D,4,183,2119,M,249647,EUR,668908800,D,4,4,False,34.0,34.0,1.0,1.0,0.0,27.0,27.0,7.0,2.0,,90.0,46.0,6.8,,0.0018414,88.191403120135,14.0,18.585,8.505,0,,7.0,,,1.0,2.0,2.0,,,,,,,6.0,2.0,1.0,1.0,,,,,1.0,,True,1.0,,,,,,,,,,,,,,,,,
13472616,home,Grêmio,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,23,23,False,37.0,33.0,3.0,2.0,0.0,14.0,15.0,22.0,3.0,,90.0,59.0,6.6,12.0,0.0449965,133.42042444935,16.0,91.14,21.315,1,,19.0,2.0,,,6.0,6.0,1.0,2.0,,,,1.0,3.0,,,4.0,2.0,0.0254,,1.0,1.0,,,2.0,,,2.0,2.0,,,,,,,,,,,,,
13472616,home,Grêmio,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,17,17,False,25.0,24.0,3.0,2.0,0.0,13.0,13.0,12.0,1.0,,77.0,34.0,7.0,1.0,0.00661748,136.85815244794,18.0,22.575,10.605,1,,11.0,,,,2.0,2.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,0.0161,0.0981,,1.0,,,,,,,1.0,,,,,,,,,,,,,
13472616,home,Grêmio,Arthur,arthur,Arthur,M,29,172,8983,M,794927,EUR,839808000,M,29,29,False,55.0,53.0,7.0,6.0,0.0,30.0,32.0,23.0,12.0,,90.0,74.0,7.4,7.0,0.0186946,401.24929290615,38.0,144.69,37.59,1,,23.0,2.0,,,4.0,6.0,1.0,1.0,3.0,1.0,,,,1.0,,1.0,,0.0522,,2.0,,1.0,,,,,,4.0,arthurmelo,1.0,1.0,,,,,,,,,,
13472616,home,Grêmio,Cristian Pavón,cristian-pavon,C. Pavón,M,7,169,2406,M,358956,EUR,822182400,M,7,7,False,11.0,7.0,,,0.0,2.0,4.0,7.0,3.0,,45.0,26.0,6.4,12.0,0.0838285,145.08816754428,11.0,4.935,16.485,1,,5.0,4.0,1.0,,2.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,3.0,0.0323,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,
13472616,home,Grêmio,Edenilson,edenilson,Edenilson,M,8,175,1388,M,221636,EUR,629942400,M,8,8,False,14.0,10.0,,,0.0,4.0,5.0,9.0,2.0,,45.0,20.0,6.5,6.0,0.0485217,29.820769154286,5.0,3.78,6.615,1,,6.0,,,1.0,3.0,2.0,,1.0,,,1.0,,,,,,1.0,0.3974,0.2676,2.0,2.0,,,,,,,1.0,,,,,1.0,,,,,,,,
13472616,home,Grêmio,Francis Amuzu,amuzu-francis,F. Amuzu,M,9,170,1934,M,901889,EUR,935366400,M,9,9,False,19.0,15.0,1.0,,0.0,6.0,7.0,12.0,5.0,,77.0,34.0,7.6,10.0,0.0188145,242.07406493889,20.0,136.71,36.435,5,,9.0,2.0,,,3.0,2.0,,,2.0,1.0,3.0,2.0,,1.0,,,3.0,0.2576,0.793,,,,,2.0,,,,1.0,,,,,,1.0,,,,,,,
