match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_aerialWon,player_firstName,player_lastName,stat_aerialLost,stat_interceptionWon,stat_fouls,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_hitWoodwork,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_totalOffside
10665949,home,Al-Fayha,Vladimir Stojković,vladimir-stojkovic,V. Stojković,G,28,194.0,228,M,13691,EUR,428198400,G,88,88,False,26.0,19.0,14.0,7.0,15.0,16.0,4.0,10.0,10.0,1.0,90.0,31.0,7.1,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665949,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,49.0,43.0,7.0,5.0,28.0,31.0,15.0,18.0,5.0,,90.0,58.0,7.1,9.0,0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10665949,home,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,51.0,48.0,11.0,10.0,42.0,42.0,6.0,9.0,9.0,,90.0,59.0,7.3,3.0,0,,3.0,,,6.0,1.0,,,True,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10665949,home,Al-Fayha,Mohanad Alqaydhi,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800,D,98,98,False,49.0,34.0,11.0,2.0,26.0,29.0,8.0,20.0,3.0,,90.0,56.0,6.9,16.0,0,2.0,3.0,,,3.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10665949,home,Al-Fayha,Osama Al Khalaf,osama-al-khalaf,O. A. Khalaf,D,8,178.0,26,M,818871,EUR,851558400,M,80,80,False,55.0,47.0,5.0,3.0,18.0,20.0,30.0,38.0,7.0,,89.0,98.0,7.3,18.0,2,7.0,11.0,2.0,7.0,,3.0,2.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,2.0,,,,,,,,,,,,
10665949,home,Al-Fayha,Ricardo Ryller,ricardo-ryller,R. Ryller,M,28,176.0,231,M,870943,EUR,762307200,M,37,37,False,57.0,45.0,11.0,8.0,23.0,27.0,23.0,32.0,11.0,,85.0,72.0,7.1,16.0,1,6.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,,2.0,,,1.0,2.0,1.0,,2.0,1.0,,,,2.0,2.0,1.0,,,,,,,,,,
10665949,home,Al-Fayha,Victor Ruiz,victor-ruiz,V. Ruiz,M,77,172.0,64,M,975496,EUR,752198400,M,10,10,False,36.0,35.0,3.0,3.0,15.0,15.0,20.0,23.0,4.0,,45.0,48.0,7.2,6.0,2,3.0,2.0,1.0,2.0,,1.0,,1.0,,,,,,,,,2.0,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,
10665949,home,Al-Fayha,Bandar Al Mutairi,bandar-al-mutairi,B. A. Mutairi,D,33,168.0,13,M,847483,EUR,637372800,M,3,3,False,27.0,23.0,4.0,,8.0,9.0,16.0,21.0,4.0,,45.0,39.0,6.8,8.0,0,1.0,3.0,,1.0,,1.0,1.0,2.0,,1.0,,,1.0,1.0,,,3.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,
10665949,home,Al-Fayha,Sultan Mandash,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000,F,27,27,False,51.0,45.0,1.0,1.0,15.0,15.0,31.0,39.0,4.0,,90.0,76.0,7.7,20.0,2,20.0,5.0,5.0,9.0,,1.0,,1.0,,,,,2.0,,4.0,,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,,
10665949,home,Al-Fayha,Milan Pavkov,milan-pavkov,M. Pavkov,F,50,193.0,372,M,804183,EUR,760752000,F,23,23,False,13.0,8.0,,,2.0,3.0,6.0,11.0,1.0,,66.0,27.0,7.1,11.0,4,7.0,4.0,1.0,,1.0,,,4.0,,3.0,,,4.0,,2.0,,1.0,,,1.0,1.0,1.0,,3.0,,,,1.0,,,,,,
