match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_penaltyConceded,stat_wasFouled,player_lastName,stat_dispossessed,stat_keyPass,captain,stat_totalOffside,stat_goals,stat_clearanceOffLine,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyMiss
12117344,home,Atlético Goianiense,Ronaldo,ronaldo,Ronaldo,G,96,193.0,1025,M,840106,EUR,840672000.0,G,1,1,False,22.0,13.0,13.0,4.0,0.0,10.0,12.0,3.0,10.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,3.0,90.0,29.0,7.7,9.0,0.00816836,0,0.9184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117344,home,Atlético Goianiense,Bruno Tubarão,bruno-tubarao,B. Tubarão,D,29,180.0,421,M,931588,EUR,796348800.0,D,2,2,False,26.0,23.0,,,0.0,9.0,9.0,16.0,22.0,,,,,,,,,43.0,38.0,6.7,8.0,0.0608442,2,,5.0,2.0,1.0,1.0,2.0,0.041,0.273,,,,,,,,,,,,,,,,,,,,,,,,,
12117344,home,Atlético Goianiense,Adriano Martins,adriano-martins,Adriano Martins,D,4,193.0,138,M,1008459,EUR,859852800.0,D,3,3,False,58.0,51.0,11.0,7.0,0.0,34.0,35.0,17.0,23.0,1.0,2.0,4.0,,,,,,90.0,74.0,7.3,10.0,0.0101478,3,,,,5.0,1.0,2.0,0.2725,0.339,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
12117344,home,Atlético Goianiense,Alix Vinicius,alix-vinicius,A. Vinicius,D,4,196.0,333,M,1117597,EUR,941846400.0,D,4,4,False,51.0,43.0,6.0,3.0,0.0,38.0,41.0,5.0,10.0,4.0,6.0,5.0,,,,,,90.0,64.0,6.8,9.0,0.00139221,3,,,,4.0,2.0,1.0,0.3083,,3.0,,,1.0,1.0,,,,1.0,Alix Vinicius,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,
12117344,home,Atlético Goianiense,Guilherme Romão,guilherme-romao,G. Romão,D,5,179.0,114,M,883908,EUR,876182400.0,D,6,6,False,32.0,31.0,2.0,2.0,0.0,15.0,16.0,16.0,17.0,1.0,4.0,6.0,,,,,,90.0,50.0,7.4,7.0,0.0737683,1,,1.0,,2.0,,1.0,0.0363,0.2527,1.0,,,2.0,2.0,1.0,1.0,2.0,,,,,,,2.0,,1.0,1.0,,,,,,,
12117344,home,Atlético Goianiense,Roni,roni,Roni,M,70,174.0,491,M,1046440,EUR,924134400.0,M,5,5,False,52.0,48.0,6.0,4.0,0.0,33.0,35.0,15.0,17.0,,3.0,6.0,,,,,,87.0,61.0,6.7,6.0,0.0114305,0,,,,6.0,1.0,,,,2.0,,,1.0,1.0,3.0,1.0,,2.0,Roni,,,1.0,,,,1.0,1.0,,,,,,,
12117344,home,Atlético Goianiense,Gabriel Baralhas,gabriel-baralhas,G. Baralhas,M,44,178.0,849,M,922575,EUR,907977600.0,M,8,8,False,35.0,30.0,4.0,4.0,0.0,16.0,16.0,14.0,19.0,1.0,4.0,6.0,,,,,,73.0,49.0,7.0,8.0,0.0648425,4,,,,4.0,1.0,,0.1014,,1.0,,2.0,,,2.0,2.0,1.0,1.0,,,2.0,1.0,,1.0,,1.0,,True,,,,,,
12117344,home,Atlético Goianiense,Shaylon,shaylon,Shaylon,M,7,180.0,381,M,874723,EUR,862099200.0,M,10,10,False,57.0,51.0,3.0,1.0,0.0,19.0,20.0,35.0,44.0,,2.0,4.0,,,,,,90.0,77.0,7.7,15.0,0.286586,3,,7.0,3.0,2.0,,,0.1292,,,,1.0,1.0,1.0,2.0,2.0,2.0,,,,2.0,,,,,2.0,6.0,,,,,,,
12117344,home,Atlético Goianiense,Rhaldney,rhaldney,Rhaldney,M,26,184.0,223,M,992024,EUR,911520000.0,M,7,7,False,51.0,45.0,2.0,1.0,0.0,12.0,12.0,33.0,40.0,,6.0,3.0,,,,,,90.0,66.0,7.5,10.0,0.334008,2,,1.0,,7.0,2.0,1.0,0.0849,0.1111,1.0,3.0,1.0,,1.0,3.0,2.0,2.0,2.0,,1.0,,,,2.0,,,3.0,,1.0,,,,,
12117344,home,Atlético Goianiense,Alejo Cruz,alejo-cruz,A. Cruz,M,15,169.0,217,M,1086925,EUR,967766400.0,M,11,11,False,30.0,25.0,1.0,1.0,1.0,11.0,12.0,15.0,24.0,2.0,7.0,3.0,,,,,,87.0,49.0,8.8,13.0,0.300722,2,,6.0,1.0,1.0,2.0,1.0,0.1048,0.7028,,,,3.0,,,,2.0,,Alejo Cruz Techera,1.0,1.0,,,4.0,,,4.0,,,1.0,,,,
