match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_accurateCross,captain,stat_totalOffside,stat_bigChanceCreated,stat_shotOffTarget,stat_errorLeadToAGoal,stat_blockedScoringAttempt,player_sofascoreId,stat_goals
12765051,home,FC Petrocub Hîncesti,Silviu Șmalenea,Silviu Smalenea,,silviu-smalenea,S. Șmalenea,G,1,184.0,24,M,1138466,EUR,1039392000,G,1,1,False,24.0,14.0,18.0,8.0,0.0,11.0,15.0,3.0,9.0,1.0,2.0,10.0,1.0,2.0,2.0,3.0,90.0,35.0,7.1,10.0,0.00139892,0,-0.1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Ion Jardan,,,ion-jardan,I. Jardan,M,90,182.0,22,M,66047,EUR,631929600,D,90,90,False,47.0,29.0,5.0,3.0,0.0,19.0,22.0,10.0,26.0,5.0,7.0,5.0,,,,,90.0,69.0,6.8,22.0,0.061446,0,,1.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Maxim Potirniche,,,maxim-potirniche,M. Potirniche,D,,185.0,16,M,63989,EUR,613699200,D,21,21,False,41.0,33.0,8.0,4.0,0.0,25.0,28.0,8.0,13.0,1.0,1.0,5.0,,,,,90.0,53.0,6.9,8.0,0.0027421,0,,,,4.0,,,,2.0,,2.0,8.0,2.0,1.0,,,,,,,,,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Victor Mudrac,,,victor-mudrac,V. Mudrac,D,4,181.0,45,M,224920,EUR,762652800,D,4,4,False,40.0,35.0,5.0,2.0,0.0,27.0,30.0,8.0,10.0,,2.0,4.0,,,,,90.0,54.0,6.6,6.0,0.0073682,1,,,2.0,3.0,2.0,,1.0,,,1.0,5.0,1.0,,1.0,1.0,0.1117,0.0797,,,,,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Ion Borș,Ion Bors,,ion-bors,I. Borș,D,66,,31,M,1083666,EUR,1027555200,D,66,66,False,13.0,10.0,1.0,,0.0,8.0,9.0,2.0,4.0,,2.0,2.0,,,,,34.0,22.0,6.6,4.0,0.00503883,0,,,2.0,3.0,1.0,,,,,,3.0,,,,,,,1.0,1.0,1.0,,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Dumitru Demian,,,dumitru-demian,D. Demian,M,8,184.0,28,M,915558,EUR,918432000,D,8,8,False,20.0,15.0,3.0,2.0,0.0,9.0,12.0,8.0,11.0,1.0,6.0,2.0,,,,,90.0,50.0,6.8,13.0,0.122045,0,,3.0,2.0,6.0,4.0,3.0,2.0,2.0,,2.0,7.0,,,,,,,,1.0,1.0,2.0,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Vladimir Ambros,,,vladimir-ambros,V. Ambros,F,9,180.0,32,M,822189,EUR,757209600,M,9,9,False,27.0,19.0,3.0,2.0,0.0,13.0,15.0,6.0,14.0,,3.0,2.0,1.0,,,,64.0,37.0,6.6,13.0,0.0275924,0,,2.0,,2.0,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,True,1.0,,,,,,
12765051,home,FC Petrocub Hîncesti,Teodor Lungu,Teodor Lungu,,teodor-lungu,T. Lungu,M,30,,45,M,1110526,EUR,802915200,M,39,39,False,40.0,31.0,5.0,2.0,0.0,24.0,25.0,7.0,16.0,,2.0,6.0,1.0,,,,75.0,60.0,6.3,16.0,0.00382626,0,,1.0,2.0,12.0,1.0,1.0,1.0,4.0,,2.0,2.0,,4.0,,,,,2.0,2.0,,,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Donalio Melachio Douanla,Donalio,Melachio Douanla,donalio-melachio-douanla,D. M. Douanla,M,13,180.0,31,M,938171,EUR,875059200,M,20,20,False,16.0,14.0,,,0.0,11.0,11.0,3.0,5.0,,,2.0,,,,,45.0,24.0,6.5,5.0,0.00123464,0,,,,3.0,,,1.0,1.0,,,2.0,1.0,1.0,,,,,2.0,,,,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Dan Pușcaș,,,dan-puscas,D. Pușcaș,M,37,175.0,30,M,1050779,EUR,991353600,M,37,37,False,19.0,15.0,2.0,1.0,0.0,7.0,9.0,8.0,10.0,,2.0,5.0,1.0,,,,75.0,29.0,6.5,8.0,0.00547385,0,,,1.0,4.0,,,3.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Sergiu Plătică,,,sergiu-platica,S. Plătică,D,11,185.0,50,M,883484,EUR,676425600,F,11,11,False,24.0,16.0,,,0.0,10.0,14.0,6.0,11.0,,4.0,5.0,1.0,,,,90.0,44.0,6.8,16.0,0.0535096,1,,1.0,4.0,11.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,,,,0.0236,,1.0,2.0,1.0,,,2.0,1.0,1.0,,,,
12765051,home,FC Petrocub Hîncesti,Gilbert Narh,Narh,Gilbert Djangmah,narh-gilbert-djangmah,N. G. Djangmah,D,17,183.0,38,M,1914988,EUR,1090627200,D,5,5,True,21.0,15.0,4.0,1.0,0.0,6.0,9.0,9.0,12.0,1.0,1.0,2.0,,,,,56.0,28.0,6.0,8.0,0.00425717,0,,,,1.0,,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,1.0,,,
12765051,home,FC Petrocub Hîncesti,Boubacar Diallo,Boubacar,Diallo,boubacar-diallo,B. Diallo,M,,175.0,27,M,1002377,EUR,1021420800,M,6,6,True,16.0,14.0,,,0.0,8.0,9.0,6.0,7.0,,2.0,2.0,1.0,,,,45.0,27.0,6.4,7.0,0.00482405,0,,,1.0,3.0,,,2.0,1.0,,,1.0,,,,,,,2.0,1.0,1.0,,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Mihai Lupan,,,mihai-lupan,M. Lupan,F,23,173.0,48,M,1388127,EUR,1094601600,M,23,23,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,,,,26.0,14.0,6.2,5.0,0.0151558,1,,,,7.0,1.0,,3.0,1.0,,4.0,,,,,,0.0488,,1.0,1.0,,,,1.0,,,,1.0,,
12765051,home,FC Petrocub Hîncesti,Manuel Agyemang,Manuel,Agyemang,manuel-nana-agyemang,M. N. Agyemang,M,8,191.0,34,M,1484181,EUR,1019865600,D,55,55,True,10.0,9.0,1.0,,0.0,7.0,8.0,2.0,2.0,,1.0,2.0,,,,,15.0,13.0,6.4,2.0,0.00167978,0,,,1.0,3.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Marin Caruntu,,,marin-caruntu,M. Caruntu,F,,178.0,18,M,884870,EUR,880675200,F,22,22,True,4.0,2.0,,,0.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,,,,15.0,7.0,6.6,3.0,0.00058386,0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Victor Dodon,Victor Dodon,,victor-dodon,V. Dodon,G,31,186.0,19,M,1124041,EUR,1078099200,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Dumitru Covali,Dumitru Covali,,dumitru-covali,D. Covali,G,,192.0,6,M,1083665,EUR,973468800,G,32,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Vsevolod Nihaev,,,vsevolod-nihaev,V. Nihaev,M,,182.0,6,M,931770,EUR,925776000,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765051,home,FC Petrocub Hîncesti,Vasile Jardan,,,vasile-jardan,V. Jardan,M,22,178.0,14,M,98091,EUR,743126400,M,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765051,away,Real Betis,Adrián,,,adrian,Adrián,G,13,190.0,2122,M,50539,EUR,536630400,G,13,13,False,30.0,24.0,10.0,4.0,0.0,22.0,24.0,2.0,6.0,,,7.0,,2.0,1.0,1.0,90.0,36.0,7.1,7.0,0.00051068,0,0.0797,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
