match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_dispossessed,stat_totalClearance,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_challengeLost,stat_interceptionWon,stat_keyPass,stat_aerialLost,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_bigChanceCreated,captain,stat_blockedScoringAttempt,stat_errorLeadToAGoal,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_bigChanceMissed,stat_hitWoodwork
12504430,home,Como,Jean Butez,jean-butez,J. Butez,G,1,188.0,1319,M,599114,EUR,802569600,G,30,30,False,46.0,36.0,20.0,10.0,0.0,33.0,38.0,3.0,8.0,14.0,1.0,1.0,2.0,90.0,57.0,7.0,10.0,0.00053518,0,-0.5197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504430,home,Como,Ignace Van der Brempt,ignace-van-der-brempt,I. V. d. Brempt,D,77,187.0,738,M,989186,EUR,1017619200,D,77,77,False,18.0,17.0,,,0.0,12.0,12.0,5.0,7.0,1.0,,,,29.0,29.0,6.9,3.0,0.00546802,0,,,,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12504430,home,Como,Edoardo Goldaniga,edoardo-goldaniga,E. Goldaniga,D,5,193.0,345,M,295133,EUR,752198400,D,5,5,False,33.0,30.0,5.0,3.0,0.0,28.0,30.0,2.0,3.0,1.0,,,,57.0,42.0,5.5,5.0,0.00061827,0,,,,,4.0,4.0,,,,2.0,,,3.0,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12504430,home,Como,Alberto Dossena,dossena-alberto,A. Dossena,D,4,195.0,511,M,870211,EUR,908236800,D,13,13,False,49.0,47.0,5.0,4.0,1.0,43.0,43.0,4.0,6.0,1.0,,,,90.0,60.0,7.2,2.0,0.0372906,0,,,,,3.0,7.0,1.0,1.0,,2.0,1.0,1.0,2.0,3.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12504430,home,Como,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186.0,853,M,226974,EUR,791251200,D,2,2,False,43.0,37.0,4.0,3.0,0.0,25.0,30.0,12.0,13.0,2.0,,,,90.0,59.0,6.7,9.0,0.00541921,0,,,,,1.0,3.0,,,,1.0,,1.0,,1.0,,6.0,,,,,,1.0,,,,,,,,,,,,,,,,,
12504430,home,Como,Lucas Da Cunha,lucas-da-cunha,L. Da Cunha,M,33,174.0,1933,M,911848,EUR,992044800,M,33,33,False,40.0,32.0,5.0,1.0,0.0,20.0,24.0,13.0,17.0,5.0,,,,81.0,48.0,6.5,10.0,0.0782587,2,,,,1.0,4.0,1.0,1.0,,,,,1.0,1.0,,,,,,2.0,,1.0,,1.0,2.0,0.0542,,,,,,,,,,,,,,
12504430,home,Como,Maxence Caqueret,maxence-caqueret,M. Caqueret,M,6,174.0,2464,M,859027,EUR,950572800,M,80,80,False,22.0,20.0,,,0.0,11.0,11.0,9.0,11.0,,,,,61.0,34.0,6.4,7.0,0.0120828,1,,,,,5.0,1.0,2.0,,,1.0,,,,,2.0,,,,1.0,,,,,,0.0142,1.0,0.0171,,,,,,,,,,,,
12504430,home,Como,Assane Diao,assane-diao,A. Diao,F,38,185.0,18044,M,1493689,EUR,1126051200,M,38,38,False,14.0,12.0,1.0,1.0,0.0,5.0,5.0,7.0,10.0,3.0,,,,90.0,33.0,7.7,11.0,0.0157962,2,,,,1.0,8.0,8.0,1.0,1.0,,2.0,2.0,3.0,,3.0,4.0,,,4.0,1.0,,,3.0,,,0.2158,2.0,0.8287,1.0,1.0,,,,,,,,,,
12504430,home,Como,Gabriel Strefezza,gabriel-strefezza,G. Strefezza,M,7,168.0,2181,M,877201,EUR,861321600,M,7,7,False,20.0,16.0,3.0,2.0,1.0,5.0,6.0,12.0,16.0,2.0,,,,62.0,29.0,8.3,8.0,0.200579,1,,,,2.0,4.0,1.0,,,,,,1.0,,,2.0,,,1.0,,,3.0,2.0,1.0,,0.0459,1.0,0.1981,1.0,,1.0,,,,,,,,,
12504430,home,Como,Alieu Fadera,fadera-alieu,A. Fadera,M,20,181.0,1183,M,1031548,EUR,1004745600,M,16,16,False,19.0,12.0,1.0,1.0,0.0,6.0,9.0,8.0,13.0,4.0,,,,90.0,58.0,7.4,17.0,0.275064,2,,,,3.0,4.0,6.0,5.0,2.0,,,,2.0,,2.0,,,,3.0,,1.0,1.0,1.0,2.0,,0.0705,2.0,0.051,,1.0,,,,,,,,,,
12504430,home,Como,Patrick Cutrone,patrick-cutrone,P. Cutrone,F,10,183.0,2328,M,795044,EUR,883785600,F,10,10,False,17.0,11.0,,,0.0,3.0,5.0,8.0,12.0,3.0,,,,80.0,30.0,6.7,10.0,0.0345772,2,,,,,7.0,3.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,4.0,,,0.185,1.0,0.0805,,,,True,1.0,,,,,,,
12504430,home,Como,Alessio Iovine,alessio-iovine,A. Iovine,D,,174.0,111,M,350882,EUR,665366400,M,6,6,True,28.0,20.0,3.0,1.0,0.0,16.0,21.0,6.0,9.0,3.0,,,,61.0,44.0,5.9,8.0,0.0664433,0,,,,2.0,7.0,3.0,,,,2.0,1.0,1.0,1.0,,,1.0,,,4.0,1.0,1.0,2.0,2.0,,,,,,,,,,1.0,,,,,,
12504430,home,Como,Fellipe Jack,jack-fellipe,F. Jack,D,6,190.0,438,M,1804801,EUR,1137024000,D,15,15,True,20.0,14.0,4.0,2.0,0.0,10.0,15.0,4.0,5.0,,,,,28.0,24.0,6.6,6.0,0.00199493,0,,,,,,2.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12504430,home,Como,Nico Paz,nico-paz,N. Paz,M,10,185.0,88676,M,1171451,EUR,1094601600,M,79,79,True,15.0,12.0,1.0,1.0,0.0,5.0,5.0,7.0,11.0,3.0,,,,29.0,29.0,7.5,8.0,0.00520887,1,,,,1.0,3.0,5.0,5.0,3.0,,2.0,1.0,,1.0,,,,,2.0,,1.0,1.0,,,,0.8567,1.0,0.9791,1.0,,,,,,nicopaz1o,,,,,
12504430,home,Como,Yannik Engelhardt,yannik-engelhardt,Y. Engelhardt,M,6,184.0,363,M,990209,EUR,981504000,M,26,26,True,11.0,11.0,2.0,2.0,1.0,6.0,6.0,5.0,5.0,,,,,10.0,14.0,7.4,,0.551466,0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,
12504430,home,Como,Máximo Perrone,maximo-perrone,M. Perrone,M,23,178.0,8372,M,1086286,EUR,1041897600,M,23,23,True,8.0,8.0,,,0.0,7.0,7.0,1.0,1.0,1.0,,,,9.0,8.0,6.5,,0.00063961,0,,Maximo Perrone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maxiperrone16,,,,,
12504430,home,Como,Pepe Reina,pepe-reina,P. Reina,G,,188.0,1240,M,26937,EUR,399600000,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504430,home,Como,Emil Audero,emil-audero,E. Audero,G,1,190.0,10668,M,318603,EUR,853545600,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504430,home,Como,Simone Verdi,simone-verdi,S. Verdi,M,99,174.0,614,M,98058,EUR,710899200,M,90,90,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504430,home,Como,Matthias Braunöder,matthias-braunoder,M. Braunöder,M,27,173.0,418,M,962282,EUR,1017187200,M,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504430,home,Como,Andrea Belotti,andrea-belotti,A. Belotti,F,19,181.0,3521,M,220223,EUR,756345600,F,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gallobelotti,,,,,
12504430,home,Como,Federico Chinetti,federico-chinetti,F. Chinetti,F,71,,35,M,1620519,EUR,1131062400,F,60,60,True,,,,,,,,,,,,,,,,,,,0,,Federico,Chinetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504430,away,Udinese,Răzvan Sava,razvan-sava,R. Sava,G,90,195.0,1061,M,1001997,EUR,1024617600,G,90,90,False,22.0,19.0,6.0,3.0,0.0,18.0,18.0,1.0,4.0,4.0,,2.0,5.0,90.0,32.0,6.7,4.0,0.00438704,0,-1.8455,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
12504430,away,Udinese,Thomas Kristensen,thomas-kristensen,T. Kristensen,D,31,197.0,904,M,1063373,EUR,1011225600,D,31,31,False,57.0,49.0,7.0,4.0,0.0,29.0,30.0,20.0,28.0,3.0,,,,90.0,75.0,7.0,11.0,0.116293,0,,Thomas Kristensen,,1.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,,3.0,4.0,,4.0,,1.0,,4.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,
