match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,captain,stat_aerialLost,stat_duelLost,stat_wasFouled,stat_totalCross,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_penaltyConceded,stat_fouls,stat_totalOffside,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_goodHighClaim,stat_outfielderBlock,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,stat_penaltyWon,stat_bigChanceCreated
10388511,home,FC Schalke 04,Ralf Fährmann,ralf-fahrmann,R. Fährmann,G,196,176,M,14113,EUR,591321600,G,1,1,False,41.0,25.0,28.0,13.0,14.0,18.0,11.0,23.0,1.0,1.0,8.0,2.0,1.0,2.0,90.0,48.0,7.3,16.0,0.0,0.0,0.00665343,0,0.1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388511,home,FC Schalke 04,Cédric Brunner,cedric-brunner,C. Brunner,D,179,95,M,330689,EUR,761443200,D,27,27,False,20.0,12.0,3.0,,8.0,10.0,4.0,10.0,1.0,3.0,5.0,,,,63.0,36.0,6.6,12.0,0.0,0.0,0.0417495,0,,Cédric,Brunner,26,True,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10388511,home,FC Schalke 04,Maya Yoshida,maya-yoshida,M. Yoshida,D,189,842,M,24248,EUR,588384000,D,4,4,False,55.0,39.0,14.0,6.0,29.0,36.0,10.0,20.0,4.0,8.0,12.0,,,,90.0,64.0,7.3,17.0,0.0,0.0,0.0262937,0,,,,4,,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
10388511,home,FC Schalke 04,Moritz Jenz,jenz-moritz,M. Jenz,D,190,340,M,920525,EUR,925430400,D,25,25,False,36.0,26.0,10.0,3.0,20.0,24.0,6.0,12.0,4.0,6.0,9.0,,,,90.0,47.0,6.6,10.0,0.287,0.3499,0.00545708,2,,,,15,,5.0,9.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,
10388511,home,FC Schalke 04,Jere Uronen,jere-uronen,J. Uronen,D,177,224,M,138463,EUR,774057600,D,18,18,False,29.0,19.0,7.0,3.0,12.0,15.0,9.0,17.0,5.0,9.0,4.0,,,,90.0,60.0,7.1,17.0,0.0203,0.0,0.0654411,1,,Jere,Uronen,21,,1.0,2.0,2.0,3.0,,1.0,1.0,1.0,,,,,,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,
10388511,home,FC Schalke 04,Alex Král,alex-kral,A. Král,M,185,619,M,825740,EUR,895536000,M,30,30,False,27.0,14.0,4.0,1.0,4.0,5.0,10.0,23.0,4.0,8.0,9.0,,,,90.0,49.0,6.9,20.0,0.3446,0.0,0.265781,6,,,,33,,9.0,12.0,2.0,1.0,1.0,,1.0,,6.0,,,,1.0,,4.0,1.0,,1.0,1.0,,,,,,,,,,
10388511,home,FC Schalke 04,Tom Krauß,tom-krauss,T. Krauß,M,182,398,M,930272,EUR,993168000,M,6,6,False,26.0,18.0,2.0,2.0,10.0,12.0,8.0,14.0,3.0,4.0,5.0,,,,90.0,33.0,6.7,9.0,0.0645,0.1497,0.0193102,2,,,,5,,1.0,5.0,1.0,,,2.0,,,,1.0,,1.0,,,,,1.0,,1.0,2.0,1.0,,,,,,,,
10388511,home,FC Schalke 04,Soichiro Kozuki,soichiro-kozuki,S. Kozuki,M,180,284,M,905353,EUR,977443200,M,38,38,False,9.0,6.0,1.0,,2.0,2.0,4.0,9.0,1.0,4.0,5.0,,,,73.0,33.0,6.6,13.0,0.0621,0.1109,0.123341,2,,,,41,,2.0,8.0,2.0,2.0,,,1.0,,,2.0,,2.0,,,3.0,,,4.0,,,1.0,,,,,,,,
10388511,home,FC Schalke 04,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,174,2797,M,966575,EUR,934416000,M,10,10,False,18.0,11.0,,,4.0,6.0,12.0,25.0,3.0,9.0,1.0,,,,90.0,52.0,7.7,22.0,0.3292,0.0,0.311244,3,,,,10,,4.0,5.0,3.0,13.0,1.0,,,,1.0,,,,,5.0,4.0,3.0,2.0,5.0,4.0,,,,,,,,,,
10388511,home,FC Schalke 04,Tim Skarke,tim-skarke,T. Skarke,M,179,194,M,800252,EUR,842054400,M,20,20,False,11.0,5.0,,,2.0,3.0,3.0,8.0,,2.0,1.0,,,,45.0,15.0,6.4,7.0,0.0,0.0,0.0078933,0,,,,21,,3.0,5.0,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
