match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_interceptionWon,stat_wonTackle,stat_blockedScoringAttempt,stat_fouls,stat_accurateCross,stat_outfielderBlock,stat_bigChanceCreated,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_clearanceOffLine,stat_bigChanceMissed
14064433,home,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189.0,13363,M,gerorulli,128383,EUR,706320000,G,1,1,False,35.0,33.0,4.0,2.0,0.0,31.0,31.0,2.0,4.0,3.0,4.0,4.0,10.0,2.0,1.0,2.0,2.0,1.0,1.0,90.0,49.0,6.6,2.0,0.00090245,75.130882504021,11.0,52.71,19.005,0.2414,0,-0.3707,0.05,0.04,-0.03,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064433,home,Olympique de Marseille,Timothy Weah,weah-timothy,T. Weah,M,22,185.0,11671,M,timothyweah,855810,EUR,951177600,D,22,22,False,47.0,43.0,2.0,2.0,0.0,10.0,11.0,33.0,36.0,,5.0,,4.0,1.0,,,,,,90.0,63.0,6.4,12.0,0.047907,290.34901990447,31.0,135.45,33.81,,1,,-0.08,0.41,-0.42,,,,4.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0265,1.0,-0.1,,,,,,,,,,,,,,,,,,
14064433,home,Olympique de Marseille,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186.0,10877,M,benpavard21,787505,EUR,827971200,D,28,28,False,76.0,73.0,1.0,,0.0,37.0,38.0,36.0,38.0,1.0,3.0,2.0,2.0,1.0,,,,,,90.0,84.0,6.3,4.0,0.0437717,181.31504998595,27.0,111.405,11.55,,0,,0.09,0.14,-0.36,,,,1.0,2.0,,,,,1.0,,,,2.0,,2.0,3.0,1.0,,,,,,,,,,,,,,,
14064433,home,Olympique de Marseille,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188.0,25735,M,nayefaguard,877102,EUR,828144000,D,21,21,False,96.0,95.0,,,0.0,62.0,62.0,33.0,34.0,4.0,6.0,3.0,6.0,1.0,,,,,,76.0,109.0,6.9,2.0,0.0260857,197.31880325467,36.0,86.415,19.845,,2,,0.24,0.12,-0.07,,,,,4.0,,,,1.0,1.0,,1.0,0.1004,,-0.52,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
14064433,home,Olympique de Marseille,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176.0,2398,M,,155997,EUR,775872000,D,33,33,False,67.0,61.0,2.0,1.0,0.0,25.0,26.0,36.0,41.0,1.0,5.0,,7.0,,,,,,,89.0,98.0,7.1,17.0,0.154824,403.053393289,30.0,267.435,49.14,,0,,0.09,0.38,-0.02,,,,11.0,2.0,1.0,2.0,2.0,,2.0,,,,2.0,,1.0,6.0,1.0,,,2.0,1.0,,,,,,,,,,,
14064433,home,Olympique de Marseille,Bilal Nadir,bilal-nadir,B. Nadir,M,26,178.0,4739,M,,1129527,EUR,1069891200,M,26,26,False,65.0,63.0,1.0,1.0,1.0,20.0,20.0,43.0,45.0,,2.0,,4.0,,,,,,,77.0,79.0,6.8,6.0,0.22526,220.19853647586,25.0,129.255,23.1,,3,,0.27,0.28,-0.06,,Bilal,Nadir,1.0,6.0,2.0,,,2.0,2.0,,1.0,0.1749,3.0,-0.21,2.0,2.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,
14064433,home,Olympique de Marseille,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185.0,4495,M,hojbjerg23,149593,EUR,807580800,M,23,23,False,116.0,112.0,4.0,2.0,0.0,37.0,37.0,75.0,79.0,2.0,5.0,1.0,5.0,1.0,,,,,,90.0,127.0,8.2,6.0,0.0951894,308.07456423483,45.0,101.85,19.845,,3,,0.39,0.13,-0.15,,,,,3.0,,,,,2.0,,2.0,0.2843,,0.51,1.0,,2.0,1.0,1.0,,,,True,1.0,2.0,1.0,1.0,0.8695,,,,
14064433,home,Olympique de Marseille,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181.0,65939,M,MGreenwood,942116,EUR,1001894400,M,10,10,False,73.0,60.0,8.0,5.0,0.0,17.0,19.0,43.0,54.0,,7.0,,5.0,2.0,,,,,,90.0,98.0,7.6,21.0,0.52998,428.33531448428,49.0,154.98,26.985,,3,,0.52,0.47,-0.2,,,,7.0,5.0,,7.0,3.0,1.0,2.0,,2.0,0.0755,2.0,-0.26,,,2.0,1.0,,5.0,,,,1.0,1.0,,,0.0153,,,,
14064433,home,Olympique de Marseille,Angel Gomes,angel-gomes,A. Gomes,M,47,168.0,3430,M,,867441,EUR,967680000,M,8,8,False,25.0,24.0,2.0,2.0,0.0,7.0,7.0,17.0,18.0,,,,,,,,,,,45.0,28.0,6.2,2.0,0.0192349,75.958895632874,11.0,8.925,12.075,,1,,0.03,0.02,-0.08,,,,,4.0,1.0,,,,,,,0.0332,1.0,-0.07,1.0,,,1.0,2.0,,,,,,,,,,,,,
14064433,home,Olympique de Marseille,Igor Paixão,igor-paixao,I. Paixão,F,14,168.0,12542,M,,981815,EUR,962150400,M,14,14,False,28.0,24.0,1.0,,0.0,6.0,6.0,18.0,22.0,,4.0,1.0,3.0,1.0,,,,,,89.0,57.0,7.1,21.0,0.0203224,132.62232200708,17.0,40.11,15.12,,2,,-0.22,0.31,-0.18,,,,6.0,9.0,2.0,4.0,1.0,,2.0,,3.0,0.8574,,0.49,1.0,2.0,1.0,1.0,,,,,,3.0,1.0,,1.0,0.9856,1.0,,,
