match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_wonContest,stat_goals,stat_goalAssist,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyMiss,player_sofascoreId
11396445,home,1. FC Heidenheim,Kevin Müller,kevin-muller,K. Müller,G,22,190,180,M,121908,EUR,668995200,G,1,1,False,41.0,26.0,27.0,12.0,18.0,21.0,8.0,20.0,14.0,1.0,2.0,1.0,1.0,2.0,90.0,51.0,7.1,15.0,0.0,0.0,0.00401024,0,-0.0024999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396445,home,1. FC Heidenheim,Haktab Omar Traore,haktab-omar-traore,H. O. Traore,D,23,184,112,M,920022,EUR,886550400,D,23,23,False,19.0,17.0,1.0,,9.0,9.0,8.0,11.0,6.0,,,,,,90.0,35.0,6.1,7.0,0.0,0.0,0.0219073,0,,,,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,
11396445,home,1. FC Heidenheim,Patrick Mainka,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,37.0,28.0,6.0,3.0,22.0,27.0,6.0,10.0,8.0,,,,,,90.0,48.0,6.9,9.0,0.1108,0.1864,0.00717754,2,,,,,3.0,6.0,3.0,,5.0,2.0,,,,,,1.0,,True,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11396445,home,1. FC Heidenheim,Tim Siersleben,tim-siersleben,T. Siersleben,D,4,187,118,M,988252,EUR,952560000,D,4,4,False,33.0,23.0,12.0,7.0,13.0,16.0,10.0,17.0,2.0,,,,,,90.0,53.0,6.9,13.0,0.0409,0.0,0.00945574,1,,,,,2.0,7.0,7.0,,3.0,3.0,4.0,1.0,3.0,,1.0,2.0,,,2.0,3.0,1.0,,1.0,,,,,,,,,,,,
11396445,home,1. FC Heidenheim,Jonas Föhrenbach,jonas-fohrenbach,J. Föhrenbach,D,19,185,79,M,311676,EUR,822614400,D,19,19,False,35.0,27.0,10.0,5.0,18.0,18.0,10.0,19.0,6.0,,,,,,90.0,55.0,6.4,14.0,0.015,0.0,0.0460416,1,,,,2.0,2.0,6.0,3.0,,3.0,,1.0,,2.0,,,1.0,1.0,,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,
11396445,home,1. FC Heidenheim,Lennard Maloney,lennard-maloney,L. Maloney,M,15,187,256,M,893962,EUR,939340800,M,33,33,False,34.0,25.0,6.0,2.0,15.0,19.0,10.0,15.0,10.0,,,,,,90.0,44.0,7.0,9.0,0.0287,0.0,0.0159794,1,,,,,3.0,3.0,6.0,,2.0,2.0,3.0,3.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
11396445,home,1. FC Heidenheim,Norman Theuerkauf,norman-theuerkauf,N. Theuerkauf,D,,183,29,M,15004,EUR,538444800,M,30,30,False,13.0,8.0,,,3.0,5.0,5.0,10.0,3.0,,,,,,73.0,24.0,6.8,9.0,0.0318,0.0,0.00416019,1,,,,2.0,2.0,3.0,4.0,,,3.0,1.0,1.0,2.0,,1.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,,
11396445,home,1. FC Heidenheim,Eren Dinkçi,eren-dinkci,E. Dinkçi,M,8,188,848,M,1067120,EUR,1008201600,M,8,8,False,14.0,10.0,1.0,1.0,2.0,2.0,8.0,18.0,2.0,,,,,,82.0,36.0,8.1,19.0,0.4071,0.8058,0.214183,3,,,,6.0,2.0,9.0,4.0,3.0,,,,,2.0,,1.0,,2.0,,2.0,1.0,1.0,2.0,,,,4.0,,1.0,2.0,,,,,,
11396445,home,1. FC Heidenheim,Marvin Pieringer,marvin-pieringer,M. Pieringer,F,18,189,327,M,909485,EUR,938995200,M,18,18,False,20.0,17.0,,,13.0,13.0,4.0,7.0,6.0,,,,,,73.0,29.0,6.7,5.0,0.0102,0.0,0.0149578,1,,,,,5.0,6.0,7.0,1.0,1.0,2.0,,,2.0,,1.0,1.0,,,4.0,1.0,,,,,,,1.0,1.0,,,,,,,
11396445,home,1. FC Heidenheim,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1027,M,836711,EUR,915408000,M,37,37,False,11.0,11.0,1.0,1.0,8.0,8.0,8.0,15.0,3.0,,,,,,82.0,41.0,7.6,16.0,0.2295,0.2442,0.181943,2,,,,12.0,1.0,9.0,3.0,5.0,,,1.0,,1.0,,,1.0,4.0,,,1.0,,1.0,,,5.0,3.0,1.0,1.0,1.0,1.0,,,,,
