match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_interceptionWon,captain,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_challengeLost,stat_bigChanceMissed,stat_goals,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_ownGoals
10438193,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,25.0,18.0,9.0,2.0,18.0,20.0,5.0,1.0,14.0,2.0,3.0,90.0,42.0,7.4,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438193,home,FC Porto,Rodrigo Conceição,rodrigo-conceicao,R. Conceição,D,27,173,250,M,,945121,EUR,946771200,D,17,17,False,47.0,42.0,,,27.0,28.0,22.0,,2.0,,,61.0,62.0,7.0,9.0,0,,,17.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10438193,home,FC Porto,Fábio Cardoso,fabio-cardoso,F. Cardoso,D,15,187,510,M,,252815,EUR,766713600,D,2,2,False,98.0,94.0,4.0,3.0,64.0,65.0,33.0,6.0,6.0,,,90.0,107.0,7.3,4.0,0,,,30.0,,,1.0,1.0,3.0,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,
10438193,home,FC Porto,Iván Marcano,ivan-marcano,I. Marcano,D,,189,542,M,,26056,EUR,551404800,D,5,5,False,87.0,77.0,9.0,6.0,53.0,56.0,31.0,2.0,7.0,,,90.0,94.0,7.6,10.0,0,,,24.0,,,,1.0,4.0,,,,1.0,1.0,,2.0,1.0,True,2.0,1.0,1.0,1.0,,,,,,,,,,,,
10438193,home,FC Porto,Wendell,wendell,Wendell,D,18,176,3234,M,,335033,EUR,743126400,D,22,22,False,50.0,43.0,2.0,,29.0,32.0,23.0,1.0,7.0,,,90.0,66.0,7.3,11.0,1,,,16.0,5.0,2.0,,2.0,4.0,1.0,,,,1.0,1.0,1.0,,,,3.0,2.0,,1.0,,,,,,,,,,,
10438193,home,FC Porto,Otávio,otavio,Otávio,M,25,171,6972,M,otavio,244801,EUR,792288000,M,25,25,False,83.0,71.0,6.0,2.0,34.0,34.0,52.0,2.0,11.0,,,90.0,102.0,7.8,17.0,2,,,37.0,3.0,,1.0,3.0,9.0,,,1.0,2.0,2.0,1.0,2.0,,,,5.0,5.0,,1.0,1.0,,,,,,,,,,
10438193,home,FC Porto,Matheus Uribe,mateus-uribe,M. Uribe,M,8,182,1621,M,,247773,EUR,669513600,M,8,8,False,49.0,41.0,5.0,3.0,22.0,22.0,27.0,4.0,2.0,,,61.0,61.0,7.4,8.0,0,,,19.0,,,,,9.0,1.0,1.0,,1.0,,,5.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,
10438193,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,46,46,False,26.0,23.0,1.0,1.0,18.0,18.0,9.0,2.0,3.0,,,61.0,35.0,7.3,6.0,1,,,5.0,1.0,,,4.0,1.0,,,,,3.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,
10438193,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,M,11,11,False,48.0,36.0,3.0,2.0,15.0,17.0,32.0,,3.0,,,90.0,66.0,7.3,20.0,0,,,22.0,1.0,1.0,,7.0,2.0,2.0,,2.0,,1.0,3.0,2.0,,,,,,,,,2.0,3.0,2.0,,1.0,,,,,
10438193,home,FC Porto,Mehdi Taremi,mehdi-taremi,M. Taremi,F,99,187,20235,M,mehditaremi9,812533,EUR,711417600,F,9,9,False,26.0,21.0,,,9.0,10.0,16.0,2.0,3.0,,,83.0,38.0,7.5,8.0,4,,,12.0,,,2.0,5.0,3.0,1.0,1.0,2.0,,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,1.0,1.0,,,
