match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_interceptionWon,stat_lastManTackle,player_firstName,player_lastName,stat_totalContest,stat_wonContest,captain,stat_dispossessed,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_shotOffTarget,stat_totalOffside,stat_bigChanceCreated
10408258,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,23.0,4.0,22.0,3.0,2.0,4.0,2.0,19.0,11.0,2.0,3.0,5.0,90.0,35.0,8.2,22.0,0.0,0.0,0.00222963,0,2.1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408258,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,,851282,EUR,920937600,D,2,2,False,21.0,17.0,2.0,1.0,14.0,14.0,4.0,9.0,7.0,,,,68.0,42.0,7.3,7.0,0.0,0.0,0.223913,0,,2.0,1.0,1.0,4.0,6.0,1.0,4.0,6.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10408258,home,Valencia,Eray Cömert,eray-comert,E. Cömert,D,24,183,508,M,,814023,EUR,886550400,D,24,24,False,22.0,17.0,5.0,2.0,7.0,8.0,10.0,14.0,6.0,,,,90.0,35.0,7.5,5.0,0.0,0.0,0.00427802,0,,,,1.0,2.0,4.0,,7.0,3.0,2.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10408258,home,Valencia,Cenk Özkaçar,cenk-ozkacar,C. Özkaçar,D,39,190,733,M,,953097,EUR,970790400,D,15,15,False,14.0,10.0,2.0,,4.0,7.0,6.0,7.0,2.0,,,,90.0,25.0,7.2,4.0,0.0,0.0,0.00330296,0,,,,,1.0,5.0,1.0,6.0,1.0,1.0,,,3.0,2.0,,,,1.0,1.0,,,,,,,,,,,,
10408258,home,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,,227922,EUR,801360000,D,14,14,False,21.0,19.0,,,5.0,5.0,14.0,22.0,7.0,,,,89.0,45.0,7.2,14.0,0.0,0.0,0.0411375,0,,6.0,,,3.0,6.0,1.0,,2.0,2.0,1.0,,,2.0,,,,4.0,3.0,True,1.0,1.0,1.0,2.0,,,,,,,
10408258,home,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187,1800,M,,1122610,EUR,1052784000,M,36,36,False,23.0,19.0,4.0,2.0,6.0,6.0,13.0,19.0,6.0,,,,90.0,51.0,6.2,15.0,0.2795,0.8388,0.0884255,3,,2.0,,,10.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,,2.0,,,,3.0,,,4.0,,,,1.0,3.0,,,,,
10408258,home,Valencia,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,17,17,False,30.0,27.0,2.0,,11.0,11.0,16.0,19.0,5.0,,,,90.0,47.0,7.1,5.0,0.0948,0.0,0.0296367,1,,,,,4.0,5.0,1.0,,3.0,2.0,1.0,2.0,1.0,3.0,,,,1.0,1.0,,1.0,,,1.0,,,1.0,,,,
10408258,home,Valencia,Diego López,diego-lopez,D. López,M,16,172,1350,M,,998950,EUR,1021248000,M,40,40,False,13.0,9.0,1.0,,7.0,8.0,2.0,6.0,5.0,,,,58.0,27.0,6.7,11.0,0.4974,0.8378,0.00356219,3,,1.0,,,9.0,1.0,5.0,,,,3.0,2.0,,2.0,,,,1.0,1.0,,2.0,,,,,2.0,1.0,1.0,,,
10408258,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,,845693,EUR,959644800,M,18,18,False,35.0,28.0,3.0,1.0,6.0,8.0,23.0,29.0,4.0,,,,90.0,47.0,7.6,9.0,0.0176,0.0251,0.281961,1,,2.0,1.0,,1.0,4.0,1.0,,3.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,4.0,,1.0,,,,,
10408258,home,Valencia,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171,6976,M,justinkluivert,851596,EUR,925862400,M,9,9,False,11.0,10.0,,,,,11.0,12.0,3.0,,,,89.0,31.0,6.6,9.0,0.107,0.0,0.169959,3,,1.0,1.0,3.0,9.0,3.0,1.0,,,,4.0,2.0,,1.0,,,,3.0,1.0,,1.0,,2.0,2.0,,,2.0,,1.0,,
10408258,home,Valencia,Edinson Cavani,edinson-cavani,E. Cavani,F,10,184,18667,M,ElMatador,21521,EUR,540259200,F,7,7,False,6.0,5.0,,,4.0,4.0,1.0,3.0,1.0,,,,58.0,11.0,6.6,4.0,0.0,0.0,0.00113997,0,,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,
10408258,home,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183,461,M,,151138,EUR,732844800,D,20,20,True,5.0,2.0,,,2.0,4.0,,1.0,2.0,,,,32.0,15.0,6.2,5.0,0.0,0.0,1.006e-05,0,,,,1.0,6.0,1.0,3.0,3.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,
