match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,player_firstName,player_lastName,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,stat_penaltyWon,captain,stat_goals,stat_lastManTackle,stat_goodHighClaim,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded,stat_errorLeadToAShot
10389792,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,31.0,24.0,15.0,8.0,21.0,25.0,3.0,6.0,1.0,1.0,7.0,3.0,4.0,90.0,40.0,7.8,7.0,0.0,0.0,0.00051436,0,0.4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389792,home,Montpellier,Falaye Sacko,falaye-sacko,F. Sacko,D,77,179,2233,M,796372,EUR,799286400,D,77,77,False,61.0,53.0,3.0,3.0,34.0,35.0,20.0,30.0,,2.0,3.0,,,90.0,86.0,7.0,14.0,0.0,0.0,0.0627407,0,,4.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10389792,home,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,False,55.0,51.0,4.0,3.0,44.0,47.0,7.0,8.0,3.0,5.0,7.0,,,90.0,63.0,7.3,4.0,0.1453,0.0,0.37634,1,,,,6.0,1.0,,,,3.0,2.0,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10389792,home,Montpellier,Boubakar Kouyaté,boubakar-kouyate,B. Kouyaté,D,25,192,907,M,848537,EUR,861062400,D,4,4,False,38.0,34.0,4.0,3.0,24.0,25.0,10.0,13.0,,,2.0,,,71.0,51.0,7.2,4.0,0.2418,0.044,0.00315281,2,,,,6.0,,,,4.0,1.0,,,2.0,3.0,,4.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10389792,home,Montpellier,Issiaga Sylla,issiaga-sylla,I. Sylla,D,4,180,3382,M,291695,EUR,757382400,D,3,3,False,48.0,42.0,5.0,5.0,26.0,28.0,16.0,23.0,1.0,6.0,4.0,,,90.0,84.0,8.1,14.0,0.1246,0.0,0.17617,1,,3.0,,8.0,4.0,1.0,,2.0,5.0,4.0,3.0,,3.0,,3.0,,,1.0,,Issiaga,Sylla,ISylla,2.0,1.0,2.0,,,,,,,,,,
10389792,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,69.0,62.0,6.0,3.0,33.0,34.0,29.0,35.0,,8.0,8.0,,,71.0,78.0,6.5,9.0,0.0,0.0,0.140722,0,,,,5.0,5.0,1.0,,,2.0,2.0,,3.0,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,
10389792,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,43.0,32.0,6.0,3.0,24.0,28.0,8.0,16.0,,4.0,4.0,,,90.0,55.0,6.8,13.0,0.0,0.0,0.0049087,0,,1.0,,5.0,,,,,3.0,,1.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,
10389792,home,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,384,M,848458,EUR,900633600,M,7,7,False,22.0,18.0,,,8.0,8.0,10.0,15.0,,5.0,3.0,,,71.0,35.0,7.2,9.0,0.1959,0.0805,0.0167187,2,,1.0,,3.0,,2.0,,,,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,
10389792,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,65.0,58.0,12.0,10.0,26.0,26.0,34.0,49.0,,7.0,2.0,,,90.0,90.0,8.7,20.0,1.3286,1.8084,0.519817,4,,10.0,2.0,5.0,3.0,4.0,1.0,,,,2.0,4.0,,1.0,,1.0,,1.0,2.0,,,,,1.0,2.0,,,True,2.0,,,,,,
10389792,home,Montpellier,Faitout Maouassa,faitout-maouassa,F. Maouassa,M,27,172,207,M,801287,EUR,899683200,M,27,27,False,10.0,7.0,,,,2.0,8.0,10.0,,5.0,3.0,,,61.0,20.0,7.7,8.0,0.2518,0.8899,0.036345,1,,2.0,1.0,1.0,2.0,2.0,,,,,1.0,1.0,,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,
