match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_duelLost,stat_dispossessed,stat_unsuccessfulTouch,stat_aerialLost,stat_challengeLost,stat_wasFouled,stat_fouls,stat_accurateCross,stat_keyPass,stat_bigChanceCreated,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceMissed
11352328,home,Manchester United,André Onana,,,andre-onana,A. Onana,G,24,190,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,24.0,18.0,13.0,7.0,0.0,14.0,15.0,4.0,9.0,11.0,2.0,2.0,3.0,90.0,38.0,6.9,6.0,0.00161764,0,-0.8809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352328,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184,22996,M,DDalot,843200,EUR,921715200,D,20,20,False,30.0,21.0,5.0,2.0,0.0,13.0,18.0,8.0,17.0,8.0,,,,90.0,64.0,8.1,16.0,0.0125897,1,,5.0,1.0,9.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,6.0,4.0,0.0201,,,,,,,,,,,,,,,,,,
11352328,home,Manchester United,Jonny Evans,,,jonny-evans,J. Evans,D,,188,4344,M,6jevans,30144,EUR,568166400,D,35,35,False,21.0,18.0,2.0,,0.0,15.0,17.0,3.0,4.0,3.0,,,,63.0,36.0,6.7,5.0,0.00176714,0,,,1.0,3.0,,,,4.0,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11352328,home,Manchester United,Raphaël Varane,,,raphael-varane,R. Varane,D,,191,10134,M,raphael_varane,138310,EUR,735696000,D,19,19,False,37.0,32.0,4.0,1.0,0.0,25.0,28.0,7.0,9.0,3.0,,,,90.0,48.0,6.6,6.0,0.00176978,1,,,,2.0,,,1.0,5.0,,,,2.0,1.0,0.0908,,,,,,,,,,,,,,,,,,
11352328,home,Manchester United,Aaron Wan-Bissaka,,,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,awbissaka,863653,EUR,880502400,D,29,29,False,27.0,21.0,2.0,2.0,0.0,10.0,13.0,11.0,14.0,7.0,,,,90.0,58.0,7.2,11.0,0.00715996,0,,,,5.0,3.0,2.0,,5.0,,1.0,5.0,2.0,2.0,,4.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11352328,home,Manchester United,Christian Eriksen,,,christian-eriksen,C. Eriksen,M,24,182,20866,M,chriseriksen8,105734,EUR,698025600,M,14,14,False,16.0,13.0,3.0,2.0,0.0,5.0,6.0,10.0,13.0,5.0,,,,58.0,22.0,6.7,5.0,0.0986619,0,,3.0,,1.0,,,,1.0,,,,1.0,1.0,,3.0,,,1.0,,,2.0,2.0,2.0,,,,,,,,,
11352328,home,Manchester United,Kobbie Mainoo,Kobbie,Mainoo,kobbie-mainoo,K. Mainoo,M,37,180,53174,M,KobbieM,1142175,EUR,1113868800,M,37,37,False,34.0,25.0,4.0,1.0,0.0,13.0,16.0,12.0,18.0,4.0,,,,90.0,45.0,6.4,12.0,0.00807335,0,,,2.0,5.0,3.0,2.0,,1.0,,,1.0,1.0,,,5.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,
11352328,home,Manchester United,Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,180,138483,M,AleGarnacho,1135873,EUR,1088640000,M,17,17,False,26.0,19.0,3.0,2.0,0.0,11.0,17.0,9.0,11.0,4.0,,,,90.0,49.0,6.8,17.0,0.175678,0,,2.0,,7.0,9.0,5.0,,2.0,,,,,,,8.0,1.0,4.0,2.0,1.0,2.0,,1.0,2.0,1.0,,,,,,,,
11352328,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,38.0,23.0,8.0,2.0,0.0,10.0,12.0,15.0,33.0,4.0,,,,90.0,60.0,7.0,23.0,0.180928,2,,7.0,1.0,6.0,1.0,,1.0,2.0,,,,4.0,4.0,0.0571,7.0,2.0,,,1.0,1.0,3.0,2.0,1.0,,True,1.0,,,,,,
11352328,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,357139,M,Rashford,814590,EUR,878256000,M,10,10,False,17.0,10.0,2.0,,0.0,3.0,4.0,7.0,15.0,6.0,,,,88.0,43.0,7.0,21.0,0.059653,2,,2.0,,4.0,7.0,3.0,,1.0,,,,,,0.1003,9.0,4.0,3.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.5381,
