match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_challengeLost,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_hitWoodwork,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue
14053802,home,PSV Eindhoven,Matěj Kovář,,,matej-kovar,M. Kovář,G,32,196,2046,M,927366,EUR,958521600,G,32,32,False,46.0,40.0,11.0,6.0,0.0,39.0,40.0,1.0,6.0,1.0,5.0,1.0,1.0,90.0,49.0,6.5,6.0,0.00075112,121.83185336386,16.0,86.625,19.845,0,-0.4276,0.01,0.03,-0.19,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053802,home,PSV Eindhoven,Sergiño Dest,,,sergino-dest,S. Dest,D,8,173,6120,M,906021,EUR,973209600,D,8,8,False,41.0,38.0,,,0.0,19.0,20.0,19.0,21.0,,3.0,,,45.0,54.0,5.9,8.0,0.0286574,112.08254833532,15.0,9.345,15.12,0,,0.04,0.02,-0.37,,sergino,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053802,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185,1244,M,844234,EUR,853027200,D,22,22,False,60.0,50.0,4.0,2.0,0.0,27.0,34.0,23.0,26.0,1.0,5.0,,,90.0,76.0,5.9,14.0,0.0331369,148.19296124832,16.0,18.27,16.275,0,,0.21,0.11,-0.66,,,1.0,6.0,7.0,1.0,1.0,1.0,2.0,True,3.0,3.0,1.0,1.0,1.0,2.0,2.0,16.640392092736,1.0,,,,,,,,,,,,,,,,,,,,,
14053802,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184,450,M,825838,EUR,920592000,D,4,4,False,53.0,43.0,1.0,,0.0,29.0,33.0,14.0,20.0,4.0,4.0,,,90.0,63.0,7.3,10.0,0.00769575,45.164720252823,7.0,-7.455,10.815,1,,-0.05,0.08,-0.1,,,,6.0,3.0,,,,3.0,,4.0,2.0,1.0,1.0,,,,11.073780971285,1.0,1.0,1.0,1.0,1.0,0.0883,0.6817,0.52,,,,,,,,,,,,,,
14053802,home,PSV Eindhoven,Noah Fernandez,Noah Fernandez,,noah-fernandez,N. Fernandez,M,6,170,797,M,1886213,EUR,1199836800,D,31,31,False,42.0,41.0,,,0.0,21.0,21.0,20.0,21.0,,2.0,,,60.0,50.0,6.5,3.0,0.0182179,61.798198390302,6.0,53.445,19.11,0,,0.04,0.05,-0.28,,,1.0,1.0,4.0,,1.0,,,,,,,3.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,
14053802,home,PSV Eindhoven,Mauro Júnior,,,mauro-junior,M. Júnior,D,17,171,1141,M,893499,EUR,925948800,M,17,17,False,83.0,78.0,1.0,,0.0,31.0,35.0,47.0,48.0,1.0,8.0,,,90.0,108.0,7.2,11.0,0.0893021,211.05423268026,20.0,68.355,25.725,0,,0.37,0.07,0.19,,,2.0,4.0,5.0,,,,1.0,,2.0,,4.0,2.0,,4.0,3.0,73.520903640347,3.0,,,,2.0,,,,1.0,,,,,,,,,,,,,
14053802,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,98.0,81.0,10.0,4.0,2.0,29.0,31.0,52.0,67.0,1.0,5.0,,,90.0,126.0,8.1,28.0,0.539776,285.77719691485,32.0,47.775,23.31,2,,0.63,0.14,-0.14,,,14.0,2.0,6.0,1.0,1.0,1.0,,,,1.0,3.0,3.0,,,1.0,23.338646833096,1.0,1.0,,,2.0,0.1112,0.6151,0.03,1.0,5.0,2.0,1.0,5.0,,,,,,,,,
14053802,home,PSV Eindhoven,Dennis Man,,,dennis-man,D. Man,M,27,182,10450,M,812145,EUR,904089600,M,27,27,False,20.0,14.0,1.0,,0.0,4.0,4.0,10.0,16.0,,1.0,,,45.0,30.0,6.4,10.0,0.0645805,76.623774837996,7.0,37.59,27.72,2,,-0.09,0.22,-0.12,,dennisman,1.0,,4.0,,2.0,2.0,,,,1.0,,,,3.0,1.0,36.098489778627,2.0,,,,,0.1278,,-0.52,,,,2.0,1.0,1.0,1.0,,,,,,,
14053802,home,PSV Eindhoven,Paul Wanner,,,paul-wanner,P. Wanner,M,10,186,3841,M,1146018,EUR,1135296000,M,10,10,False,50.0,43.0,,,0.0,12.0,13.0,31.0,37.0,,2.0,,,90.0,64.0,6.5,12.0,0.180487,139.52846217882,14.0,42.21,13.86,1,,-0.01,0.3,-0.13,,,,6.0,5.0,1.0,2.0,1.0,2.0,,2.0,,,2.0,,3.0,2.0,18.8177639745,1.0,,,,1.0,0.1422,,-0.34,,,,1.0,1.0,,,,,,,,,
14053802,home,PSV Eindhoven,Couhaib Driouech,,,couhaib-driouech,C. Driouech,F,11,175,4625,M,1047395,EUR,1019001600,M,11,11,False,31.0,24.0,2.0,,0.0,10.0,11.0,14.0,20.0,,6.0,,,80.0,40.0,7.4,9.0,0.0716135,133.3621307284,12.0,85.575,17.85,4,,0.12,0.45,-0.15,,,1.0,4.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,52.702835496308,3.0,1.0,1.0,,,0.6024,0.7138,0.46,1.0,1.0,,1.0,,,,2.0,,,,,,
