match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_aerialWon,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_wasFouled,stat_bigChanceCreated,stat_totalOffside,player_firstName,player_lastName,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_goalAssist
11450111,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187.0,289,M,190179,EUR,806803200,G,1,1,False,28.0,10.0,25.0,8.0,3.0,6.0,7.0,22.0,1.0,1.0,11.0,2.0,3.0,90.0,36.0,6.4,19.0,0.00183772,0,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450111,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178.0,204,M,140735,EUR,684028800,D,18,18,False,30.0,24.0,4.0,2.0,5.0,6.0,22.0,34.0,2.0,,3.0,,,90.0,60.0,7.4,17.0,0.369642,0,,True,10.0,3.0,1.0,5.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,
11450111,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185.0,293,M,187231,EUR,817862400,D,37,37,False,34.0,30.0,4.0,3.0,16.0,17.0,14.0,17.0,4.0,,7.0,,,90.0,41.0,6.7,5.0,0.00861225,0,,,,,3.0,2.0,1.0,1.0,,3.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
11450111,home,Samsunspor,Alim Öztürk,alim-ozturk,A. Öztürk,D,5,190.0,29,M,151074,EUR,721958400,D,5,5,False,29.0,16.0,7.0,1.0,12.0,16.0,4.0,13.0,2.0,1.0,6.0,,,90.0,43.0,6.8,14.0,0.00191568,1,,,,,1.0,6.0,,,4.0,1.0,4.0,3.0,1.0,,,1.0,2.0,1.0,0.2017,,,,,,,,,,,,,,,,
11450111,home,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185.0,366,M,803023,EUR,914112000,D,4,4,False,27.0,19.0,1.0,,9.0,14.0,10.0,13.0,4.0,1.0,6.0,,,73.0,56.0,6.5,15.0,0.00853043,1,,,,,1.0,2.0,1.0,,,2.0,1.0,1.0,2.0,1.0,,,1.0,,0.0242,1.0,,,,,,,,,,,,,,,
11450111,home,Samsunspor,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180.0,286,M,190197,EUR,789523200,M,48,48,False,37.0,27.0,2.0,,5.0,7.0,22.0,30.0,4.0,,7.0,,,82.0,52.0,7.1,14.0,0.0584104,2,,,,,,6.0,2.0,1.0,2.0,,3.0,1.0,1.0,1.0,3.0,,2.0,,0.2299,1.0,2.0,1.0,0.0429,,,,,,,,,,,,
11450111,home,Samsunspor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184.0,425,M,802850,EUR,836697600,M,6,6,False,32.0,26.0,3.0,3.0,11.0,13.0,15.0,19.0,3.0,2.0,5.0,,,64.0,46.0,6.8,7.0,0.0112756,1,,,,,,3.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,,,1.0,1.0,0.0076,,,,,,,,,,,,,,,,
11450111,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177.0,633,M,837012,EUR,928281600,M,21,21,False,31.0,26.0,2.0,,6.0,6.0,20.0,27.0,4.0,,4.0,,,90.0,53.0,6.9,14.0,0.0573511,3,,,2.0,,1.0,2.0,4.0,1.0,,,1.0,1.0,4.0,,1.0,,,,0.2309,1.0,,2.0,0.7782,1.0,,,,,,,,,,,
11450111,home,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180.0,801,M,352676,EUR,823824000,M,10,10,False,44.0,36.0,1.0,,6.0,7.0,30.0,38.0,7.0,1.0,5.0,,,90.0,62.0,7.2,14.0,0.0339042,5,,,1.0,,3.0,5.0,2.0,2.0,,,1.0,,4.0,2.0,,,1.0,,0.1811,3.0,1.0,2.0,0.4308,,1.0,,,,,,,,,,
11450111,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174.0,320,M,202032,EUR,777600000,M,11,11,False,38.0,25.0,2.0,2.0,4.0,8.0,22.0,34.0,6.0,,6.0,,,90.0,63.0,7.2,24.0,0.159513,3,,,4.0,1.0,2.0,5.0,5.0,3.0,1.0,,1.0,1.0,3.0,,3.0,,1.0,2.0,0.1114,1.0,2.0,,,,,1.0,,,,,,,,,
