match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_errorLeadToAShot,captain,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_wonContest,stat_errorLeadToAGoal,stat_hitWoodwork
14025281,home,Liverpool,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,19.0,15.0,10.0,6.0,0.0,14.0,14.0,1.0,5.0,6.0,3.0,1.0,1.0,90.0,27.0,7.2,4.0,0.00020424,0.0352,0,0.3005,0.04,0.0,0.19,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025281,home,Liverpool,Conor Bradley,bradley-conor,C. Bradley,D,12,181,15946,M,conorbradley03,1008402,EUR,1057708800,D,12,12,False,37.0,29.0,4.0,1.0,0.0,14.0,17.0,15.0,20.0,5.0,,,,90.0,56.0,7.1,9.0,0.078069,,1,,0.15,0.22,0.26,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0118,-0.02,,,,,,,,,,,,,,,,,,
14025281,home,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,49.0,43.0,6.0,4.0,0.0,25.0,28.0,18.0,21.0,3.0,,,,90.0,65.0,7.0,8.0,0.0104076,,1,,0.07,0.07,0.16,,,,,3.0,4.0,3.0,1.0,12.0,,,,,,2.0,,0.1306,-0.25,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14025281,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,82.0,77.0,9.0,5.0,0.0,42.0,43.0,35.0,39.0,4.0,,,,90.0,90.0,7.9,5.0,0.0173794,,0,,0.33,0.35,0.65,,,,,1.0,1.0,2.0,,4.0,,1.0,,,,1.0,,,,,,,,True,1.0,,,,,,,,,,,,
14025281,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,52.0,43.0,3.0,,0.0,23.0,24.0,20.0,28.0,4.0,,,,90.0,71.0,7.1,13.0,0.0965263,,1,,0.25,0.03,0.31,,,,1.0,1.0,1.0,2.0,,3.0,1.0,1.0,1.0,,,,1.0,0.075,-0.2,,,,,,,4.0,1.0,1.0,1.0,1.0,,,,,,,
14025281,home,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,52.0,46.0,1.0,,0.0,17.0,19.0,29.0,33.0,1.0,,,,90.0,67.0,8.4,10.0,0.181436,,2,,0.31,0.34,0.16,,,,,1.0,2.0,6.0,,,4.0,3.0,2.0,3.0,2.0,1.0,,0.1618,0.51,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.1306,,,
14025281,home,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,51.0,48.0,3.0,1.0,1.0,18.0,18.0,30.0,33.0,1.0,,,,90.0,65.0,7.2,5.0,0.067161,,1,,0.19,0.01,-0.02,,,,,,4.0,5.0,,2.0,,2.0,,1.0,3.0,1.0,,0.1383,-0.37,2.0,1.0,1.0,,,,,,,1.0,3.0,,,,,,,
14025281,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,M,11,11,False,31.0,24.0,2.0,1.0,0.0,4.0,4.0,20.0,27.0,4.0,,,,90.0,62.0,8.1,24.0,0.133458,,3,,0.19,0.62,0.13,,,,2.0,,8.0,7.0,1.0,,,,,5.0,2.0,,2.0,0.2235,0.5,,3.0,,,,,2.0,,,1.0,1.0,8.0,1.0,1.0,0.5214,5.0,,
14025281,home,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,58.0,54.0,2.0,,0.0,17.0,18.0,37.0,40.0,5.0,,,,90.0,72.0,7.3,8.0,0.0990297,,3,,0.36,0.21,-0.03,,,,,,3.0,3.0,1.0,,,2.0,2.0,,,1.0,1.0,0.2758,0.13,1.0,1.0,1.0,,,,2.0,,,,3.0,1.0,2.0,,0.3599,1.0,,
14025281,home,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193,51371,M,CodyGakpo,862967,EUR,926035200,M,18,18,False,22.0,19.0,1.0,1.0,0.0,2.0,3.0,17.0,19.0,3.0,,,,90.0,45.0,7.4,11.0,0.136818,,4,,0.19,0.36,-0.02,,,,,3.0,2.0,9.0,3.0,2.0,,1.0,1.0,2.0,2.0,1.0,2.0,0.1689,-0.58,1.0,,,,,,3.0,,,1.0,2.0,3.0,,,,3.0,,
