match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_lastName,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_ownGoals,stat_shotValueNormalized,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_accurateCross,stat_keyPass,stat_onTargetScoringAttempt,stat_totalOffside,captain,stat_dispossessed,stat_wonContest,stat_goodHighClaim,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed
14910471,home,Tamworth,Jasbir Singh,jasbir-singh,J. Singh,G,1,188.0,21,M,240428,EUR,637200000.0,G,1,1,False,35.0,13.0,34.0,12.0,0.0,2.0,3.0,11.0,32.0,10.0,2.0,3.0,90.0,42.0,7.4,23.0,0.5324,0,0.14,0.03,-0.04,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14910471,home,Tamworth,Kwaku Donkor,kwaku-donkor,K. Donkor,D,50,185.0,9,M,1535460,EUR,1095206400.0,D,15,15,False,14.0,4.0,4.0,,0.0,3.0,7.0,1.0,7.0,5.0,,,83.0,39.0,7.0,18.0,,0,0.03,0.03,0.17,,Kwaku Donkor,1.0,3.0,9.0,1.0,2.0,2.0,1.0,2.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,
14910471,home,Tamworth,Kennedy Digie,kennedy-digie,K. Digie,D,5,191.0,9,M,826360,EUR,850435200.0,D,5,5,False,10.0,5.0,3.0,1.0,0.0,1.0,1.0,4.0,9.0,1.0,,,90.0,23.0,5.9,6.0,,3,-0.1,0.27,-0.66,,,2.0,1.0,4.0,,,5.0,,1.0,,,2.0,,1.0,2.0,1.0,1.0,-0.28,,,,,,,,,,,,,,
14910471,home,Tamworth,Haydn Hollis,haydn-hollis,H. Hollis,D,26,193.0,20,M,108311,EUR,719020800.0,D,26,26,False,12.0,6.0,3.0,,0.0,4.0,4.0,2.0,8.0,,,,90.0,23.0,6.5,8.0,,0,0.09,,-0.03,,,1.0,2.0,2.0,1.0,,6.0,1.0,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,
14910471,home,Tamworth,Luke Fairlamb,luke-fairlamb,L. Fairlamb,D,11,176.0,3,M,245707,EUR,747187200.0,D,11,11,False,19.0,8.0,10.0,3.0,0.0,4.0,8.0,4.0,11.0,5.0,,,90.0,39.0,6.3,16.0,,0,-0.11,0.11,-0.09,,,,4.0,3.0,1.0,,5.0,1.0,,2.0,2.0,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,,,,
14910471,home,Tamworth,Tom Tonks,tom-tonks,T. Tonks,M,4,175.0,16,M,824752,EUR,682041600.0,M,4,4,False,6.0,2.0,1.0,,0.0,,1.0,2.0,5.0,2.0,,,90.0,32.0,6.9,16.0,,0,0.34,0.01,-0.15,,,1.0,6.0,3.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,3.0,4.0,2.0,4.0,,,,,,,,,
14910471,home,Tamworth,Alfie Bates,alfie-bates,A. Bates,M,6,170.0,7,M,958716,EUR,988848000.0,M,6,6,False,22.0,9.0,7.0,2.0,0.0,5.0,8.0,4.0,14.0,3.0,,,90.0,37.0,6.7,14.0,,1,-0.04,0.22,-0.02,,,3.0,2.0,6.0,,,3.0,,1.0,2.0,,1.0,,2.0,1.0,,,-0.12,1.0,,,,1.0,,,,,,,,,
14910471,home,Tamworth,Stefan Mols,stefan-mols,S. Mols,M,14,178.0,9,M,905790,EUR,917740800.0,M,14,14,False,5.0,2.0,2.0,,0.0,,3.0,2.0,2.0,1.0,,,75.0,11.0,6.6,4.0,,1,0.03,0.01,-0.06,,,1.0,2.0,2.0,2.0,,,,,1.0,1.0,,,,,,,-0.01,1.0,,,,,1.0,1.0,,,,,,,
14910471,home,Tamworth,Ben Milnes,ben-milnes,B. Milnes,M,8,176.0,6,M,240308,EUR,684633600.0,M,8,8,False,17.0,6.0,11.0,4.0,0.0,2.0,5.0,4.0,12.0,3.0,,,74.0,36.0,6.5,18.0,,3,0.05,0.08,-0.02,,,,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,1.0,,-0.25,1.0,1.0,4.0,1.0,1.0,,,True,1.0,,,,,
14910471,home,Tamworth,Beck-Ray Enoru,beck-ray-enoru,B. Enoru,M,22,173.0,104,M,1905024,EUR,1030233600.0,M,10,10,False,9.0,2.0,2.0,,0.0,1.0,3.0,1.0,6.0,3.0,,,89.0,30.0,6.6,15.0,,3,0.04,0.17,-0.05,,Beck-Ray Enoru,1.0,7.0,7.0,1.0,4.0,,,1.0,3.0,1.0,2.0,,2.0,2.0,,,0.01,5.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,
