match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_aerialLost,stat_wasFouled,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,captain,stat_challengeLost,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_errorLeadToAShot
11407355,home,Atalanta,Juan Musso,juan-musso,J. Musso,G,1,191,4938,M,juanmusso,263651,EUR,768182400,G,1,1,False,31.0,25.0,10.0,4.0,23.0,24.0,2.0,7.0,1.0,11.0,2.0,2.0,1.0,1.0,90.0,39.0,7.2,6.0,0.0,0.0,0.00039556,0,0.4816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407355,home,Atalanta,Giorgio Scalvini,giorgio-scalvini,G. Scalvini,D,42,194,3375,M,,1012176,EUR,1071100800,D,42,42,False,44.0,39.0,3.0,1.0,25.0,27.0,14.0,17.0,3.0,8.0,,,,,90.0,60.0,7.7,6.0,0.0348,0.0,0.0160553,1,,,,3.0,2.0,8.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11407355,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2156,M,,151003,EUR,730080000,D,19,19,False,27.0,24.0,2.0,1.0,18.0,20.0,6.0,7.0,4.0,5.0,,,,,90.0,35.0,7.0,3.0,0.0,0.0,0.00315434,0,,,,1.0,4.0,2.0,,,,,1.0,1.0,,,,4.0,,,,,,,,,,,,,,,
11407355,home,Atalanta,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183,3276,M,,142148,EUR,740534400,D,23,23,False,43.0,32.0,5.0,1.0,15.0,18.0,17.0,25.0,1.0,4.0,,,,,89.0,47.0,6.7,11.0,0.0,0.0,0.0102389,0,,,,2.0,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
11407355,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,,132318,EUR,708220800,M,77,77,False,29.0,27.0,1.0,,15.0,16.0,12.0,15.0,,8.0,,,,,76.0,49.0,6.9,10.0,0.0485,0.0,0.0209305,2,,,,,4.0,4.0,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,
11407355,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,,100389,EUR,670204800,M,15,15,False,61.0,50.0,7.0,4.0,25.0,29.0,25.0,33.0,,5.0,,,,,90.0,71.0,7.2,14.0,0.0,0.0,0.0670874,0,,,,1.0,3.0,3.0,,,,4.0,2.0,,1.0,1.0,,,,1.0,,,,True,2.0,2.0,,,,,,,
11407355,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,ederson99,946888,EUR,931305600,M,13,13,False,39.0,35.0,1.0,,9.0,11.0,27.0,29.0,,4.0,,,,,90.0,52.0,8.6,5.0,0.2387,0.1675,0.467408,3,,,,,1.0,3.0,,,,2.0,3.0,2.0,,,,,,1.0,1.0,1.0,,,,2.0,1.0,2.0,2.0,1.0,,,
11407355,home,Atalanta,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187,2490,M,,965011,EUR,1026345600,M,22,22,False,25.0,22.0,,,7.0,9.0,16.0,19.0,1.0,3.0,,,,,76.0,39.0,7.2,7.0,0.0,0.0,0.121183,0,,,,1.0,5.0,2.0,,,,1.0,1.0,,1.0,3.0,1.0,2.0,,3.0,,,,,,1.0,1.0,1.0,,,1.0,,
11407355,home,Atalanta,Teun Koopmeiners,teun-koopmeiners,T. Koopmeiners,M,8,183,6981,M,teunkoopmeiners,803033,EUR,888624000,F,7,7,False,35.0,30.0,2.0,1.0,7.0,9.0,28.0,35.0,,4.0,,,,,90.0,59.0,7.0,17.0,0.1391,0.0,0.214288,2,,,,,6.0,4.0,6.0,2.0,1.0,,,,2.0,2.0,,1.0,2.0,9.0,,1.0,,,,4.0,5.0,,,,1.0,1.0,
11407355,home,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192,14835,M,cdk,960441,EUR,984182400,F,17,17,False,31.0,29.0,,,11.0,11.0,19.0,24.0,,6.0,,,,,82.0,48.0,7.4,12.0,0.0,0.0,0.114895,0,,,,,5.0,3.0,4.0,1.0,,,2.0,2.0,3.0,1.0,,,,4.0,1.0,,,,,3.0,1.0,1.0,,,1.0,,
11407355,home,Atalanta,Gianluca Scamacca,gianluca-scamacca,G. Scamacca,F,9,195,6692,M,scamacca,807301,EUR,915148800,F,90,90,False,35.0,26.0,3.0,3.0,4.0,4.0,22.0,31.0,1.0,2.0,,,,,81.0,62.0,8.4,20.0,0.5223,1.4406,0.0868058,6,,,,3.0,11.0,7.0,4.0,1.0,1.0,,,,4.0,1.0,1.0,4.0,3.0,,3.0,2.0,,,,1.0,,,3.0,2.0,,1.0,
11407355,home,Atalanta,Mitchel Bakker,mitchel-bakker,M. Bakker,D,5,185,1246,M,,856638,EUR,961459200,D,20,20,True,8.0,7.0,,,6.0,6.0,1.0,3.0,,3.0,,,,,14.0,17.0,6.9,3.0,0.0,0.0,0.00287895,0,,,,,1.0,3.0,2.0,2.0,,,,,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,
11407355,home,Atalanta,Emil Holm,emil-holm,E. Holm,D,2,191,1648,M,,965264,EUR,958176000,D,3,3,True,5.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,,,,,14.0,11.0,7.0,1.0,0.1416,0.0608,0.0003067,2,,,,2.0,1.0,3.0,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,
11407355,home,Atalanta,Luis Muriel,luis-muriel,L. Muriel,F,10,178,3941,M,luisfmuriel9,119242,EUR,671760000,F,9,9,True,5.0,4.0,,,,,6.0,7.0,,1.0,,,,,9.0,10.0,7.1,2.0,0.0834,0.0778,0.185526,1,,,,,2.0,,,,,,,,,1.0,,,,2.0,1.0,,,,,3.0,2.0,,1.0,,,,
11407355,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,80703,M,molalookman,824200,EUR,877305600,F,11,11,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,2.0,,,,,8.0,5.0,6.8,1.0,0.0566,0.1073,0.0313791,1,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,
11407355,home,Atalanta,José Luis Palomino,jose-luis-palomino,J. L. Palomino,D,19,188,536,M,,79680,EUR,631497600,D,6,6,True,7.0,7.0,1.0,1.0,5.0,5.0,2.0,2.0,,1.0,,,,,1.0,8.0,,,0.0,0.0,0.00260839,0,,José,Luis Palomino,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407355,home,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,,865646,EUR,962409600,G,29,29,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407355,home,Atalanta,Francesco Rossi,francesco-rossi,F. Rossi,G,31,193,299,M,,80074,EUR,672710400,G,31,31,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407355,home,Atalanta,Rafael Tolói,rafael-toloi,R. Tolói,D,2,185,2015,M,,82943,EUR,655516800,D,2,2,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407355,home,Atalanta,Giovanni Bonfanti,giovanni-bonfanti,G. Bonfanti,D,94,187,345,M,,1183625,EUR,1042761600,D,43,43,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407355,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189,7385,M,pasalicmario,190437,EUR,792288000,M,8,8,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
