match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_sofascoreId,stat_aerialWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_lastManTackle,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_keyPass,captain,stat_goals,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goodHighClaim,stat_outfielderBlock
11392857,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,24.0,22.0,3.0,1.0,22.0,22.0,2.0,5.0,1.0,2.0,1.0,1.0,90.0,27.0,6.7,2.0,0.0,0.0,8.214e-05,0,-1.1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392857,home,Lille,Tiago Santos,,,tiago-santos,T. Santos,D,22,175,1632,M,1087364,EUR,1027382400,D,22,22,False,44.0,35.0,2.0,2.0,15.0,15.0,34.0,3.0,,,,,90.0,83.0,6.4,22.0,0.0,0.0,0.0356679,0,,21.0,5.0,1.0,6.0,6.0,1.0,6.0,2.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,
11392857,home,Lille,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,20033,M,1153315,EUR,1131840000,D,15,15,False,103.0,93.0,8.0,4.0,65.0,67.0,36.0,6.0,,,,,90.0,117.0,7.3,11.0,0.1211,0.2889,0.0123781,1,,28.0,,,,6.0,,1.0,1.0,2.0,1.0,,,YL15,3.0,1.0,4.0,2.0,2.0,,,,,,,,,,,,,,
11392857,home,Lille,Samuel Umtiti,,,samuel-umtiti,S. Umtiti,D,,182,3972,M,96547,EUR,753235200,D,14,14,False,60.0,57.0,2.0,1.0,44.0,46.0,14.0,4.0,,,,,45.0,65.0,6.5,4.0,0.0,0.0,0.00618107,0,,13.0,,,2.0,2.0,,1.0,,,,1.0,,samumtiti,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11392857,home,Lille,Ismaily,,,ismaily,Ismaily,D,,177,339,M,78352,EUR,632016000,D,31,31,False,56.0,52.0,2.0,1.0,23.0,23.0,38.0,5.0,,,,,90.0,78.0,6.7,12.0,0.0373,0.0,0.439158,1,,30.0,5.0,1.0,5.0,2.0,1.0,3.0,,1.0,,2.0,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
11392857,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,84.0,69.0,8.0,6.0,39.0,43.0,42.0,10.0,,,,,90.0,94.0,8.0,15.0,0.1673,0.713,0.5227,1,,31.0,1.0,1.0,2.0,5.0,,1.0,1.0,,,2.0,2.0,,1.0,1.0,,1.0,,,,,,,,,2.0,True,1.0,,,,
11392857,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168,3430,M,867441,EUR,967680000,M,8,8,False,85.0,78.0,19.0,17.0,40.0,42.0,43.0,5.0,,,,,90.0,89.0,7.7,7.0,0.0,0.0,0.162399,0,,38.0,,,,4.0,,,,,,3.0,,,,,,1.0,1.0,,,,,,,,2.0,,,,,,
11392857,home,Lille,Yusuf Yazıcı,,,yusuf-yazici,Y. Yazıcı,M,97,183,2263,M,827804,EUR,854496000,M,12,12,False,,,,,,,,,,,,,23.0,3.0,6.4,1.0,0.1302,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
11392857,home,Lille,Rémy Cabella,,,remy-cabella,R. Cabella,M,20,171,1177,M,72998,EUR,636854400,M,10,10,False,47.0,40.0,1.0,,10.0,10.0,42.0,1.0,,,,,90.0,75.0,7.1,24.0,0.0865,0.0,0.527689,1,,31.0,5.0,1.0,8.0,4.0,1.0,6.0,2.0,,5.0,1.0,1.0,,1.0,,,,,,,,2.0,1.0,1.0,,4.0,,,,,,
11392857,home,Lille,Hakon Arnar Haraldsson,,,haraldsson-hakon-arnar,H. A. Haraldsson,M,10,180,2141,M,1138804,EUR,1049932800,M,7,7,False,25.0,20.0,1.0,1.0,7.0,7.0,18.0,2.0,,,,,64.0,31.0,6.4,7.0,0.0,0.0,0.0160556,0,,13.0,,,2.0,1.0,,2.0,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,
