match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_blockedScoringAttempt,stat_wasFouled,captain,stat_bigChanceMissed,stat_totalTackle,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wonTackle,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_outfielderBlock,stat_penaltyConceded
11067380,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,35.0,31.0,10.0,6.0,31.0,33.0,2.0,4.0,1.0,1.0,1.0,90.0,39.0,6.4,4.0,0.0,0.0,0.00029039,0,-0.5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067380,home,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,,273329,EUR,721353600,D,12,12,False,77.0,74.0,5.0,5.0,30.0,31.0,50.0,7.0,,,,90.0,100.0,8.9,5.0,0.4623,0.9168,0.534223,2,,1.0,47.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,
11067380,home,Palmeiras,Luan Garcia,luan,L. Garcia,D,13,186,749,M,,250351,EUR,736992000,D,13,13,False,75.0,71.0,16.0,15.0,46.0,46.0,29.0,5.0,,,,90.0,86.0,8.0,4.0,0.8245,0.7459,0.0184151,2,,,25.0,,,,4.0,3.0,5.0,,,1.0,1.0,7.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11067380,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,60.0,55.0,5.0,3.0,38.0,39.0,21.0,4.0,,,,90.0,66.0,7.0,6.0,0.3376,0.0,0.00281699,1,,1.0,17.0,,,3.0,3.0,3.0,4.0,1.0,1.0,,,1.0,,,,1.0,,,,,,True,1.0,1.0,,,,,,,,,,,,
11067380,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,,881110,EUR,903916800,D,22,22,False,49.0,42.0,5.0,2.0,21.0,24.0,27.0,3.0,,,,90.0,68.0,6.8,10.0,0.0629,0.0213,0.0141616,1,,,21.0,2.0,,,,,2.0,,,1.0,,,2.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,
11067380,home,Palmeiras,Zé Rafael,ze-rafael,Z. Rafael,M,6,175,2603,M,,329069,EUR,740188800,M,8,8,False,36.0,33.0,1.0,,16.0,16.0,20.0,5.0,,,,77.0,50.0,6.6,7.0,0.0,0.0,0.132828,0,,,17.0,,,1.0,3.0,7.0,6.0,1.0,,,,,2.0,1.0,2.0,2.0,,,1.0,,2.0,,,1.0,1.0,2.0,,,,,,,,,,
11067380,home,Palmeiras,Gabriel Menino,gabriel-menino,G. Menino,M,25,176,2791,M,,974556,EUR,970185600,M,25,25,False,79.0,68.0,12.0,9.0,35.0,36.0,44.0,6.0,,,,90.0,96.0,7.6,14.0,0.0353,0.0,0.0303527,1,,,33.0,1.0,,,2.0,3.0,5.0,,1.0,,,,2.0,,2.0,2.0,,,,,1.0,,,1.0,,2.0,1.0,1.0,,,,,,,,
11067380,home,Palmeiras,Artur,artur,Artur,M,7,168,3069,M,,841128,EUR,887500800,M,14,14,False,42.0,38.0,2.0,2.0,10.0,10.0,34.0,3.0,,,,80.0,59.0,7.6,6.0,0.1412,0.0,0.113625,3,,,29.0,2.0,1.0,1.0,,3.0,7.0,,3.0,,,2.0,,,,2.0,,,1.0,,2.0,,,1.0,,5.0,4.0,1.0,1.0,,,,,,,
11067380,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,False,42.0,37.0,5.0,4.0,12.0,13.0,38.0,4.0,,,,77.0,68.0,9.3,16.0,1.1243,1.9074,0.387624,5,,,26.0,9.0,1.0,,,2.0,5.0,1.0,1.0,4.0,2.0,,,2.0,,3.0,,,1.0,,2.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,
11067380,home,Palmeiras,Dudu,dudu,Dudu,F,92,167,5188,M,7_dudu,147464,EUR,694742400,M,7,7,False,27.0,19.0,4.0,3.0,2.0,2.0,29.0,7.0,,,,80.0,55.0,7.7,17.0,0.5578,0.4381,0.0522026,7,,,17.0,4.0,,1.0,,4.0,10.0,,4.0,2.0,,,,1.0,,2.0,,,1.0,1.0,1.0,,1.0,,,11.0,9.0,,,,,,,,,
