match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_outfielderBlock,stat_wasFouled,stat_fouls,captain,stat_goalAssist,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_errorLeadToAShot,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_penaltyMiss,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,player_sofascoreId,stat_penaltyConceded
10665979,home,Abha,Devis Epassy,,,devis-epassy,D. Epassy,G,1,187,1481,M,362758,EUR,728611200,G,16,16,False,32.0,28.0,7.0,3.0,26.0,27.0,2.0,5.0,11.0,2.0,3.0,90.0,43.0,6.6,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665979,home,Abha,Saeed Al Hamsal,,,saeed-al-hamsal,S. A. Hamsal,D,39,176,21,M,818563,EUR,829785600,D,39,39,False,27.0,16.0,8.0,1.0,8.0,12.0,8.0,17.0,4.0,,,77.0,49.0,6.3,14.0,1,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665979,home,Abha,Amine Attouchi,,,amine-attouchi,A. Atouchi,D,,186,95,M,866170,EUR,709948800,D,19,19,False,41.0,36.0,3.0,1.0,23.0,24.0,13.0,17.0,5.0,,,89.0,50.0,6.7,5.0,0,,2.0,1.0,1.0,,4.0,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10665979,home,Abha,Abdullah Al-Zoari,,,abdullah-al-zoari,A. Z. Aldossary,D,,178,7,M,118137,EUR,555811200,D,3,3,False,66.0,56.0,7.0,2.0,33.0,36.0,23.0,30.0,3.0,,,90.0,74.0,6.3,11.0,1,,4.0,4.0,2.0,,2.0,1.0,1.0,1.0,,,,True,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10665979,home,Abha,Sari Amro,,,sari-amro,S. Amro,D,,178,2,,817952,EUR,627091200,D,31,31,False,66.0,58.0,5.0,,26.0,26.0,32.0,41.0,8.0,,,90.0,89.0,7.0,12.0,0,1.0,2.0,6.0,,,2.0,5.0,2.0,1.0,,,1.0,,,,,,,1.0,1.0,1.0,6.0,1.0,1.0,,,,,,,,,,,,,
10665979,home,Abha,Riyadh Sharahili,,,riyadh-sharahili,R. Sharahili,M,26,185,28,M,818624,EUR,735955200,M,89,89,False,38.0,32.0,4.0,2.0,14.0,15.0,18.0,23.0,3.0,,,90.0,50.0,6.6,7.0,2,,3.0,5.0,1.0,1.0,1.0,3.0,2.0,,,,2.0,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,
10665979,home,Abha,Uroš Matić,,,uros-matic,U. Matić,M,,185,66,M,63273,EUR,643420800,M,8,8,False,39.0,28.0,3.0,1.0,11.0,12.0,17.0,28.0,5.0,,,90.0,53.0,6.5,18.0,1,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
10665979,home,Abha,Nawaf Al Sadi,Nawaf Alsadi,,nawaf-alsadi,N. A. Sadi,M,18,172,64,M,1115888,EUR,972086400,M,18,18,False,26.0,17.0,2.0,,1.0,2.0,17.0,28.0,2.0,,,90.0,52.0,5.5,26.0,0,4.0,16.0,4.0,,,,1.0,1.0,1.0,,2.0,4.0,,,,,,1.0,5.0,8.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
10665979,home,Abha,Saad Bguir,Saad,Bguir,bguir-saad,S. Bguir,M,18,178,637,M,563030,EUR,764294400,M,10,10,False,40.0,35.0,6.0,5.0,4.0,4.0,34.0,50.0,2.0,,,90.0,65.0,6.8,20.0,2,14.0,3.0,1.0,,,,,,1.0,,1.0,,,,,,,4.0,2.0,1.0,,,,,3.0,,1.0,2.0,1.0,,,,,,,,
10665979,home,Abha,Saleh Al-Amri,,,saleh-al-amri,S. Al-Amri,M,93,176,147,M,791578,EUR,750556800,M,7,7,False,43.0,36.0,1.0,1.0,11.0,12.0,25.0,36.0,2.0,,,85.0,72.0,6.8,22.0,3,5.0,11.0,6.0,1.0,,,2.0,1.0,1.0,,2.0,1.0,,,2.0,,,,2.0,7.0,2.0,,,,,,1.0,3.0,,1.0,1.0,,,,,,
