match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_shotValueNormalized,stat_totalClearance,stat_outfielderBlock,stat_fouls,stat_aerialLost,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_challengeLost,stat_goals,stat_totalOffside,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_errorLeadToAShot
14425842,home,Everton,Mark Travers,,,mark-travers,M. Travers,G,12,191.0,615,M,856720,EUR,926985600,G,12,12,False,32.0,23.0,10.0,1.0,0.0,22.0,24.0,1.0,8.0,6.0,1.0,1.0,1.0,90.0,35.0,6.4,9.0,0,0.0,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14425842,home,Everton,Séamus Coleman,,,seamus-coleman,S. Coleman,D,23,177.0,890,M,76632,EUR,592531200,D,23,23,False,53.0,45.0,3.0,,0.0,16.0,20.0,29.0,33.0,7.0,,,,90.0,80.0,7.3,12.0,1,0.09,0.14,0.14,True,1.0,4.0,2.0,10.0,1.0,3.0,2.0,1.0,5.0,3.0,3.0,1.0,1.0,-0.08,,,,,,,,,,,,,,,,,
14425842,home,Everton,James Tarkowski,,,james-tarkowski,J. Tarkowski,D,6,185.0,2542,M,145188,EUR,722131200,D,6,6,False,91.0,80.0,11.0,7.0,0.0,39.0,41.0,41.0,50.0,7.0,,,,90.0,103.0,8.6,11.0,1,0.49,0.14,0.54,,,5.0,1.0,11.0,,,,1.0,1.0,2.0,1.0,,4.0,-0.22,2.0,1.0,1.0,,,,,,,,,,,,,,
14425842,home,Everton,Michael Keane,,,michael-keane,M. Keane,D,5,188.0,1569,M,110846,EUR,726710400,D,5,5,False,79.0,74.0,5.0,3.0,0.0,48.0,50.0,26.0,29.0,4.0,,,,90.0,90.0,7.5,6.0,0,0.2,0.12,0.35,,,3.0,3.0,5.0,,1.0,,,2.0,2.0,2.0,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
14425842,home,Everton,Vitaliy Mykolenko,,,vitaliy-mykolenko,V. Mykolenko,D,16,180.0,4073,M,876643,EUR,927936000,D,16,16,False,61.0,50.0,5.0,1.0,0.0,24.0,28.0,26.0,33.0,4.0,,,,87.0,80.0,7.2,17.0,0,0.28,0.14,0.21,,5.0,2.0,1.0,4.0,,,,,,,,,2.0,,2.0,,1.0,,mikola_16,2.0,1.0,2.0,,,,,,,,,
14425842,home,Everton,Harrison Armstrong,,,harrison-armstrong,H. Armstrong,M,45,185.0,582,M,1627560,EUR,1169164800,M,45,45,False,64.0,59.0,2.0,1.0,2.0,19.0,21.0,40.0,43.0,5.0,,,,90.0,71.0,8.3,8.0,1,0.6,0.12,0.13,,,2.0,3.0,4.0,,2.0,1.0,,,1.0,,2.0,,-0.19,,,,2.0,,,2.0,3.0,1.0,1.0,,,,,,,
14425842,home,Everton,James Garner,,,james-garner,J. Garner,M,37,182.0,3005,M,927361,EUR,984441600,M,37,37,False,100.0,95.0,4.0,2.0,0.0,32.0,33.0,63.0,67.0,3.0,,,,90.0,110.0,7.5,9.0,1,0.5,0.33,0.19,,3.0,,,,,,,,1.0,,,,,-0.08,1.0,,,,,,,1.0,,,1.0,,,,,,
14425842,home,Everton,Dwight McNeil,Dwight,McNeil,dwight-mcneil,D. McNeil,M,7,183.0,1967,M,935543,EUR,943228800,M,7,7,False,48.0,39.0,5.0,2.0,0.0,10.0,10.0,29.0,38.0,2.0,,,,78.0,64.0,7.0,14.0,2,0.45,0.05,-0.01,,5.0,,3.0,2.0,2.0,,,1.0,,,,,2.0,-0.35,,,,1.0,,2.0,,1.0,,,1.0,,,,,,
14425842,home,Everton,Carlos Alcaraz,,,carlos-alcaraz,C. Alcaraz,M,24,183.0,6111,M,1017392,EUR,1038614400,M,24,24,False,52.0,43.0,3.0,3.0,0.0,16.0,16.0,27.0,36.0,3.0,,,,78.0,65.0,8.3,13.0,2,0.04,0.12,-0.04,,,1.0,3.0,6.0,,3.0,3.0,,,2.0,2.0,3.0,,0.53,,,1.0,1.0,_alcaraz22,,,1.0,,2.0,,1.0,1.0,,,,
14425842,home,Everton,Jack Grealish,,,jack-grealish,J. Grealish,M,18,180.0,57959,M,189061,EUR,810691200,M,18,18,False,40.0,38.0,,,0.0,12.0,12.0,26.0,28.0,5.0,,,,60.0,53.0,7.0,6.0,2,0.25,0.43,0.18,,,,5.0,,2.0,2.0,,,,,,,,-0.55,,1.0,,,JGrealish,,1.0,3.0,,1.0,1.0,1.0,,,,,
