match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_dribbleValueNormalized,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_aerialWon,stat_wonContest,stat_shotOffTarget,captain,stat_challengeLost,stat_dispossessed,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_goals,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
14573086,home,FC Drita,Faton Maloku,faton-maloku,F. Maloku,G,1,188,75,M,921157,EUR,676598400,G,1,1,False,24.0,13.0,15.0,4.0,0.0,13.0,18.0,6.0,1.0,13.0,1.0,1.0,1.0,3.0,90.0,39.0,7.3,12.0,0.00012506,0.1022,0,0.2301,0.06,0.65,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573086,home,FC Drita,Besnik Krasniqi,besnik-krasniqi,B. Krasniqi,D,2,181,35,M,1030954,EUR,633830400,D,2,2,False,28.0,17.0,6.0,,0.0,9.0,13.0,15.0,4.0,4.0,,3.0,,,90.0,61.0,6.6,16.0,0.0052854,,0,,-0.05,0.26,,7.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,14.840204390284,3.0,-11.655,-2.625,-0.23,,,,,,,,,,,,,,,,,,,,,
14573086,home,FC Drita,Egzon Bejtulai,egzon-bejtulai,E. Bejtulai,D,15,182,36,M,167541,EUR,757900800,D,15,15,False,32.0,22.0,11.0,6.0,0.0,17.0,24.0,8.0,4.0,2.0,,3.0,,,90.0,50.0,7.1,11.0,0.00387718,,1,,0.12,0.31,,4.0,1.0,3.0,4.0,,2.0,3.0,3.0,2.0,,1.0,1.0,,62.289895030404,10.0,32.76,7.455,0.05,1.0,0.0384,0.0,,,,,,,,,,,,,,,,,,
14573086,home,FC Drita,Jorgo Pëllumbi,pellumbi-jorgo,P. Jorgo,D,32,186,54,M,2125619,EUR,963619200,D,32,32,False,20.0,13.0,8.0,3.0,0.0,12.0,14.0,6.0,2.0,2.0,,1.0,,,90.0,31.0,7.1,7.0,0.0001017,,0,,-0.02,0.37,,1.0,,,,,4.0,1.0,2.0,,,,,,30.308081494858,5.0,19.005,7.98,0.03,,,,1.0,,,,,,,,,,,,,,,,,
14573086,home,FC Drita,Raddy Ovouka,raddy-ovouka,R. Ovouka,D,26,183,93,M,1111213,EUR,944524800,D,26,26,False,29.0,14.0,7.0,4.0,0.0,6.0,10.0,19.0,10.0,6.0,,4.0,,,90.0,57.0,7.6,23.0,0.00886572,,1,,0.01,0.33,,4.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,,,130.85351044663,13.0,114.24,24.255,0.26,,0.0381,-0.24,2.0,1.0,1.0,,,,,,,,,,,,,,,
14573086,home,FC Drita,Rron Broja,rron-broja,R. Broja,M,4,175,32,M,885049,EUR,829008000,M,4,4,False,22.0,17.0,2.0,1.0,0.0,10.0,12.0,10.0,7.0,5.0,,5.0,,,45.0,38.0,6.9,10.0,0.00268085,,0,,0.1,-0.08,,7.0,,,6.0,,,,1.0,3.0,3.0,2.0,2.0,,19.848876023255,3.0,16.17,11.13,0.0,,,,,,,True,2.0,2.0,,,,,,,,,,,,
14573086,home,FC Drita,Almir Ajzeraj,almir-ajzeraj,A. Ajzeraj,M,7,173,32,M,942921,EUR,876009600,M,7,7,False,24.0,19.0,1.0,1.0,0.0,9.0,10.0,14.0,10.0,2.0,,6.0,,,89.0,46.0,7.6,7.0,0.100662,,1,,0.13,-0.12,,10.0,2.0,1.0,6.0,,2.0,1.0,,3.0,2.0,3.0,,,79.715746835925,9.0,61.005,18.9,0.08,,0.1772,0.19,1.0,,,,5.0,,,,2.0,1.0,1.0,0.4096,1.0,,,,,
14573086,home,FC Drita,Vesel Limaj,vesel-limaj,V. Limaj,M,8,183,22,M,801023,EUR,849398400,M,8,8,False,26.0,19.0,3.0,,0.0,13.0,14.0,12.0,4.0,4.0,,1.0,,,90.0,38.0,6.6,10.0,0.00234638,,1,,0.03,0.13,,6.0,,1.0,6.0,1.0,4.0,,,,,,1.0,,63.292001752167,8.0,38.01,15.645,0.03,1.0,0.0429,-0.07,3.0,,,,2.0,1.0,,,,,,,,,,,,
14573086,home,FC Drita,Albert Dabiqaj,albert-dabiqaj,A. Dabiqaj,M,14,182,37,M,986321,EUR,836956800,M,14,14,False,24.0,14.0,3.0,1.0,0.0,5.0,6.0,18.0,6.0,3.0,,1.0,,,90.0,36.0,7.0,12.0,0.00924042,,0,,0.02,-0.01,,9.0,,1.0,2.0,,,,2.0,1.0,2.0,1.0,,,73.280104257521,7.0,62.265,20.685,0.09,,,,4.0,,,,1.0,,,,,,,,,,,,,
14573086,home,FC Drita,Blerton Sheji,blerton-sheji,B. Sheji,D,3,180,15,M,1065117,EUR,972086400,M,3,3,False,16.0,11.0,4.0,3.0,0.0,7.0,7.0,9.0,8.0,3.0,,2.0,,,90.0,39.0,7.0,13.0,0.00287247,,0,,0.08,0.26,,-1.0,5.0,2.0,8.0,3.0,1.0,,,1.0,,4.0,3.0,,63.433047203428,9.0,31.395,7.35,-0.51,,,,2.0,,,,,,,,,,,,,,,,,
