match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_lastManTackle,stat_expectedGoals,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_goalAssist,stat_goals,stat_totalOffside,stat_hitWoodwork
11408463,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,16.0,14.0,2.0,1.0,13.0,15.0,1.0,1.0,3.0,8.0,1.0,1.0,1.0,5.0,2.0,90.0,32.0,7.3,2.0,0.00032004,0,0.9408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408463,home,Benfica,Alexander Bah,alexander-bah,A. Bah,D,6,183,2276,M,,850976,EUR,881625600,D,6,6,False,59.0,53.0,4.0,3.0,30.0,30.0,24.0,30.0,,7.0,,,,,,84.0,85.0,6.7,10.0,0.0419044,0,,,,1.0,1.0,3.0,9.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11408463,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,,983542,EUR,1021507200,D,44,44,False,94.0,86.0,7.0,5.0,49.0,53.0,37.0,41.0,3.0,14.0,,,,,,90.0,108.0,7.2,9.0,0.0391782,0,,,,,,2.0,4.0,6.0,1.0,1.0,,3.0,1.0,1.0,,,,,,5.0,,,,,,,,,,,,,,,
11408463,home,Benfica,António Silva,antonio-silva,A. Silva,D,4,187,8155,M,antoniosilva.66,1006069,EUR,1067472000,D,4,4,False,85.0,82.0,3.0,3.0,52.0,53.0,30.0,32.0,2.0,6.0,,,,,,90.0,98.0,7.3,4.0,0.0115965,1,,,,,,,1.0,6.0,1.0,1.0,1.0,2.0,4.0,2.0,,1.0,,,,1.0,1.0,1.0,0.0528,,,,,,,,,,,,
11408463,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,,228364,EUR,818553600,D,8,8,False,55.0,47.0,3.0,,29.0,31.0,18.0,24.0,,5.0,,,,,,81.0,69.0,7.5,11.0,0.461801,1,,,,,,1.0,4.0,4.0,3.0,2.0,2.0,,1.0,1.0,,2.0,,,2.0,1.0,,,0.0375,2.0,1.0,,,,,,,,,,
11408463,home,Benfica,João Mário,joao-mario,J. Mário,M,10,179,3804,M,JoaoMario,97001,EUR,727401600,M,20,20,False,89.0,80.0,5.0,2.0,36.0,36.0,44.0,53.0,1.0,5.0,,,,,,90.0,99.0,6.6,13.0,0.03176,1,,,,,,1.0,8.0,3.0,3.0,2.0,1.0,,2.0,2.0,,2.0,,2.0,,,,,0.3359,,,True,1.0,1.0,1.0,0.7575,,,,,
11408463,home,Benfica,Florentino Luís,florentino-luis,F. Luís,M,16,184,3615,M,,855845,EUR,935020800,M,61,61,False,107.0,100.0,4.0,2.0,52.0,52.0,48.0,55.0,,4.0,,,,,,90.0,119.0,7.2,8.0,0.0545072,0,,,,,,2.0,5.0,2.0,,,,2.0,2.0,1.0,,1.0,,3.0,,,,,,,,,,,,,1.0,,,,
11408463,home,Benfica,David Neres,david-neres,D. Neres,F,7,175,15134,M,davidneres,850993,EUR,857347200,M,7,7,False,36.0,27.0,1.0,1.0,8.0,9.0,21.0,32.0,,1.0,,,,,,75.0,57.0,6.9,20.0,0.202973,1,,,,5.0,2.0,,6.0,4.0,,4.0,1.0,1.0,2.0,,,2.0,1.0,,3.0,,,,0.0197,,1.0,,3.0,,,,,1.0,,,
11408463,home,Benfica,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,12817,M,orkunkokcu,907461,EUR,978048000,M,10,10,False,61.0,52.0,4.0,1.0,20.0,21.0,33.0,41.0,1.0,7.0,,,,,,81.0,72.0,8.3,12.0,0.0902337,4,,,,1.0,1.0,,3.0,2.0,1.0,,,,1.0,,,1.0,1.0,1.0,4.0,,2.0,,0.2767,,1.0,,1.0,,1.0,0.3426,,1.0,1.0,,
11408463,home,Benfica,Tiago Gouveia,tiago-gouveia,T. Gouveia,F,47,176,1493,M,,976410,EUR,992822400,M,47,47,False,36.0,29.0,1.0,1.0,9.0,10.0,20.0,27.0,,5.0,,,,,,90.0,54.0,8.1,14.0,0.41993,1,,,,1.0,,,8.0,6.0,2.0,3.0,1.0,,4.0,2.0,,1.0,1.0,1.0,1.0,,,,0.0487,1.0,,,3.0,,1.0,0.3713,,1.0,1.0,1.0,
