match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_wonContest,stat_totalTackle,stat_fouls,captain,stat_challengeLost,stat_wonTackle,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_lastManTackle,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goodHighClaim,stat_punches,stat_bigChanceCreated,stat_totalOffside
12448343,home,Willem II Tilburg,Thomas Didillon,,,thomas-didillon,T. Didillon,G,1,193,124,M,339809,EUR,817516800,G,1,1,False,31.0,21.0,17.0,7.0,0.0,14.0,18.0,7.0,13.0,11.0,3.0,5.0,90.0,44.0,7.2,10.0,0.00294724,0,-0.1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448343,home,Willem II Tilburg,Mickael Tirpan,,,mickael-tirpan,M. Tirpan,D,25,177,59,M,800340,EUR,751334400,D,25,25,False,61.0,47.0,5.0,2.0,0.0,23.0,28.0,26.0,43.0,7.0,,,90.0,105.0,7.3,30.0,0.0501681,1,,10.0,2.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0428,1.0,,,,,,,,,,,,,,,,
12448343,home,Willem II Tilburg,Raffael Behounek,,,behounek-raffael,R. Behounek,D,30,187,82,M,799723,EUR,861148800,D,30,30,False,116.0,97.0,22.0,8.0,0.0,58.0,64.0,39.0,53.0,12.0,,,90.0,127.0,6.5,20.0,0.0455823,0,,1.0,,1.0,1.0,2.0,4.0,,1.0,,4.0,,,1.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,
12448343,home,Willem II Tilburg,Erik Schouten,,,erik-schouten,E. Schouten,D,,183,29,M,116945,EUR,682300800,D,4,4,False,58.0,55.0,2.0,2.0,0.0,39.0,40.0,16.0,18.0,5.0,,,74.0,66.0,6.7,3.0,0.00580171,0,,,,1.0,2.0,2.0,4.0,,,,3.0,,1.0,1.0,,,,,,2.0,,True,1.0,1.0,,,,,,,,,,
12448343,home,Willem II Tilburg,Tommy St. Jago,,,tommy-st-jago,T. S. Jago,D,33,186,182,M,876232,EUR,946857600,D,33,33,False,68.0,61.0,5.0,4.0,0.0,21.0,22.0,40.0,48.0,6.0,,,90.0,95.0,7.3,12.0,0.0635765,0,,2.0,,2.0,1.0,2.0,5.0,,,,1.0,,1.0,2.0,1.0,,,2.0,,4.0,,,,3.0,,,,,,,,,,
12448343,home,Willem II Tilburg,Boris Lambert,,,lambert-boris,B. Lambert,M,35,187,94,M,936240,EUR,955324800,M,6,6,False,22.0,16.0,2.0,1.0,0.0,8.0,12.0,8.0,11.0,2.0,,,45.0,32.0,6.4,10.0,0.0201271,0,,1.0,,2.0,1.0,7.0,3.0,2.0,,,1.0,,,1.0,1.0,,,1.0,,2.0,1.0,,2.0,2.0,,,,,,,,,,
12448343,home,Willem II Tilburg,Jesse Bosch,,,jesse-bosch,J. Bosch,M,5,176,81,M,989859,EUR,949363200,M,8,8,False,44.0,38.0,3.0,2.0,0.0,21.0,23.0,17.0,21.0,4.0,,,90.0,67.0,7.8,10.0,0.0342242,3,,,,,2.0,8.0,9.0,2.0,2.0,,2.0,,1.0,2.0,1.0,1.0,0.3824,,1.0,5.0,2.0,,3.0,4.0,1.0,3.0,1.0,1.0,0.566,,,,,
12448343,home,Willem II Tilburg,Cisse Sandra,,,cisse-sandra,C. Sandra,M,11,183,563,M,1004449,EUR,1071532800,M,14,14,False,37.0,30.0,2.0,2.0,1.0,12.0,12.0,19.0,26.0,,,,74.0,53.0,7.0,12.0,0.12969,4,,1.0,1.0,4.0,2.0,10.0,4.0,3.0,2.0,,1.0,,1.0,1.0,1.0,,0.35,2.0,1.0,1.0,1.0,,1.0,,,3.0,,,0.6402,1.0,,,,
12448343,home,Willem II Tilburg,Ringo Meerveld,,,ringo-meerveld,R. Meerveld,M,10,177,424,M,992018,EUR,1040428800,M,16,16,False,75.0,70.0,5.0,4.0,0.0,30.0,31.0,40.0,47.0,3.0,,,90.0,90.0,6.9,13.0,0.0688385,1,,3.0,,,1.0,1.0,5.0,,2.0,,,,,,4.0,1.0,0.0311,2.0,1.0,2.0,,,,1.0,,,,,,1.0,,,,
12448343,home,Willem II Tilburg,Amar Fatah,,,amar-ahmed,A. Ahmed,F,17,180,323,M,1157829,EUR,1077148800,M,21,21,False,32.0,31.0,1.0,1.0,0.0,6.0,6.0,27.0,32.0,3.0,,,87.0,56.0,7.3,13.0,0.201741,3,,6.0,2.0,2.0,2.0,10.0,5.0,1.0,7.0,2.0,1.0,,,,1.0,1.0,0.0826,5.0,2.0,,,,2.0,,,1.0,,,0.0221,,,,,
