match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_errorLeadToAShot,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalOffside,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,player_sofascoreId
14572740,home,Maccabi Tel Aviv,Roei Mashpati,Roei,Mashpati,roei-mashpati,R. Mashpati,G,90,186.0,74,M,138515,EUR,722390400,G,90,90,False,33.0,25.0,11.0,6.0,0.0,24.0,31.0,1.0,2.0,2.0,1.0,10.0,2.0,2.0,1.0,90.0,46.0,6.2,8.0,0.00035522,0.1339,0,-0.9345,0.0,0.01,-0.18,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572740,home,Maccabi Tel Aviv,Tyrese Asante,,,tyrese-asante,T. Asante,D,6,188.0,205,M,1130884,EUR,1018310400,D,6,6,False,29.0,23.0,2.0,,0.0,11.0,15.0,12.0,14.0,5.0,4.0,2.0,2.0,,,90.0,56.0,5.5,10.0,0.00962972,,0,,-0.09,0.08,-0.55,,4.0,1.0,10.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14572740,home,Maccabi Tel Aviv,Raz Shlomo,Raz,Shlomo,raz-shlomo,R. Shlomo,D,13,188.0,104,M,861825,EUR,934502400,D,13,13,False,49.0,40.0,9.0,4.0,0.0,31.0,33.0,9.0,16.0,4.0,2.0,2.0,1.0,,,90.0,59.0,6.2,10.0,0.060781,,0,,0.24,0.05,-0.61,,2.0,,2.0,,,,,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14572740,home,Maccabi Tel Aviv,Mohamed Camara,Mohamed,Camara,mohamed-camara,M. Camara,D,5,191.0,2359,M,881038,EUR,872726400,D,5,5,False,40.0,37.0,5.0,3.0,0.0,27.0,27.0,10.0,13.0,2.0,6.0,5.0,,,,90.0,50.0,6.0,4.0,0.0117693,,1,,0.09,0.07,-0.44,,,1.0,3.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,0.2267,-0.53,,,,,,,,,,,,,,,,,,
14572740,home,Maccabi Tel Aviv,Roy Revivo,Roy Revivo,,roy-revivo,R. Revivo,D,3,183.0,260,M,1142085,EUR,1053561600,D,3,3,False,32.0,22.0,6.0,3.0,0.0,11.0,14.0,11.0,18.0,4.0,2.0,4.0,3.0,,,90.0,58.0,6.3,20.0,0.539893,,1,,0.31,0.01,-0.48,,,,2.0,,,1.0,,1.0,1.0,1.0,,,,,0.0478,-0.21,2.0,1.0,1.0,1.0,3.0,0.1109,2.0,,,,,,,,,,,
14572740,home,Maccabi Tel Aviv,Osher Davida,Osher,Davida,davida-osher,O. Davida,M,77,175.0,195,M,1004222,EUR,982454400,M,77,77,False,25.0,19.0,1.0,1.0,0.0,7.0,9.0,12.0,16.0,5.0,1.0,4.0,1.0,,,87.0,53.0,6.2,19.0,0.0813184,,1,,0.13,0.13,-0.28,,3.0,1.0,10.0,2.0,1.0,3.0,,3.0,,1.0,,,,1.0,0.0567,-0.14,3.0,,,,4.0,,2.0,1.0,,,,,,,,,,
14572740,home,Maccabi Tel Aviv,Issouf Sissokho,,,sissokho-issouf,I. Sissokho,M,28,173.0,268,M,1104948,EUR,1012348800,M,28,28,False,45.0,43.0,1.0,1.0,0.0,23.0,24.0,20.0,21.0,6.0,1.0,8.0,1.0,,,90.0,62.0,7.0,6.0,0.0657893,,1,,0.26,0.22,-0.02,,1.0,,6.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,,1.0,,,0.0188,-0.04,,,1.0,1.0,1.0,0.0919,2.0,,,,,,,,,,,
14572740,home,Maccabi Tel Aviv,Itamar Noy,,,itamar-noy,I. Noy,M,30,175.0,44,M,1002078,EUR,988416000,M,30,30,False,31.0,23.0,2.0,2.0,0.0,11.0,14.0,12.0,17.0,1.0,,9.0,,,,68.0,50.0,6.2,16.0,0.0564744,,1,,-0.09,0.28,-0.21,,,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0916,-0.02,3.0,,,,5.0,,1.0,,1.0,,,,,,,,,
14572740,home,Maccabi Tel Aviv,Kervin Andrade,Kervin Andrade,,kervin-andrade,K. Andrade,F,10,163.0,2620,M,1117065,EUR,1113350400,M,10,10,False,8.0,5.0,,,0.0,1.0,3.0,4.0,5.0,4.0,,2.0,2.0,,,62.0,23.0,6.5,8.0,0.0173685,,1,,0.0,0.17,-0.1,,,,4.0,1.0,1.0,1.0,,2.0,2.0,1.0,,,,,0.0181,-0.08,1.0,,,,2.0,,,,,1.0,,,,,,,,
14572740,home,Maccabi Tel Aviv,Dor Peretz,Dor,Peretz,dor-peretz,D. Peretz,M,42,185.0,476,M,186953,EUR,800668800,F,42,42,False,20.0,19.0,,,0.0,8.0,9.0,11.0,11.0,3.0,,1.0,1.0,,,87.0,32.0,6.4,5.0,0.0707255,,3,,0.16,0.17,-0.06,,2.0,,5.0,1.0,1.0,3.0,,,,,,2.0,1.0,2.0,0.4044,-0.58,,,,,2.0,,,,,1.0,True,1.0,,,,,,
