match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_penaltyConceded,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,player_firstName,player_lastName,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_totalOffside
13981555,home,Pisa,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,22,22,False,30.0,27.0,11.0,8.0,0.0,24.0,27.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,90.0,36.0,6.8,3.0,0.00312717,51.512404615748,6.0,45.36,19.95,0.0383,0,-0.1476,0.07,0.02,-0.07,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981555,home,Pisa,Arturo Calabresi,arturo-calabresi,A. Calabresi,D,33,186,199,M,284367,EUR,827020800,D,33,33,False,42.0,34.0,7.0,5.0,0.0,13.0,13.0,21.0,29.0,5.0,,,,,76.0,61.0,6.9,13.0,0.0273059,129.21006466624,19.0,110.565,16.905,,0,,0.3,0.14,-0.19,,2.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
13981555,home,Pisa,Antonio Caracciolo,antonio-caracciolo,A. Caracciolo,D,4,185,258,M,116666,EUR,646704000,D,4,4,False,68.0,51.0,13.0,2.0,0.0,30.0,35.0,21.0,33.0,3.0,,,,,90.0,87.0,6.8,17.0,0.00593052,116.4674231135,16.0,66.255,13.545,,1,,-0.02,0.1,-0.08,,,,,7.0,,,8.0,3.0,3.0,3.0,,,1.0,True,4.0,1.0,1.0,1.0,0.0135,-0.08,,,,,,,,,,,,,,,,,
13981555,home,Pisa,Simone Canestrelli,canestrelli-simone,S. Canestrelli,D,5,192,454,M,911355,EUR,968630400,D,5,5,False,38.0,33.0,2.0,1.0,0.0,23.0,24.0,10.0,14.0,3.0,,,,,90.0,50.0,6.5,5.0,0.00384731,121.18678680578,12.0,100.59,25.305,,0,,-0.07,0.08,-0.08,,,,2.0,3.0,,,7.0,,1.0,1.0,,,2.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
13981555,home,Pisa,Idrissa Touré,idrissa-toure,I. Touré,M,15,187,833,M,826326,EUR,893808000,M,15,15,False,33.0,26.0,3.0,2.0,0.0,13.0,15.0,13.0,18.0,3.0,,,,,90.0,53.0,7.0,13.0,0.305375,177.21722581181,19.0,105.21,36.015,,3,,0.36,0.17,-0.1,,5.0,2.0,5.0,6.0,1.0,1.0,3.0,,1.0,1.0,2.0,,1.0,,5.0,2.0,,,0.2187,-0.38,2.0,2.0,1.0,1.0,0.0309,,,,,,,,,,,,
13981555,home,Pisa,Gabriele Piccinini,gabriele-piccinini,G. Piccinini,M,36,184,125,M,970778,EUR,986515200,M,36,36,False,17.0,12.0,1.0,1.0,0.0,4.0,4.0,8.0,13.0,3.0,,,,,76.0,33.0,6.0,14.0,0.00650537,57.759729777042,9.0,23.94,7.875,,1,,-0.24,0.09,-0.06,,6.0,1.0,5.0,3.0,,2.0,,,,,1.0,1.0,1.0,,2.0,1.0,,,0.0304,-0.18,1.0,,,,,1.0,,,,,,,,,,,
13981555,home,Pisa,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182,1236,M,850891,EUR,852508800,M,20,20,False,76.0,69.0,8.0,4.0,0.0,20.0,23.0,49.0,53.0,3.0,,,,,90.0,90.0,7.0,14.0,0.146928,342.87179906753,37.0,179.865,26.775,,1,,0.45,0.29,-0.15,,6.0,,6.0,3.0,2.0,,,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,0.0202,-0.06,2.0,,,,,,,,,,,,,,,,
13981555,home,Pisa,Marius Marin,marius-marin,M. Marin,M,6,182,1399,M,797596,EUR,904435200,M,6,6,False,14.0,12.0,3.0,2.0,0.0,5.0,5.0,7.0,9.0,,,,,,45.0,23.0,6.6,7.0,0.00562885,42.924604529182,7.0,4.095,10.71,,0,,-0.01,0.06,-0.05,,4.0,,1.0,2.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13981555,home,Pisa,Samuele Angori,samuele-angori,S. Angori,M,3,184,664,M,1174457,EUR,1065484800,M,3,3,False,11.0,9.0,2.0,2.0,0.0,2.0,2.0,7.0,9.0,,,,,,45.0,27.0,7.3,7.0,0.333731,47.7697693921,6.0,33.915,17.85,,0,,0.58,0.02,-0.03,,9.0,5.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
13981555,home,Pisa,Henrik Wendel Meister,henrik-wendel-meister,H. W. Meister,F,9,191,686,M,1184248,EUR,1068681600,F,9,9,False,7.0,7.0,,,0.0,1.0,1.0,6.0,6.0,1.0,,,,,84.0,15.0,6.5,3.0,0.00297001,8.8240674590892,2.0,0.945,3.045,,0,,0.01,-0.09,0.13,,,,4.0,3.0,,1.0,,,,,2.0,1.0,2.0,,2.0,,,,,,1.0,,,,,,Henrik Meister,,,,,,,,,,
13981555,home,Pisa,M'Bala Nzola,mbala-nzola,M. Nzola,F,8,185,2430,M,788061,EUR,840326400,F,18,18,False,19.0,11.0,2.0,1.0,0.0,5.0,7.0,6.0,12.0,5.0,,,,,90.0,38.0,5.8,14.0,0.0167223,69.972339048261,8.0,8.925,9.24,,5,,-0.1,0.14,0.0,,1.0,,9.0,7.0,,3.0,,,1.0,1.0,2.0,,1.0,,5.0,2.0,,,1.1517,-0.9,5.0,,,1.0,0.0273,1.0,,,1.0,2.0,2.0,,,,,,
13981555,home,Pisa,Ebenezer Akinsanmiro,ebenezer-akinsanmiro,E. Akinsanmiro,M,14,184,1986,M,1525367,EUR,1101340800,M,14,14,True,28.0,27.0,4.0,4.0,0.0,5.0,5.0,22.0,23.0,3.0,,,,,45.0,38.0,8.1,4.0,0.675307,152.06450157797,18.0,92.82,25.725,,0,,0.78,0.26,0.0,,3.0,2.0,3.0,3.0,1.0,2.0,,,1.0,1.0,2.0,,1.0,,,,,,,,1.0,4.0,1.0,,,,,,2.0,,,,,,,,
13981555,home,Pisa,Mehdi Léris,mehdi-leris,M. Léris,M,7,186,1543,M,851222,EUR,895881600,M,7,7,True,19.0,10.0,1.0,,0.0,3.0,4.0,7.0,15.0,2.0,,,,,45.0,42.0,7.1,16.0,0.182114,115.15599359928,12.0,48.195,25.305,,2,,0.26,0.17,-0.06,,8.0,5.0,3.0,2.0,1.0,1.0,2.0,,,,2.0,,,,2.0,1.0,,,0.0319,-0.12,,2.0,,,,1.0,,,,,1.0,,,,,,
