match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_lastManTackle,stat_wasFouled,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_fouls,stat_keyPass,captain,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_penaltyWon,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented,stat_clearanceOffLine,stat_penaltyConceded
12448275,home,Fortuna Sittard,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192.0,151,M,146871,EUR,757296000,G,31,31,False,23.0,10.0,18.0,5.0,0.0,7.0,10.0,3.0,13.0,2.0,2.0,13.0,5.0,90.0,32.0,7.0,13.0,0.00354503,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Syb van Ottele,syb-van-ottele,S. v. Ottele,D,6,185.0,91,M,961686,EUR,1012608000,D,6,6,False,58.0,39.0,15.0,5.0,0.0,21.0,27.0,18.0,31.0,2.0,4.0,8.0,,90.0,69.0,7.2,22.0,0.0377468,0,,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Rodrigo Guth,rodrigo-guth,R. Guth,D,14,191.0,291,M,905458,EUR,973814400,D,14,14,False,47.0,34.0,11.0,3.0,0.0,24.0,29.0,10.0,18.0,4.0,7.0,5.0,,90.0,68.0,7.4,13.0,0.00645179,0,Rodrigo,Guth,4.0,1.0,,13.0,,1.0,2.0,2.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Ryan Fosso,ryan-fosso,R. Fosso,M,80,183.0,188,M,1142147,EUR,1024272000,D,80,80,False,48.0,40.0,7.0,3.0,0.0,16.0,19.0,24.0,29.0,1.0,5.0,6.0,,90.0,65.0,8.4,11.0,0.776376,0,Ryan,Fosso,2.0,,,1.0,1.0,,1.0,,3.0,1.0,,1.0,2.0,2.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184.0,113,M,78730,EUR,631670400,M,12,12,False,34.0,25.0,8.0,3.0,0.0,11.0,14.0,17.0,23.0,1.0,4.0,6.0,,90.0,63.0,7.0,19.0,0.487667,0,,,5.0,,,1.0,,,2.0,2.0,1.0,1.0,,,3.0,1.0,,2.0,2.0,True,3.0,3.0,,,,,,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Édouard Michut,edouard-michut,É. Michut,M,20,178.0,697,M,1048011,EUR,1046736000,M,20,20,False,21.0,20.0,,,0.0,13.0,14.0,8.0,8.0,1.0,7.0,2.0,,87.0,37.0,6.9,2.0,0.0274028,3,,,2.0,1.0,,,,2.0,4.0,2.0,1.0,1.0,,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.4543,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Ezequiel Bullaude,ezequiel-bullaude,E. Bullaude,M,10,184.0,548,M,960077,EUR,972518400,M,33,33,False,19.0,12.0,1.0,,0.0,5.0,8.0,7.0,11.0,3.0,13.0,5.0,,90.0,41.0,7.1,11.0,0.00941312,1,,,8.0,1.0,,1.0,1.0,,5.0,2.0,4.0,4.0,,1.0,4.0,4.0,,4.0,1.0,,,,,1.0,,,0.1105,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Jasper Dahlhaus,jasper-dahlhaus,J. Dahlhaus,D,8,176.0,32,M,1048758,EUR,1006819200,M,8,8,False,37.0,21.0,9.0,3.0,0.0,12.0,16.0,9.0,22.0,3.0,9.0,7.0,,90.0,68.0,7.3,28.0,0.0736954,1,,,3.0,2.0,1.0,2.0,,2.0,6.0,4.0,3.0,,,,,,,,,,1.0,,,1.0,,,0.0571,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Alen Halilović,alen-halilovic,A. Halilović,M,10,169.0,1721,M,277331,EUR,835056000,F,10,10,False,12.0,8.0,,,0.0,2.0,4.0,7.0,9.0,1.0,3.0,1.0,,29.0,19.0,6.7,6.0,0.100945,1,,,1.0,,,,,,1.0,,2.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,0.0728,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Bojan Radulović,bojan-radulovic,B. Radulović,F,25,192.0,225,M,958578,EUR,946425600,F,19,19,False,11.0,4.0,,,0.0,1.0,1.0,3.0,10.0,9.0,14.0,1.0,,71.0,25.0,7.4,9.0,0.0241949,1,,,11.0,,,,,,,,2.0,10.0,,5.0,,,,1.0,,,,,,1.0,,,0.0553,1.0,,,,,,,,,,,
12448275,home,Fortuna Sittard,Kristoffer Peterson,kristoffer-peterson,K. Peterson,M,7,180.0,133,M,366942,EUR,785980800,F,7,7,False,8.0,5.0,1.0,1.0,0.0,2.0,3.0,5.0,10.0,,2.0,1.0,,70.0,22.0,7.5,8.0,0.110796,2,,,4.0,1.0,1.0,1.0,,1.0,,,,,,2.0,1.0,,,1.0,2.0,,5.0,2.0,,,2.0,,0.8054,,1.0,1.0,0.7533,,,,,,,,
12448275,home,Fortuna Sittard,Alessio Da Cruz,alessio-da-cruz,A. D. Cruz,F,77,184.0,273,M,780206,EUR,853545600,F,23,23,True,9.0,8.0,,,0.0,3.0,3.0,5.0,8.0,,3.0,2.0,,58.0,18.0,6.4,4.0,0.0179609,3,,,3.0,,,,,,1.0,1.0,1.0,1.0,,2.0,,,,2.0,,,2.0,,2.0,,2.0,1.0,0.9675,,,,0.996,,,,,,,,
12448275,home,Fortuna Sittard,Rosier Loreintz,loreintz-rosier,R. Loreintz,M,32,190.0,104,M,954812,EUR,903052800,M,32,32,True,8.0,3.0,2.0,1.0,0.0,3.0,4.0,,4.0,,,1.0,,20.0,10.0,6.6,5.0,9.87e-06,0,,,2.0,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Kaj Sierhuis,kaj-sierhuis,K. Sierhuis,F,9,180.0,498,M,855847,EUR,893635200,F,9,9,True,6.0,2.0,,,0.0,1.0,1.0,1.0,5.0,,1.0,,,19.0,12.0,6.3,7.0,0.00040499,0,,,4.0,,2.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
12448275,home,Fortuna Sittard,Josip Mitrović,josip-mitrovic,J. Mitrović,M,11,174.0,184,M,880751,EUR,960681600,F,28,28,True,,,,,0.0,,,,1.0,,1.0,1.0,,10.0,2.0,6.6,1.0,,0,Josip,Mitrović,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Samuel Bastien,samuel-bastien,S. Bastien,M,22,174.0,271,M,352964,EUR,843696000,M,22,22,True,1.0,1.0,,,0.0,1.0,1.0,,,,1.0,1.0,,10.0,2.0,6.6,,3.73e-06,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Luuk Koopmans,luuk-koopmans,L. Koopmans,G,1,191.0,51,M,128992,EUR,753580800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Niels Martens,niels-martens,N. Martens,G,25,201.0,18,M,1513291,EUR,1083888000,G,25,25,True,,,,,,,,,,,,,,,,,,,0,Niels Martens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Darijo Grujčić,darijo-grujcic,D. Grujčić,D,29,188.0,108,M,870118,EUR,927072000,D,5,5,True,,,,,,,,,,,,,,,,,,,0,Darijo,Grujčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448275,home,Fortuna Sittard,Luka Tunjić,luka-tunjic,L. Tunjić,M,77,183.0,250,M,1896133,EUR,1132358400,M,77,77,True,,,,,,,,,,,,,,,,,,,0,Luka Tunjic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448275,away,Heracles Almelo,Fabian de Keijzer,fabian-de-keijzer,F. d. Keijzer,G,1,193.0,109,M,856743,EUR,957916800,G,1,1,False,25.0,12.0,16.0,3.0,0.0,9.0,11.0,3.0,14.0,,,8.0,,90.0,32.0,7.1,13.0,0.00131252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,1.0,0.7493,,
12448275,away,Heracles Almelo,Jannes Wieckhoff,jannes-wieckhoff,J. Wieckhoff,D,3,188.0,36,M,984880,EUR,965174400,D,3,3,False,33.0,29.0,5.0,2.0,0.0,12.0,13.0,17.0,23.0,,2.0,1.0,,86.0,62.0,6.6,13.0,0.0118778,0,,,5.0,1.0,2.0,3.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,
12448275,away,Heracles Almelo,Damon Mirani,damon-mirani,D. Mirani,D,4,182.0,56,M,318575,EUR,831945600,D,4,4,False,70.0,60.0,15.0,9.0,0.0,30.0,32.0,30.0,38.0,6.0,6.0,3.0,,90.0,78.0,7.0,11.0,0.142353,0,,,6.0,1.0,,4.0,,2.0,,,1.0,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
12448275,away,Heracles Almelo,Justin Hoogma,justin-hoogma,J. Hoogma,D,4,190.0,87,M,833246,EUR,897523200,D,21,21,False,47.0,41.0,5.0,3.0,0.0,22.0,25.0,19.0,22.0,6.0,8.0,2.0,,86.0,63.0,6.9,6.0,0.00650014,0,,,6.0,,,7.0,1.0,1.0,1.0,1.0,,5.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,
12448275,away,Heracles Almelo,Mats Rots,mats-rots,M. Rots,D,39,185.0,370,M,1387012,EUR,1142035200,D,39,39,False,37.0,27.0,9.0,2.0,0.0,9.0,10.0,18.0,27.0,,2.0,6.0,,90.0,74.0,6.5,22.0,0.0275669,1,,,8.0,1.0,3.0,2.0,2.0,3.0,,,1.0,,,1.0,5.0,1.0,,,,,,,,,,1.0,0.0371,,,,,,,,,,,,
12448275,away,Heracles Almelo,Sem Scheperman,scheperman-sem,S. Scheperman,M,32,188.0,82,M,1189738,EUR,1024790400,M,32,32,False,30.0,19.0,2.0,,0.0,8.0,11.0,11.0,20.0,4.0,6.0,6.0,,90.0,42.0,6.0,13.0,0.00827008,0,,,12.0,1.0,1.0,3.0,,,1.0,,,4.0,,1.0,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,1.0
12448275,away,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182.0,235,M,981222,EUR,957571200,M,14,14,False,43.0,33.0,6.0,2.0,0.0,13.0,17.0,20.0,27.0,2.0,5.0,4.0,,90.0,57.0,6.4,14.0,0.0108584,0,,,8.0,1.0,2.0,1.0,1.0,,1.0,,1.0,2.0,,2.0,,,,3.0,,True,1.0,,,,,,,,,,,,,,,,,,
12448275,away,Heracles Almelo,Juho Talvitie,juho-talvitie,J. Talvitie,M,32,183.0,251,M,1149147,EUR,1111708800,M,23,23,False,9.0,8.0,,,0.0,4.0,4.0,4.0,5.0,,5.0,3.0,,56.0,27.0,6.6,6.0,0.00263336,2,Juho Talvitie,,7.0,1.0,2.0,1.0,,,1.0,,1.0,1.0,,1.0,5.0,3.0,,1.0,,,,,,1.0,,1.0,0.0955,,,,,,,,,,,,
