match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,captain,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_lastManTackle,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14378495,home,Accrington Stanley,Oliver Wright,,,oliver-wright,O. Wright,G,13,187.0,11,M,994522,EUR,1035504000.0,G,13,13,False,28.0,6.0,27.0,5.0,0.0,2.0,4.0,4.0,24.0,1.0,6.0,1.0,3.0,90.0,34.0,6.4,22.0,0.0959,0,0.06,0.0,-0.02,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14378495,home,Accrington Stanley,Devon Matthews,Devon Matthews,,devon-matthews,D. Matthews,D,17,190.0,12,M,1423951,EUR,946944000.0,D,17,17,False,24.0,15.0,9.0,4.0,0.0,10.0,14.0,5.0,10.0,9.0,1.0,,,90.0,57.0,7.9,13.0,,2,0.04,0.1,0.75,,1.0,6.0,4.0,12.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,-0.38,,,,,,,,,,,,,,,,
14378495,home,Accrington Stanley,Farrend Rawson,,,farrend-rawson,F. Rawson,D,5,193.0,21,M,791764,EUR,837043200.0,D,5,5,False,13.0,11.0,3.0,3.0,0.0,9.0,9.0,2.0,4.0,7.0,1.0,,,90.0,26.0,6.7,2.0,,1,-0.11,0.12,-0.02,,3.0,5.0,3.0,6.0,,,1.0,2.0,1.0,1.0,,,,-0.33,1.0,,,,,,,,,,,,,,,
14378495,home,Accrington Stanley,Freddie  Sass,Freddie ,Sass ,freddie-sass,F. Sass,D,3,183.0,7,M,1909045,EUR,996192000.0,D,3,3,False,20.0,10.0,8.0,1.0,0.0,6.0,9.0,4.0,11.0,3.0,3.0,,,90.0,38.0,6.9,16.0,,0,0.04,0.02,-0.07,,,1.0,1.0,3.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
14378495,home,Accrington Stanley,Charlie Brown,,,brown-charlie,C. Brown,M,20,175.0,67,M,901856,EUR,938044800.0,M,20,20,False,28.0,17.0,11.0,3.0,0.0,12.0,15.0,5.0,13.0,2.0,7.0,,,77.0,61.0,7.5,20.0,,0,0.52,0.11,-0.01,,2.0,,9.0,7.0,,,1.0,2.0,3.0,2.0,3.0,1.0,2.0,,,3.0,3.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,
14378495,home,Accrington Stanley,Dan Martin,,,dan-martin,D. Martin,M,22,176.0,12,M,1002093,EUR,1019174400.0,M,22,22,False,15.0,12.0,1.0,,0.0,5.0,5.0,7.0,10.0,,4.0,,,60.0,23.0,6.7,4.0,,0,0.06,0.0,0.14,,,,2.0,5.0,,,,1.0,3.0,3.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,
14378495,home,Accrington Stanley,Seamus Conneely,,,seamus-conneely,S. Conneely,M,28,175.0,20,M,56241,EUR,582940800.0,M,28,28,False,19.0,13.0,,,0.0,8.0,11.0,5.0,8.0,3.0,4.0,,,90.0,31.0,7.0,7.0,,0,-0.15,0.03,-0.01,,,1.0,2.0,7.0,,,,,4.0,2.0,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,True,,,,,,,
14378495,home,Accrington Stanley,Logan Pye,Logan Pye,,logan-pye,L. Pye,D,15,178.0,32,M,1069508,EUR,1067126400.0,M,15,15,False,9.0,8.0,3.0,2.0,0.0,5.0,5.0,3.0,4.0,4.0,1.0,,,59.0,19.0,6.5,5.0,,0,0.06,0.01,0.21,,2.0,1.0,6.0,2.0,,,,,1.0,,,1.0,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,
14378495,home,Accrington Stanley,Alex Henderson,Alex Henderson,,alex-henderson,A. Henderson,M,10,182.0,21,M,1566905,EUR,1096070400.0,F,10,10,False,12.0,7.0,2.0,1.0,1.0,6.0,9.0,1.0,3.0,1.0,3.0,,,41.0,17.0,8.0,7.0,,1,0.46,0.02,0.13,,1.0,,3.0,1.0,,,,,,,,1.0,1.0,0.32,1.0,1.0,,,,,2.0,1.0,,1.0,1.0,,,,,
14378495,home,Accrington Stanley,Kelsey Mooney,,,kelsey-mooney,K. Mooney,F,9,190.0,24,M,920528,EUR,918172800.0,F,9,9,False,18.0,12.0,1.0,1.0,0.0,6.0,6.0,6.0,12.0,,6.0,,,90.0,36.0,7.8,9.0,,2,0.19,0.21,-0.03,,6.0,5.0,10.0,10.0,,,,1.0,1.0,1.0,3.0,2.0,,0.41,2.0,2.0,,,1.0,,2.0,1.0,,,1.0,,,,,
14378495,home,Accrington Stanley,Anjola Popoola,Anjola,Popoola,anjola-popoola,A. Popoola,F,19,185.0,39,M,1519981,EUR,1182211200.0,F,19,19,False,4.0,1.0,,,0.0,,1.0,1.0,3.0,,2.0,,,59.0,15.0,6.4,9.0,,1,0.25,0.11,0.0,,1.0,,7.0,2.0,,1.0,,,,,,1.0,,0.01,,1.0,,,,4.0,3.0,2.0,,,,,,,,
14378495,home,Accrington Stanley,Isaac Sinclair,Isaac Sinclair,,isaac-sinclair,I. Sinclair,M,11,178.0,16,M,1580807,EUR,996105600.0,M,11,11,True,6.0,1.0,,,0.0,1.0,2.0,,4.0,3.0,,,,49.0,19.0,6.6,8.0,,0,-0.14,0.02,0.18,,2.0,4.0,5.0,7.0,,,,,2.0,2.0,2.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,
14378495,home,Accrington Stanley,Donald Love,,,donald-love,D. Love,M,2,179.0,46,M,812158,EUR,786326400.0,D,2,2,True,5.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,4.0,,1.0,,,31.0,9.0,6.1,3.0,,0,0.17,-0.5,-0.22,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
14378495,home,Accrington Stanley,Josh Woods,Josh Woods,,josh-woods,J. Woods,F,39,179.0,43,M,1131734,EUR,962755200.0,F,39,39,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,2.0,,,31.0,20.0,6.6,6.0,,2,-0.14,0.05,0.0,,1.0,1.0,3.0,5.0,,,,,2.0,,1.0,1.0,,-0.12,2.0,2.0,2.0,,,,2.0,1.0,,,,1.0,,,,
14378495,home,Accrington Stanley,Liam Coyle,,,coyle-liam,L. Coyle,M,6,175.0,27,M,902079,EUR,944438400.0,M,6,6,True,6.0,3.0,1.0,,0.0,2.0,3.0,1.0,3.0,,3.0,,,30.0,10.0,6.7,3.0,,0,0.01,0.02,-0.08,,,1.0,2.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
14378495,home,Accrington Stanley,Finlay Tunstall,Finlay Tunstall,,finlay-tunstall,F. Tunstall,M,31,,5,M,1959549,EUR,1172448000.0,M,31,31,True,10.0,8.0,1.0,1.0,0.0,5.0,6.0,3.0,4.0,,5.0,,,13.0,14.0,6.8,2.0,,1,0.18,0.21,-0.11,,,,2.0,2.0,,,,,1.0,1.0,,,1.0,0.08,1.0,,,,2.0,,1.0,1.0,,1.0,,,,,,
14378495,home,Accrington Stanley,James Rogerson,James Rogerson,,james-rogerson,J. Rogerson,G,21,,6,M,1917717,EUR,,G,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14378495,home,Accrington Stanley,Charlie Caton,,,charlie-caton,C. Caton,F,18,182.0,38,M,1009296,EUR,1038182400.0,F,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14378495,away,Peterborough United,Vicente Reyes,,,reyes-vicente,V. Reyes,G,39,194.0,783,M,1002946,EUR,1069200000.0,G,21,21,False,33.0,31.0,2.0,1.0,0.0,31.0,32.0,,1.0,1.0,9.0,4.0,6.0,90.0,49.0,7.6,2.0,0.5967,0,0.01,0.02,0.65,0.33,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0
14378495,away,Peterborough United,James Dornelly,James Dornelly,,james-dornelly,J. Dornelly,D,33,181.0,45,M,1527705,EUR,1113436800.0,D,33,33,False,44.0,37.0,4.0,1.0,0.0,26.0,28.0,11.0,16.0,2.0,2.0,,,70.0,63.0,6.2,11.0,,1,-0.1,0.06,-0.34,,2.0,2.0,3.0,5.0,1.0,,,,1.0,1.0,2.0,,,-0.11,,1.0,2.0,,,1.0,,,,,,,,,,
14378495,away,Peterborough United,David Okagbue,,,david-okagbue,D. Okagbue,D,26,190.0,84,M,1084936,EUR,1075852800.0,D,26,26,False,86.0,76.0,15.0,9.0,0.0,59.0,64.0,17.0,22.0,3.0,1.0,,,90.0,95.0,6.3,10.0,,1,0.27,0.07,-0.46,,5.0,2.0,8.0,4.0,1.0,,,1.0,2.0,,,1.0,,-0.42,,,,,2.0,,,,,,,,,,,
14378495,away,Peterborough United,Oscar Wallin,,,wallin-oscar,O. Wallin,D,5,192.0,36,M,1066756,EUR,994636800.0,D,5,5,False,86.0,72.0,5.0,2.0,0.0,62.0,71.0,10.0,15.0,5.0,6.0,,,90.0,105.0,7.2,16.0,,1,-0.09,0.19,-0.09,,6.0,7.0,7.0,14.0,,1.0,1.0,1.0,3.0,1.0,2.0,,,-0.11,,1.0,,,,1.0,2.0,2.0,True,,,,,,,
14378495,away,Peterborough United,Harley Mills,Harley Mills,,harley-mills,H. Mills,D,23,179.0,40,M,1527704,EUR,1130976000.0,D,23,23,False,83.0,60.0,14.0,6.0,0.0,28.0,34.0,32.0,49.0,,9.0,,,90.0,118.0,6.7,33.0,,3,0.7,0.1,-0.35,,3.0,1.0,10.0,3.0,1.0,1.0,,,1.0,,,4.0,6.0,0.01,1.0,1.0,7.0,3.0,,4.0,1.0,1.0,,,,,,,,
14378495,away,Peterborough United,Brandon Khela,,,brandon-khela,B. Khela,M,8,182.0,98,M,1161806,EUR,1106092800.0,M,8,8,False,44.0,36.0,6.0,3.0,0.0,16.0,20.0,20.0,24.0,1.0,6.0,,,89.0,66.0,6.7,20.0,,2,-0.14,0.26,-0.15,,,,6.0,6.0,,2.0,,,2.0,2.0,2.0,2.0,1.0,-0.34,,2.0,7.0,,1.0,2.0,3.0,2.0,,,,,,,,
14378495,away,Peterborough United,Archie Collins,,,archie-collins,A. Collins,M,4,174.0,41,M,864445,EUR,936057600.0,M,4,4,False,56.0,49.0,7.0,3.0,0.0,22.0,24.0,27.0,32.0,,5.0,,,90.0,71.0,8.6,9.0,,2,0.15,0.15,-0.17,,1.0,4.0,3.0,10.0,1.0,,,1.0,1.0,,4.0,,,0.51,1.0,1.0,,,1.0,,2.0,1.0,,,1.0,,,,,
14378495,away,Peterborough United,Donay O'Brien-Brady,Donay O'Brien-Brady,,obrien-brady-donay,D. O'Brien-Brady,M,22,174.0,26,M,1527702,EUR,1074124800.0,M,22,22,False,55.0,45.0,5.0,4.0,0.0,21.0,23.0,24.0,32.0,,3.0,,,90.0,66.0,6.4,14.0,,0,0.14,0.08,-0.15,,2.0,,9.0,2.0,,,1.0,,2.0,2.0,,4.0,,,,1.0,2.0,,2.0,1.0,,,,,,,,,,
14378495,away,Peterborough United,Klaidi Lolos,,,klaidi-lolos,K. Lolos,F,44,188.0,83,M,934259,EUR,1003190400.0,M,7,7,False,18.0,15.0,,,0.0,7.0,8.0,8.0,10.0,,,,,45.0,23.0,6.0,6.0,,0,-0.13,-0.23,-0.08,,1.0,,7.0,1.0,,,,,,,1.0,2.0,,,,,,,1.0,1.0,2.0,,,,,,,,,
14378495,away,Peterborough United,Kyrell Lisbie,,,kyrell-lisbie,K. Lisbie,M,17,,209,M,1490087,EUR,1070236800.0,F,17,17,False,9.0,5.0,,,0.0,2.0,3.0,3.0,6.0,,1.0,,,63.0,21.0,6.7,7.0,,1,-0.17,-0.29,-0.03,,1.0,,3.0,7.0,1.0,,,,1.0,,5.0,1.0,,-0.27,,2.0,,,,1.0,1.0,1.0,,,,,,,,
