match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_outfielderBlock,stat_fouls,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,player_sofascoreId,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_wonTackle,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_bigChanceMissed,stat_penaltyConceded
10411767,home,Udinese,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191,324,M,43970,EUR,667872000,G,1,1,False,21.0,20.0,4.0,3.0,20.0,20.0,1.0,1.0,6.0,1.0,2.0,3.0,1.0,90.0,31.0,6.5,1.0,0.0,0.0,0.00010973,0,-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411767,home,Udinese,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191,1878,M,880207,EUR,822009600,D,50,50,False,51.0,47.0,3.0,3.0,28.0,30.0,22.0,1.0,8.0,,,,,90.0,61.0,6.8,6.0,0.0164,0.0,0.00708475,1,,,,True,19.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,
10411767,home,Udinese,Jaka Bijol,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,43.0,38.0,8.0,5.0,29.0,30.0,13.0,4.0,7.0,,,,,90.0,51.0,6.7,5.0,0.0362,0.0,0.00993608,1,,,,,9.0,,3.0,3.0,4.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10411767,home,Udinese,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,18,18,False,54.0,45.0,5.0,2.0,30.0,32.0,22.0,1.0,2.0,,,,,84.0,64.0,6.2,10.0,0.0,0.0,0.00584462,0,,,,,15.0,,,,3.0,2.0,,1.0,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,
10411767,home,Udinese,Kingsley Ehizibue,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,M,19,19,False,11.0,9.0,1.0,,5.0,5.0,7.0,1.0,4.0,,,,,68.0,23.0,6.6,5.0,0.0,0.0,0.00372343,0,,,,,4.0,1.0,1.0,,3.0,4.0,,2.0,,1.0,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,
10411767,home,Udinese,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183,4807,M,980624,EUR,1014508800,M,24,24,False,25.0,21.0,3.0,3.0,7.0,9.0,19.0,,2.0,,,,,68.0,39.0,6.9,8.0,0.0125,0.0,0.0694668,1,,,,,16.0,3.0,,,5.0,5.0,,,1.0,2.0,,,2.0,1.0,3.0,2.0,1.0,lakisamar10,2.0,1.0,1.0,5.0,,,,,,,,,
10411767,home,Udinese,Walace,walace,Walace,M,5,188,1455,M,553686,EUR,796953600,M,11,11,False,42.0,34.0,7.0,3.0,19.0,22.0,21.0,,10.0,,,,,90.0,52.0,7.2,10.0,0.0,0.0,0.244499,0,,,,,16.0,1.0,,,3.0,3.0,,2.0,,1.0,,,,1.0,1.0,,2.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,
10411767,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,4,4,False,26.0,23.0,1.0,,10.0,11.0,15.0,,2.0,,,,,80.0,40.0,7.3,5.0,0.8231,1.532,0.0167092,6,,,,,13.0,,,,3.0,2.0,2.0,,2.0,2.0,,,1.0,2.0,,,,,,,1.0,1.0,,,,3.0,1.0,,,,
10411767,home,Udinese,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,983572,EUR,1038441600,M,13,13,False,31.0,28.0,1.0,,8.0,9.0,24.0,,6.0,,,,,90.0,47.0,6.1,8.0,0.0,0.0,0.0460243,0,,,,,20.0,2.0,,1.0,5.0,2.0,,3.0,,1.0,,,,2.0,1.0,,,udogiethree,,2.0,,,,,,,,,,,
10411767,home,Udinese,Beto,beto,Beto,F,9,194,3398,M,987489,EUR,886204800,F,9,9,False,4.0,3.0,,,2.0,2.0,2.0,1.0,1.0,,,,,90.0,24.0,7.3,9.0,0.861,0.9738,0.0434487,4,,,,,1.0,,,2.0,6.0,5.0,2.0,1.0,4.0,1.0,,1.0,2.0,,3.0,2.0,,,,3.0,,,,,,2.0,1.0,,,,
