match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_challengeLost,stat_shotOffTarget,stat_unsuccessfulTouch,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,player_lastName,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated
11453202,home,Al-Riyadh,Martín Campaña,martin-campana,M. Campaña,G,25,186.0,179,M,243045,EUR,612403200.0,G,25,25,False,32.0,21.0,17.0,6.0,0.0,19.0,24.0,2.0,8.0,1.0,5.0,1.0,2.0,3.0,1.0,90.0,42.0,6.8,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453202,home,Al-Riyadh,Hussain Al-Nuweqi,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170.0,14,M,1525073,EUR,817948800.0,D,27,27,False,29.0,25.0,3.0,2.0,0.0,18.0,18.0,7.0,12.0,,1.0,,,,,65.0,44.0,6.3,10.0,0,Hussain Al-Nuweqi,1.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11453202,home,Al-Riyadh,Ahmad Asiri,ahmad-asiri,A. Asiri,D,13,179.0,31,M,350060,EUR,690076800.0,D,29,29,False,34.0,29.0,11.0,7.0,0.0,24.0,25.0,5.0,9.0,1.0,,,,,,45.0,37.0,6.5,5.0,0,,,,1.0,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11453202,home,Al-Riyadh,Mohammed Al Shwirekh,mohammed-al-shwirekh,M. A. Shwirekh,D,2,179.0,63,M,1519331,EUR,883612800.0,D,4,4,False,76.0,65.0,7.0,2.0,0.0,48.0,50.0,17.0,26.0,4.0,8.0,,,,,90.0,88.0,7.0,11.0,1,Mohammed Al Shwirekh,,2.0,4.0,8.0,,,,,2.0,2.0,4.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
11453202,home,Al-Riyadh,Abdulhadi Al-Harajin,abdulhadi-al-harajin,A. Al-Harajin,M,8,171.0,18,M,818887,EUR,785289600.0,M,15,15,False,18.0,12.0,1.0,1.0,0.0,5.0,6.0,8.0,15.0,,2.0,,,,,90.0,40.0,6.5,17.0,1,,3.0,1.0,12.0,7.0,3.0,4.0,,,5.0,1.0,,,,2.0,1.0,1.0,3.0,1.0,2.0,1.0,,,,,,,
11453202,home,Al-Riyadh,Birama Touré,birama-toure,B. Touré,M,60,183.0,134,M,246507,EUR,707788800.0,M,60,60,False,65.0,55.0,11.0,4.0,0.0,37.0,37.0,18.0,28.0,5.0,3.0,,,,,90.0,77.0,6.8,11.0,0,,,4.0,5.0,4.0,,,,2.0,1.0,1.0,2.0,,,1.0,,,,,1.0,,,,,,,,
11453202,home,Al-Riyadh,Didier N'Dong,didier-ndong,D. N'Dong,M,,179.0,1107,M,786029,EUR,771811200.0,M,20,20,False,52.0,48.0,4.0,3.0,0.0,35.0,37.0,13.0,15.0,,6.0,,,,,90.0,62.0,6.5,7.0,0,,,4.0,8.0,4.0,1.0,1.0,,1.0,1.0,,2.0,,1.0,1.0,,,2.0,,1.0,,,,,,,,
11453202,home,Al-Riyadh,Abdulelah Al Khaibari,abdulelah-al-khaibari,A. A. Khaibari,D,80,174.0,142,M,1519328,EUR,864259200.0,M,8,8,False,50.0,42.0,3.0,1.0,0.0,22.0,23.0,21.0,29.0,1.0,3.0,,,,,90.0,78.0,7.1,12.0,0,Abdulelah Al Khaibari,2.0,1.0,3.0,8.0,,4.0,2.0,1.0,5.0,,,,,1.0,1.0,1.0,,,,,,,,,,,
11453202,home,Al-Riyadh,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400.0,F,88,88,False,11.0,10.0,1.0,1.0,0.0,5.0,5.0,5.0,7.0,,2.0,,,,,45.0,15.0,6.5,4.0,0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
11453202,home,Al-Riyadh,Knowledge Musona,knowledge-musona,K. Musona,M,,174.0,675,M,118368,EUR,645926400.0,F,11,11,False,27.0,19.0,4.0,2.0,0.0,10.0,11.0,10.0,23.0,1.0,4.0,,,,,90.0,43.0,7.4,16.0,2,,7.0,1.0,5.0,4.0,2.0,,,,2.0,2.0,2.0,,,,,1.0,,,,1.0,True,2.0,1.0,,,,
