match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_wasFouled,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_shotOffTarget,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAGoal,stat_blockedScoringAttempt,stat_hitWoodwork
11450032,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192.0,4886,M,754330,EUR,828662400,G,1,1,False,True,27.0,21.0,21.0,15.0,12.0,15.0,9.0,12.0,6.0,1.0,90.0,32.0,6.5,6.0,0.00470937,0,-0.7154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450032,home,Trabzonspor,Thomas Meunier,thomas-meunier,T. Meunier,D,12,190.0,2758,M,128587,EUR,684633600,D,12,12,False,,65.0,58.0,,,21.0,23.0,38.0,44.0,1.0,,90.0,82.0,6.8,11.0,0.0634426,0,,2.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11450032,home,Trabzonspor,Batista Mendy,batista-mendy,B. Mendy,M,19,191.0,1292,M,859021,EUR,947635200,D,6,6,False,,61.0,58.0,1.0,1.0,33.0,33.0,25.0,28.0,12.0,,90.0,68.0,6.9,3.0,0.025675,0,,,,,,4.0,,,,1.0,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
11450032,home,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188.0,263,M,97404,EUR,736732800,D,24,24,False,,71.0,69.0,4.0,2.0,42.0,42.0,27.0,29.0,6.0,,90.0,80.0,6.8,4.0,0.00732017,0,,,,2.0,3.0,3.0,1.0,1.0,,5.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11450032,home,Trabzonspor,Arif Boşluk,arif-bosluk,A. Boşluk,D,24,183.0,173,M,1138095,EUR,1054857600,D,73,73,False,,54.0,47.0,4.0,2.0,29.0,32.0,18.0,25.0,7.0,,90.0,84.0,7.0,14.0,0.0170614,0,,3.0,,1.0,3.0,7.0,,1.0,,3.0,3.0,2.0,,1.0,,Arif Bosluk,,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,
11450032,home,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172.0,1009,M,355024,EUR,804643200,M,8,8,False,,50.0,42.0,3.0,3.0,10.0,12.0,33.0,41.0,5.0,,90.0,60.0,7.4,13.0,0.162838,1,,3.0,1.0,,8.0,2.0,2.0,1.0,,,1.0,1.0,2.0,4.0,,,,,,1.0,1.0,,,1.0,1.0,0.0592,0.263,,,,,,,,,,
11450032,home,Trabzonspor,Berat Ayberk Özdemir,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187.0,216,M,876857,EUR,895881600,M,5,5,False,,52.0,46.0,8.0,7.0,19.0,20.0,27.0,32.0,3.0,,45.0,56.0,7.0,6.0,0.01928,1,,,,1.0,3.0,4.0,3.0,,,,2.0,1.0,,,,,,,,1.0,,,,1.0,,0.0236,0.0442,,,,,,,,,,
11450032,home,Trabzonspor,Nicolas Pépé,nicolas-pepe,N. Pépé,F,19,183.0,12626,M,593526,EUR,801705600,M,19,19,False,,45.0,40.0,1.0,1.0,8.0,8.0,32.0,37.0,4.0,,74.0,52.0,6.6,9.0,0.0546368,2,,,,,4.0,1.0,1.0,3.0,,,,,1.0,,,,,,,1.0,,,,1.0,,0.1371,0.0274,nicolas_pepe19,1.0,,,,,,,,
11450032,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172.0,1000,M,109779,EUR,635212800,F,7,7,False,,43.0,33.0,1.0,1.0,10.0,10.0,28.0,43.0,3.0,,75.0,59.0,8.5,15.0,0.503476,0,,10.0,5.0,,,2.0,,,2.0,,,,,,6.0,,,,,2.0,,,,,,,,,,2.0,,,,,,,
11450032,home,Trabzonspor,Paul Onuachu,paul-onuachu,P. Onuachu,F,30,201.0,6791,M,295123,EUR,770083200,F,30,30,False,,12.0,7.0,1.0,1.0,1.0,2.0,6.0,10.0,1.0,,80.0,23.0,10.0,7.0,0.0332025,7,,,,5.0,5.0,6.0,,,,1.0,,,2.0,4.0,1.0,,,1.0,1.0,,1.0,,,4.0,3.0,1.8825,2.4203,,3.0,1.0,2.0,,,,,,
