match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_totalCross,stat_keyPass,stat_outfielderBlock,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_sofascoreId,stat_errorLeadToAShot
13472711,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,True,27.0,18.0,14.0,5.0,0.0,14.0,18.0,4.0,9.0,5.0,1.0,2.0,90.0,33.0,6.9,10.0,0.00109148,0,0.0761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472711,home,São Paulo,Rafael Tolói,rafael-toloi,R. Tolói,D,2,185,2045,M,82943,EUR,655516800,D,2,2,False,,40.0,37.0,4.0,3.0,0.0,26.0,26.0,11.0,14.0,7.0,,,90.0,59.0,7.3,6.0,0.00687891,0,,2.0,7.0,8.0,2.0,1.0,6.0,1.0,7.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
13472711,home,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,,33.0,30.0,4.0,2.0,0.0,24.0,26.0,6.0,7.0,3.0,,,72.0,49.0,6.7,7.0,0.00755492,0,,1.0,5.0,3.0,2.0,1.0,7.0,3.0,2.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13472711,home,São Paulo,Sabino,sabino,Sabino,D,35,185,1662,M,975118,EUR,846201600,D,35,35,False,,51.0,42.0,8.0,2.0,0.0,32.0,36.0,10.0,15.0,9.0,,,90.0,75.0,7.3,11.0,0.00556271,1,,3.0,4.0,3.0,,,11.0,5.0,,,1.0,,2.0,2.0,1.0,1.0,1.0,0.0202,,,,,,,,,,,,,,,,
13472711,home,São Paulo,Cédric Soares,cedric-soares,C. Soares,M,6,172,2813,M,44760,EUR,683596800,M,6,6,False,,41.0,31.0,3.0,,0.0,19.0,24.0,12.0,17.0,6.0,,,90.0,73.0,7.2,19.0,0.404992,0,,1.0,3.0,5.0,1.0,,2.0,2.0,4.0,2.0,3.0,,1.0,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,
13472711,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,False,,32.0,32.0,1.0,1.0,0.0,19.0,19.0,13.0,13.0,4.0,,,58.0,38.0,6.9,1.0,0.0190824,0,,,1.0,4.0,,1.0,,,1.0,1.0,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,
13472711,home,São Paulo,Pablo Maia,pablo-maia,P. Maia,M,29,178,3211,M,1120721,EUR,1010620800,M,29,29,False,,46.0,42.0,4.0,4.0,0.0,19.0,19.0,23.0,27.0,7.0,,,90.0,61.0,7.4,8.0,0.0348876,0,,,3.0,5.0,1.0,2.0,,1.0,3.0,2.0,2.0,2.0,,,,,,,Pablo Maia,,,,2.0,,,,,,,,,,,
13472711,home,São Paulo,Enzo Díaz,enzo-diaz,E. Díaz,D,13,175,2362,M,932937,EUR,818294400,M,13,13,False,,22.0,18.0,2.0,,1.0,11.0,11.0,7.0,11.0,3.0,,,45.0,35.0,7.1,10.0,0.299257,1,,,2.0,,,2.0,,1.0,,,1.0,,,,,,1.0,0.0441,,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,
13472711,home,São Paulo,Rodriguinho,rodriguinho,Rodriguinho,M,15,185,1942,M,1200730,EUR,1079395200,F,15,15,False,,42.0,35.0,1.0,1.0,0.0,12.0,13.0,23.0,29.0,5.0,,,77.0,55.0,7.1,15.0,0.0231255,1,,,3.0,4.0,2.0,1.0,,,1.0,1.0,5.0,,,1.0,2.0,2.0,1.0,0.0292,Rodriguinho,,2.0,1.0,,,,,2.0,,,,,,,
13472711,home,São Paulo,Gonzalo Tapia,tapia-gonzalo,G. Tapia,F,14,178,4048,M,1002947,EUR,1014336000,F,14,14,False,,31.0,24.0,,,0.0,3.0,4.0,21.0,27.0,4.0,,,90.0,51.0,7.2,14.0,0.0368849,2,,5.0,12.0,7.0,,3.0,1.0,1.0,,,3.0,4.0,4.0,2.0,1.0,1.0,2.0,0.1865,,,1.0,2.0,,,,,1.0,,,,,,,
