match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_wonTackle,stat_totalContest,stat_wonContest,stat_aerialLost,stat_bigChanceCreated,stat_goals,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_hitWoodwork
13189393,home,Southampton,Aaron Ramsdale,,,aaron-ramsdale,A. Ramsdale,G,32,191,8515,M,ARamsdale,839410,EUR,895104000,G,30,30,False,37.0,26.0,20.0,9.0,0.0,20.0,21.0,6.0,16.0,5.0,1.0,1.0,90.0,43.0,7.1,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189393,home,Southampton,James Bree,,,james-bree,J. Bree,D,14,178,146,M,,555406,EUR,881798400,D,14,14,False,54.0,50.0,1.0,1.0,0.0,34.0,37.0,17.0,18.0,2.0,,,90.0,62.0,7.1,6.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
13189393,home,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189,7025,M,janbednarek_,286085,EUR,829267200,D,35,35,False,32.0,31.0,3.0,2.0,0.0,29.0,30.0,2.0,2.0,,,,73.0,43.0,7.0,3.0,1,,,2.0,2.0,4.0,3.0,,1.0,,True,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
13189393,home,Southampton,Taylor Harwood-Bellis,,,taylor-harwood-bellis,T. Harwood-Bellis,D,6,185,1647,M,,980637,EUR,1012348800,D,6,6,False,66.0,56.0,8.0,6.0,0.0,37.0,42.0,19.0,24.0,8.0,,,90.0,75.0,7.3,11.0,0,,,1.0,2.0,4.0,2.0,,2.0,1.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,
13189393,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1497,M,,823085,EUR,860889600,M,2,2,False,44.0,38.0,1.0,1.0,0.0,16.0,18.0,22.0,26.0,4.0,,,90.0,56.0,6.8,8.0,3,,,,3.0,,2.0,1.0,2.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
13189393,home,Southampton,Lesley Ugochukwu,,,lesley-ugochukwu,L. Ugochukwu,M,8,188,5003,M,l.ugochukwu8,1048916,EUR,1080259200,M,26,26,False,35.0,32.0,1.0,1.0,1.0,16.0,18.0,16.0,17.0,2.0,,,68.0,41.0,7.3,4.0,0,,,3.0,3.0,6.0,1.0,,2.0,2.0,,1.0,,,,3.0,,,,,,,1.0,,,,,,,,,,
13189393,home,Southampton,Joe Aribo,,,joe-aribo,J. Aribo,M,18,183,1399,M,,818073,EUR,837907200,M,7,7,False,42.0,36.0,2.0,2.0,0.0,21.0,22.0,15.0,20.0,11.0,,,86.0,50.0,7.3,7.0,0,,,,1.0,5.0,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,3.0,3.0,,,,,,,,
13189393,home,Southampton,Ryan Manning,Ryan,Manning,ryan-manning,R. Manning,D,3,172,453,M,,328701,EUR,834710400,M,3,3,False,31.0,29.0,,,0.0,14.0,14.0,18.0,22.0,4.0,,,90.0,54.0,7.4,7.0,3,5.0,3.0,2.0,8.0,4.0,1.0,1.0,5.0,3.0,,1.0,,,,1.0,,1.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,
13189393,home,Southampton,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178,3995,M,,1142562,EUR,1089417600,F,18,18,False,38.0,36.0,3.0,2.0,0.0,8.0,8.0,28.0,32.0,7.0,,,90.0,53.0,7.8,10.0,2,2.0,,1.0,8.0,6.0,,1.0,,4.0,,3.0,,,,1.0,3.0,2.0,1.0,1.0,,,,3.0,1.0,1.0,1.0,,,,,,
13189393,home,Southampton,Tyler Dibling,Tyler,Dibling,tyler-dibling,T. Dibling,M,20,178,2836,M,,1174472,EUR,1140134400,F,33,33,False,9.0,8.0,,,0.0,4.0,5.0,4.0,4.0,3.0,,,67.0,18.0,8.4,3.0,4,,,1.0,3.0,2.0,,1.0,1.0,,,1.0,,2.0,,1.0,,,1.0,1.0,,,1.0,,,1.0,,2.0,,,,,
13189393,home,Southampton,Kamaldeen Sulemana,,,kamaldeen-sulemana,K. Sulemana,F,7,174,8293,M,kamaldeenho10,1019442,EUR,1013731200,F,20,20,False,20.0,17.0,,,1.0,2.0,3.0,15.0,17.0,3.0,,,67.0,43.0,8.4,12.0,4,,,1.0,5.0,6.0,,4.0,,3.0,,3.0,,2.0,,1.0,1.0,,1.0,1.0,,1.0,,5.0,3.0,,1.0,1.0,,,,,
13189393,home,Southampton,Cameron Archer,,,cameron-archer,C. Archer,F,19,181,981,M,,993451,EUR,1007856000,F,19,19,True,11.0,10.0,,,0.0,3.0,3.0,7.0,8.0,,,,23.0,16.0,6.5,3.0,1,,,,1.0,2.0,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,
13189393,home,Southampton,Adam Armstrong,Adam,Armstrong,adam-armstrong,A. Armstrong,F,9,172,1467,M,,361352,EUR,855532800,F,9,9,True,7.0,6.0,,,0.0,2.0,2.0,4.0,6.0,2.0,,,23.0,15.0,6.2,4.0,1,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,,2.0,1.0,,,,,,,,
13189393,home,Southampton,Will Smallbone,,,will-smallbone,W. Smallbone,M,39,173,482,M,,970435,EUR,951091200,M,8,8,True,14.0,13.0,1.0,1.0,0.0,4.0,5.0,9.0,9.0,,,,22.0,16.0,6.2,3.0,0,,,,2.0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,
13189393,home,Southampton,Nathan Wood,,,nathan-wood,N. Wood,D,15,188,201,M,,944200,EUR,1022803200,D,15,15,True,11.0,10.0,,,0.0,8.0,9.0,2.0,2.0,1.0,,,17.0,12.0,6.6,1.0,0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13189393,home,Southampton,Adam Lallana,,,adam-lallana,A. Lallana,M,10,172,1209,M,,17054,EUR,579225600,M,10,10,True,6.0,4.0,,,0.0,3.0,4.0,1.0,2.0,1.0,,,4.0,6.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189393,home,Southampton,Alex McCarthy,,,alex-mccarthy,A. McCarthy,G,1,193,294,M,,45502,EUR,628646400,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189393,home,Southampton,Charlie Taylor,,,charlie-taylor,C. Taylor,D,29,183,244,M,,166381,EUR,748224000,D,21,21,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189393,home,Southampton,Yukinari Sugawara,,,yukinari-sugawara,Y. Sugawara,D,3,179,2827,M,,905347,EUR,962150400,D,16,16,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189393,home,Southampton,Paul Onuachu,,,paul-onuachu,P. Onuachu,F,30,201,6791,M,,295123,EUR,770083200,F,32,32,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189393,away,Swansea City,Jon McLaughlin,,,jon-mclaughlin,J. McLaughlin,G,33,188,85,M,,42691,EUR,543801600,G,33,33,False,57.0,33.0,26.0,3.0,0.0,30.0,35.0,3.0,22.0,7.0,,4.0,90.0,63.0,6.3,24.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,
13189393,away,Swansea City,Josh Key,,,josh-key,J. Key,D,2,178,59,M,,930251,EUR,941414400,D,2,2,False,57.0,46.0,3.0,1.0,0.0,27.0,30.0,19.0,29.0,4.0,,,90.0,75.0,6.2,15.0,0,2.0,,,6.0,6.0,1.0,,,,,1.0,,,,1.0,2.0,1.0,,,,,1.0,4.0,3.0,3.0,,,1.0,,,,
13189393,away,Swansea City,Cyrus Christie,,,cyrus-christie,C. Christie,D,29,188,103,M,,125558,EUR,717811200,D,23,23,False,52.0,48.0,3.0,1.0,0.0,43.0,46.0,5.0,6.0,4.0,,,66.0,64.0,6.8,4.0,0,,,,2.0,5.0,2.0,,,,,,,,,5.0,,1.0,,,2.0,,5.0,,,1.0,,,,,,,
13189393,away,Swansea City,Kyle Naughton,,,kyle-naughton,K. Naughton,D,,181,37,M,,32821,EUR,595209600,D,26,26,False,54.0,53.0,1.0,1.0,0.0,43.0,44.0,10.0,10.0,3.0,,,90.0,61.0,6.4,1.0,0,,,1.0,3.0,2.0,4.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,2.0,,,,,,,
13189393,away,Swansea City,Josh Tymon,,,josh-tymon,J. Tymon,D,14,178,120,M,,830238,EUR,927331200,D,14,14,False,43.0,41.0,1.0,,0.0,24.0,26.0,17.0,21.0,3.0,,,90.0,58.0,6.5,6.0,0,4.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
13189393,away,Swansea City,Gonçalo Franco,,,goncalo-franco,G. Franco,M,17,176,247,M,,984866,EUR,974419200,M,17,17,False,31.0,29.0,,,0.0,15.0,16.0,14.0,15.0,2.0,,,66.0,48.0,6.2,6.0,0,,,,7.0,5.0,,2.0,2.0,,,1.0,,,,5.0,,3.0,,,,,1.0,1.0,,,,,,,,,
13189393,away,Swansea City,Matt Grimes,,,matt-grimes,M. Grimes,M,6,178,274,M,,340713,EUR,805766400,M,8,8,False,54.0,49.0,2.0,,0.0,28.0,30.0,21.0,25.0,3.0,,,66.0,63.0,6.2,8.0,0,1.0,,1.0,6.0,3.0,,1.0,1.0,,True,1.0,,,1.0,2.0,,2.0,,,,,1.0,,,2.0,,,1.0,,,,
13189393,away,Swansea City,Ronald,Ronald,,ronald,Ronald,M,35,177,293,M,,1123234,EUR,992476800,M,35,35,False,22.0,19.0,1.0,1.0,0.0,13.0,13.0,6.0,11.0,1.0,,,79.0,39.0,6.7,8.0,1,2.0,,,6.0,6.0,1.0,1.0,2.0,,,,,,1.0,2.0,3.0,1.0,1.0,,,,2.0,3.0,1.0,1.0,,,,,,,
13189393,away,Swansea City,Myles Peart-Harris,,,myles-peart-harris,M. Peart-Harris,M,44,187,210,M,,980649,EUR,1032307200,M,25,25,False,28.0,22.0,,,0.0,9.0,9.0,13.0,19.0,6.0,,,90.0,38.0,6.6,11.0,0,,,,5.0,2.0,,3.0,1.0,2.0,,2.0,,,,,2.0,,,,,,,,,2.0,,,,,,,
13189393,away,Swansea City,Ji-sung Eom,,,ji-sung-eom,J. Eom,M,10,178,944,M,,1002508,EUR,1020902400,M,10,10,False,18.0,16.0,,,0.0,5.0,7.0,11.0,14.0,2.0,,,79.0,30.0,6.6,7.0,2,3.0,,,1.0,2.0,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,
13189393,away,Swansea City,Florian Bianchini,Florian,Bianchini,florian-bianchini,F. Bianchini,F,11,182,148,M,,1006005,EUR,993427200,F,19,19,False,24.0,21.0,,,0.0,9.0,11.0,12.0,13.0,7.0,,,90.0,35.0,6.6,6.0,0,,,,3.0,5.0,,1.0,,,,,,,1.0,,4.0,,,,,,,3.0,1.0,1.0,,,1.0,,,,
13189393,away,Swansea City,Joe Allen,,,joe-allen,J. Allen,M,7,168,187,M,,20602,EUR,637372800,M,7,7,True,8.0,5.0,,,0.0,3.0,4.0,2.0,4.0,1.0,,,24.0,14.0,6.8,4.0,1,,,,1.0,2.0,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,1.0
13189393,away,Swansea City,Jay Fulton,,,jay-fulton,J. Fulton,M,4,178,58,M,,164291,EUR,765417600,M,4,4,True,11.0,7.0,1.0,,0.0,4.0,5.0,3.0,7.0,1.0,,,24.0,20.0,6.6,7.0,0,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,
