match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_expectedGoals,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_goals,player_firstName,player_lastName
12117264,home,Internacional,Sergio Rochet,sergio-rochet,S. Rochet,G,1,190,2554,M,581060,EUR,732844800,G,1,1,False,18.0,10.0,12.0,4.0,0.0,6.0,6.0,4.0,12.0,2.0,11.0,3.0,7.0,7.0,1.0,1.0,1.0,90.0,37.0,8.9,9.0,0.00236973,0,0.7482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117264,home,Internacional,Bruno Gomes,bruno-gomes,B. Gomes,D,15,175,903,M,995071,EUR,986342400,D,15,15,False,45.0,37.0,4.0,2.0,0.0,17.0,18.0,20.0,28.0,2.0,2.0,,,,,,,90.0,68.0,7.2,12.0,0.0524771,0,,1.0,1.0,2.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12117264,home,Internacional,Clayton Sampaio,clayton,C. Sampaio,D,20,187,354,M,1394242,EUR,954806400,D,20,20,False,53.0,46.0,3.0,1.0,0.0,36.0,38.0,10.0,15.0,4.0,3.0,,,,,,,90.0,62.0,7.1,8.0,0.00409302,0,,,1.0,6.0,2.0,6.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
12117264,home,Internacional,Vitão,vitao,Vitão,D,44,185,3503,M,876625,EUR,949449600,D,44,44,False,71.0,67.0,3.0,2.0,0.0,44.0,45.0,23.0,26.0,6.0,8.0,,,,,,,90.0,81.0,7.5,4.0,0.0110237,1,,,1.0,3.0,1.0,5.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,0.071,,,,,,,,,,,,,,
12117264,home,Internacional,Alexandro Bernabei,alexandro-bernabei,A. Bernabei,D,26,169,2144,M,989200,EUR,969753600,D,26,26,False,56.0,49.0,4.0,4.0,1.0,22.0,23.0,27.0,36.0,1.0,6.0,,,,,,,90.0,98.0,8.4,18.0,0.109631,3,,3.0,2.0,1.0,7.0,8.0,1.0,1.0,,4.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,0.1319,1.0,1.0,2.0,1.0,,,,,,,,,,
12117264,home,Internacional,Rômulo Zwarg,romulo,R. Zwarg,M,23,182,491,M,989384,EUR,951868800,M,40,40,False,49.0,41.0,3.0,1.0,0.0,25.0,30.0,16.0,19.0,,4.0,,,,,,,61.0,59.0,7.0,10.0,0.00860863,0,,,1.0,3.0,3.0,6.0,,,,4.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
12117264,home,Internacional,Bruno Henrique,bruno-henrique,B. Henrique,M,8,180,899,M,345113,EUR,624931200,M,8,8,False,41.0,32.0,,,0.0,12.0,16.0,20.0,26.0,,3.0,,,,,,,79.0,55.0,7.2,14.0,0.0476639,3,,1.0,1.0,3.0,3.0,4.0,,,,1.0,,,3.0,2.0,2.0,2.0,2.0,0.0965,,,,,1.0,0.0202,,,,,,,,
12117264,home,Internacional,Gabriel Carvalho,gabriel-teixeira,G. Carvalho,M,20,168,1272,M,1485218,EUR,1187308800,M,34,34,False,29.0,25.0,,,0.0,5.0,7.0,20.0,23.0,,1.0,,,,,,,61.0,41.0,6.7,10.0,0.102048,1,,1.0,2.0,1.0,7.0,3.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,,0.0756,2.0,,,,1.0,0.0756,,,,,,,,
12117264,home,Internacional,Alan Patrick,alan-patrick,A. Patrick,M,10,177,6630,M,124997,EUR,674092800,M,10,10,False,37.0,30.0,,,0.0,3.0,4.0,30.0,38.0,,4.0,,,,,,,90.0,53.0,7.3,14.0,0.408192,0,,5.0,1.0,,9.0,2.0,1.0,2.0,,1.0,,,,2.0,2.0,6.0,,,3.0,1.0,,,,,True,3.0,,,,,,
12117264,home,Internacional,Wesley Ribeiro,wesley,W. Ribeiro,M,21,175,1823,M,985766,EUR,922752000,M,21,21,False,25.0,19.0,1.0,,0.0,3.0,5.0,16.0,21.0,,1.0,,,,,,,86.0,52.0,7.2,14.0,0.204204,6,,1.0,1.0,3.0,7.0,8.0,1.0,4.0,2.0,2.0,1.0,,3.0,2.0,1.0,1.0,2.0,0.3968,2.0,,2.0,,2.0,0.1875,,,1.0,1.0,,,,
