match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_wonTackle,stat_aerialLost,stat_dispossessed,stat_interceptionWon,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_lastManTackle,captain,stat_totalOffside,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
10438096,home,Gil Vicente,Stanislav Kritsyuk,stanislav-kritsyuk,S. Kritsyuk,G,192,57,M,236158,EUR,660009600,G,1,1,False,27.0,24.0,11.0,9.0,23.0,26.0,1.0,1.0,1.0,1.0,2.0,9.0,4.0,5.0,1.0,1.0,1.0,90.0,43.0,7.6,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438096,home,Gil Vicente,Carraça,carraca,Carraça,D,177,50,M,589020,EUR,730944000,D,15,15,False,51.0,42.0,5.0,2.0,23.0,25.0,22.0,39.0,2.0,5.0,2.0,6.0,,,,,,90.0,77.0,7.1,19.0,1,,,15,13.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,,,,,,,,,,,,,,,,,
10438096,home,Gil Vicente,Manuel Lopes,manuel-lopes,M. Lopes,D,185,50,M,1066691,EUR,959558400,D,4,4,False,51.0,45.0,3.0,1.0,31.0,35.0,14.0,16.0,3.0,4.0,1.0,5.0,,,,,,90.0,55.0,7.0,6.0,1,Manuel Lopes,,4,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10438096,home,Gil Vicente,Tomás Araújo,tomas-araujo,T. Araújo,D,186,2711,M,983542,EUR,1021507200,D,72,72,False,48.0,40.0,5.0,5.0,23.0,27.0,17.0,21.0,3.0,5.0,3.0,5.0,,,,,,90.0,58.0,6.7,10.0,0,,,44,,,3.0,,2.0,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
10438096,home,Gil Vicente,Adrián Marín,adrian-marin,A. Marín,D,181,96,M,547242,EUR,852768000,D,19,19,False,57.0,41.0,5.0,2.0,17.0,19.0,25.0,44.0,3.0,4.0,3.0,9.0,,,,,,90.0,89.0,6.3,27.0,0,,,21,6.0,1.0,9.0,1.0,2.0,1.0,,,,1.0,,,,,,5.0,1.0,1.0,,,,,,,,,,
10438096,home,Gil Vicente,Vítor Carvalho,vitor-carvalho,V. Carvalho,M,183,434,M,887754,EUR,864691200,M,21,21,False,65.0,56.0,6.0,3.0,19.0,22.0,37.0,43.0,4.0,7.0,1.0,12.0,,,,,,90.0,81.0,7.9,13.0,3,,,6,,,6.0,,1.0,,,3.0,,4.0,3.0,2.0,,1.0,2.0,1.0,,,1.0,1.0,2.0,,,,,,,
10438096,home,Gil Vicente,Giorgi Aburjania,giorgi-aburjania,G. Aburjania,M,187,130,M,156569,EUR,789004800,M,8,8,False,59.0,49.0,2.0,1.0,15.0,15.0,35.0,46.0,1.0,4.0,,11.0,,,,,,85.0,69.0,6.6,15.0,1,,,29,2.0,1.0,8.0,2.0,1.0,1.0,,2.0,,2.0,3.0,1.0,,,1.0,,4.0,,,,,1.0,,,,,,
10438096,home,Gil Vicente,Murilo Souza,murilo-souza,M. Souza,F,176,196,M,611880,EUR,783561600,M,77,77,False,28.0,27.0,,,7.0,7.0,22.0,28.0,,2.0,1.0,6.0,,,,,,85.0,57.0,6.8,13.0,2,,,77,7.0,2.0,6.0,,3.0,1.0,1.0,,1.0,,2.0,,,,,1.0,3.0,,1.0,,2.0,,True,,,,,
10438096,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,176,609,M,925987,EUR,930787200,M,10,10,False,34.0,28.0,2.0,,2.0,3.0,27.0,33.0,,2.0,,2.0,,,,,,78.0,49.0,6.6,13.0,1,,,27,2.0,1.0,3.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,4.0,,,,,,,
10438096,home,Gil Vicente,Ali Alipour,ali-alipour,A. Alipourghara,F,181,1677,M,791368,EUR,816048000,M,30,30,False,30.0,23.0,2.0,1.0,4.0,6.0,19.0,25.0,1.0,3.0,,4.0,,,,,,68.0,42.0,6.5,13.0,3,,,9,1.0,,9.0,1.0,,,,,2.0,1.0,,1.0,,,,4.0,3.0,,2.0,,2.0,,,,,,,
