match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_lastName,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_wonContest,stat_penaltyWon,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_aerialLost,captain,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded
11174450,home,New Mexico United,Ford Parker,ford-parker,F. Parker,G,33,188.0,3,M,1019852,EUR,840153600,G,12,12,False,22.0,17.0,10.0,5.0,17.0,19.0,3.0,4.0,1.0,90.0,26.0,7.1,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11174450,home,New Mexico United,Milo Garvanian,milo-garvanian,M. Garvanian,D,,185.0,7,M,1470456,EUR,948067200,D,2,2,False,64.0,59.0,5.0,3.0,31.0,34.0,30.0,13.0,,90.0,84.0,7.7,8.0,1,Milo Garvanian,28.0,2.0,6.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11174450,home,New Mexico United,Timothie Zali,timothie-zali,T. Zali,D,,193.0,1,M,1048002,EUR,885513600,D,23,23,False,76.0,72.0,4.0,2.0,62.0,63.0,13.0,7.0,,90.0,88.0,7.7,7.0,0,,10.0,2.0,5.0,,1.0,,3.0,4.0,2.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11174450,home,New Mexico United,Kyle Colonna,kyle-colonna,K. Colonna,D,2,188.0,48,M,1478182,EUR,933552000,D,18,18,False,81.0,77.0,7.0,6.0,61.0,62.0,19.0,6.0,,90.0,87.0,7.7,4.0,0,Kyle Colonna,16.0,,5.0,,1.0,,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11174450,home,New Mexico United,Josh Suggs,josh-suggs,J. Suggs,D,,183.0,1,M,881672,EUR,609552000,D,5,5,False,55.0,48.0,4.0,2.0,26.0,27.0,31.0,4.0,,71.0,73.0,6.6,14.0,1,,23.0,7.0,,,4.0,,2.0,,,,2.0,,,,2.0,,,,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
11174450,home,New Mexico United,Michael Wyparło,michael-wyparlo,M. Wyparło,D,2,190.0,17,M,1117447,EUR,1064361600,M,38,38,False,28.0,27.0,1.0,1.0,17.0,18.0,10.0,6.0,,45.0,30.0,6.6,1.0,0,Michael,10.0,3.0,1.0,,,,,,,1.0,1.0,Wyparło,,,,,,,,,,2.0,,,1.0,,,,,,,,,,
11174450,home,New Mexico United,Justin Portillo,justin-portillo,J. Portillo,M,43,170.0,3,M,881498,EUR,715996800,M,43,43,False,66.0,61.0,11.0,10.0,27.0,30.0,37.0,6.0,,56.0,77.0,7.8,6.0,1,,35.0,3.0,4.0,,2.0,1.0,1.0,2.0,2.0,,1.0,,,1.0,1.0,,2.0,,,1.0,1.0,2.0,,,,True,1.0,,,,,,,,
11174450,home,New Mexico United,Daniel Bruce,daniel-bruce,D. Bruce,F,25,168.0,5,M,983867,EUR,831945600,M,25,25,False,34.0,30.0,2.0,2.0,10.0,10.0,30.0,6.0,,90.0,63.0,9.0,17.0,3,,20.0,7.0,11.0,1.0,8.0,2.0,2.0,1.0,1.0,4.0,1.0,,,3.0,3.0,,6.0,1.0,1.0,6.0,,1.0,,,,,1.0,1.0,1.0,2.0,,,,,
11174450,home,New Mexico United,Greg Hurst,greg-hurst,G. Hurst,F,17,180.0,9,M,818317,EUR,860457600,M,17,17,False,10.0,8.0,,,4.0,4.0,7.0,2.0,,45.0,13.0,6.3,4.0,0,,4.0,3.0,1.0,,2.0,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,
11174450,home,New Mexico United,Jose Sosa,jose-sosa,J. Sosa,M,,170.0,3,M,1479277,EUR,936921600,M,19,19,False,53.0,46.0,4.0,3.0,27.0,29.0,24.0,3.0,,90.0,64.0,7.0,13.0,2,Jose Sosa,19.0,6.0,1.0,,1.0,2.0,,1.0,,,,,,3.0,3.0,,,,,,,2.0,,,,,1.0,,,,,,,,
