match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,captain,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_challengeLost,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_outfielderBlock
13473358,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,14.0,11.0,5.0,2.0,0.0,11.0,12.0,2.0,7.0,1.0,1.0,90.0,19.0,6.9,3.0,5.341e-05,0,0.0259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473358,home,Fluminense,Samuel Xavier,,,xavier-samuel,S. Xavier,D,2,166,1621,M,795773,EUR,644630400,D,2,2,False,53.0,47.0,4.0,2.0,0.0,18.0,18.0,35.0,2.0,,,90.0,77.0,8.4,11.0,0.0539753,2,,29.0,2.0,3.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0694,0.5261,2.0,,,,,,,,,,,,,,,
13473358,home,Fluminense,Thiago Silva,,,thiago-silva,T. Silva,D,3,181,42324,M,33541,EUR,464659200,D,3,3,False,66.0,61.0,4.0,3.0,0.0,49.0,51.0,15.0,1.0,,,90.0,72.0,7.0,5.0,0.00315288,0,,12.0,,2.0,3.0,3.0,,,,,,,1.0,1.0,,,,ThiagoSilva,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,
13473358,home,Fluminense,Juan Freytes,,,juan-freytes,J. Freytes,D,22,182,1341,M,962187,EUR,947548800,D,22,22,False,77.0,73.0,12.0,9.0,0.0,58.0,59.0,18.0,2.0,,,90.0,83.0,7.1,5.0,0.0139148,0,,15.0,,3.0,4.0,2.0,1.0,,,,,,1.0,,,,,,,1.0,,,2.0,1.0,,,,,,,,
13473358,home,Fluminense,Renê,,,rene,Renê,D,6,174,1464,M,243113,EUR,716428800,D,6,6,False,54.0,44.0,5.0,3.0,0.0,15.0,17.0,37.0,4.0,,,90.0,73.0,7.5,14.0,0.0387991,0,,29.0,2.0,1.0,2.0,5.0,,,,2.0,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,3.0,2.0,,,,,,,,
13473358,home,Fluminense,Hércules,,,hercules,Hércules,M,35,178,3079,M,1104068,EUR,972000000,M,35,35,False,28.0,28.0,1.0,1.0,0.0,15.0,15.0,13.0,1.0,,,45.0,38.0,6.9,3.0,0.0127822,2,,13.0,,,1.0,1.0,,,,1.0,1.0,3.0,,1.0,0.0584,,,,,,,,2.0,,1.0,1.0,,,,,,
13473358,home,Fluminense,Matheus Martinelli,,,martinelli-matheus,M. Martinelli,M,8,176,4179,M,1067671,EUR,1002240000,M,8,8,False,47.0,42.0,2.0,2.0,0.0,19.0,19.0,28.0,5.0,,,89.0,57.0,7.2,7.0,0.0542606,1,,23.0,1.0,,2.0,3.0,,,,1.0,,,1.0,1.0,0.1055,,2.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,
13473358,home,Fluminense,Jhon Arias,,,jhon-arias,J. Arias,M,21,170,30718,M,844096,EUR,874800000,M,21,21,False,47.0,40.0,1.0,,1.0,11.0,13.0,34.0,11.0,,,90.0,85.0,7.0,23.0,0.139625,1,,29.0,8.0,2.0,12.0,8.0,5.0,,,1.0,1.0,2.0,3.0,1.0,0.0339,,2.0,jhonariasa,,2.0,5.0,2.0,,1.0,1.0,,2.0,1.0,,,,
13473358,home,Fluminense,Lima,,,lima,Lima,M,45,181,1368,M,807850,EUR,834451200,M,45,45,False,40.0,37.0,,,0.0,13.0,13.0,27.0,2.0,,,69.0,50.0,7.3,5.0,0.0226534,2,,24.0,,,2.0,5.0,,1.0,,2.0,1.0,,2.0,,0.0545,0.0095,2.0,,,,2.0,1.0,,,,1.0,,1.0,,,,
13473358,home,Fluminense,Agustín Canobbio,,,agustin-canobbio,A. Canobbio,M,17,175,3082,M,846413,EUR,907200000,M,17,17,False,18.0,11.0,1.0,,0.0,3.0,4.0,14.0,3.0,,,69.0,35.0,6.8,15.0,0.0165851,1,,8.0,3.0,1.0,4.0,5.0,,,,3.0,1.0,5.0,1.0,1.0,0.052,,2.0,,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,
