match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,stat_errorLeadToAShot,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_wonContest,stat_blockedScoringAttempt,stat_hitWoodwork,stat_accurateCross,stat_totalOffside,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_bigChanceMissed
13981523,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,29.0,21.0,17.0,9.0,0.0,20.0,21.0,1.0,8.0,11.0,3.0,2.0,4.0,1.0,1.0,90.0,46.0,8.3,8.0,0.00021887,1.0004,0,1.1299,0.09,0.01,0.31,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981523,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,57.0,48.0,5.0,3.0,1.0,26.0,28.0,22.0,29.0,5.0,,,,,,90.0,74.0,7.3,14.0,0.0458054,,0,,0.26,0.04,0.13,,4.0,2.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13981523,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,53.0,47.0,11.0,9.0,0.0,31.0,34.0,16.0,19.0,7.0,,,,,,90.0,61.0,7.4,6.0,0.00884584,,0,,0.2,0.1,0.37,,,2.0,4.0,4.0,,,2.0,1.0,,,,2.0,1.0,,,,evanndicka,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,
13981523,home,Roma,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,353130,EUR,803433600,D,22,22,False,50.0,38.0,9.0,2.0,0.0,28.0,28.0,10.0,22.0,2.0,,,,,,90.0,59.0,6.7,14.0,0.0032378,,0,,0.0,0.03,0.14,,1.0,,3.0,3.0,1.0,,1.0,1.0,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
13981523,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180,2880,M,893008,EUR,856137600,M,19,19,False,43.0,41.0,1.0,1.0,0.0,14.0,16.0,27.0,27.0,3.0,,,,,,89.0,65.0,7.9,10.0,0.0283774,,2,,0.11,0.03,0.18,,2.0,2.0,3.0,3.0,,,,,1.0,1.0,3.0,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.2207,0.367,0.45,,,,,,,,,,
13981523,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186,2731,M,186855,EUR,794188800,M,4,4,False,60.0,51.0,14.0,8.0,0.0,19.0,20.0,32.0,40.0,4.0,,,,,,90.0,70.0,7.1,13.0,0.0736399,,1,,0.38,0.32,0.14,,,1.0,6.0,3.0,,,1.0,,1.0,,1.0,,2.0,3.0,,,,2.0,,,2.0,1.0,,,,0.0789,,0.0,True,1.0,1.0,1.0,,,,,,
13981523,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186,6943,M,974087,EUR,990057600,M,17,17,False,43.0,37.0,4.0,2.0,0.0,13.0,15.0,24.0,28.0,4.0,,,,,,90.0,56.0,7.2,8.0,0.0842907,,2,,0.37,0.15,0.23,,,,4.0,4.0,,,,,4.0,1.0,1.0,,2.0,1.0,,,,1.0,1.0,,1.0,,,1.0,,0.1523,0.0519,0.03,,,1.0,,,,,,,
13981523,home,Roma,Wesley,wesley-franca,Wesley,D,43,178,26776,M,1134200,EUR,1062806400,M,43,43,False,33.0,27.0,7.0,4.0,0.0,7.0,7.0,20.0,26.0,5.0,,,,,,89.0,53.0,7.4,11.0,0.268436,,0,,0.41,0.12,-0.05,,3.0,,2.0,4.0,1.0,,,,2.0,1.0,2.0,2.0,,1.0,,,WesleyFranca03,1.0,,,,,,,,,,,,,,,1.0,,,,,
13981523,home,Roma,Matías Soulé,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,F,18,18,False,31.0,26.0,3.0,,0.0,2.0,3.0,24.0,28.0,1.0,,,,,,74.0,41.0,6.2,12.0,0.0169338,,1,,-0.1,-0.33,-0.1,,3.0,,5.0,1.0,2.0,,,,,,1.0,1.0,,,,,matiassoule11,,,,1.0,2.0,,,,0.0144,,-0.11,,,1.0,,,,,,,
13981523,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,7,186,5687,M,555540,EUR,835142400,F,7,7,False,46.0,39.0,5.0,3.0,0.0,10.0,11.0,29.0,35.0,3.0,,,,,,74.0,66.0,7.1,17.0,0.0415529,,3,,0.11,0.17,-0.04,,2.0,,7.0,3.0,1.0,,,,1.0,,2.0,1.0,1.0,1.0,,,lorepelle7,,1.0,,3.0,3.0,1.0,1.0,1.0,0.8725,0.8078,0.32,,1.0,1.0,,,,,,,
