match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_totalCross,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_accurateCross,stat_penaltyConceded,stat_wasFouled,stat_keyPass,captain,stat_shotOffTarget,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated,stat_penaltyWon
11406852,home,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,865646,EUR,962409600,G,29,29,False,26.0,20.0,9.0,4.0,18.0,20.0,2.0,6.0,1.0,1.0,1.0,7.0,2.0,1.0,4.0,1.0,90.0,36.0,7.0,7.0,0.00316165,0,-0.2429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406852,home,Atalanta,Giorgio Scalvini,giorgio-scalvini,G. Scalvini,D,42,194,3375,M,1012176,EUR,1071100800,D,42,42,False,45.0,36.0,2.0,,23.0,26.0,13.0,19.0,,2.0,1.0,5.0,,,,,66.0,50.0,6.3,9.0,0.00994094,0,,,,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11406852,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2156,M,151003,EUR,730080000,D,19,19,False,68.0,63.0,2.0,1.0,41.0,42.0,22.0,26.0,2.0,4.0,2.0,2.0,,,,,90.0,78.0,6.6,6.0,0.0306671,1,,,,4.0,,1.0,2.0,,3.0,1.0,1.0,0.0398,,,,,,,,,,,,,,,,,,,,,
11406852,home,Atalanta,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183,3276,M,142148,EUR,740534400,D,23,23,False,59.0,47.0,3.0,,24.0,26.0,23.0,35.0,1.0,2.0,1.0,4.0,,,,,90.0,73.0,6.9,19.0,0.0122011,0,,,,1.0,,,1.0,1.0,,1.0,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
11406852,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,132318,EUR,708220800,M,77,77,False,25.0,22.0,1.0,1.0,15.0,15.0,7.0,13.0,1.0,7.0,,3.0,,,,,62.0,47.0,6.9,10.0,0.00599596,2,,,,3.0,1.0,,4.0,2.0,1.0,,1.0,0.0947,3.0,,2.0,,3.0,2.0,1.0,0.2298,,,,,,,,,,,,,
11406852,home,Atalanta,Teun Koopmeiners,teun-koopmeiners,T. Koopmeiners,M,8,183,6981,M,803033,EUR,888624000,M,7,7,False,49.0,42.0,4.0,3.0,23.0,26.0,21.0,30.0,1.0,4.0,1.0,3.0,,,,,90.0,71.0,6.1,17.0,0.0875213,0,,,,8.0,3.0,,2.0,1.0,2.0,1.0,,,7.0,,3.0,2.0,,,,,teunkoopmeiners,2.0,1.0,1.0,1.0,,,,,,,,
11406852,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,100389,EUR,670204800,M,15,15,False,81.0,67.0,7.0,4.0,34.0,40.0,33.0,41.0,2.0,8.0,,9.0,,,,,90.0,91.0,7.4,15.0,0.0559359,1,,,,4.0,2.0,1.0,4.0,4.0,1.0,,1.0,0.099,,,1.0,1.0,,,,,,,,2.0,2.0,True,,,,,,,
11406852,home,Atalanta,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187,2490,M,965011,EUR,1026345600,M,22,22,False,51.0,43.0,1.0,1.0,19.0,24.0,25.0,38.0,,2.0,,4.0,,,,,89.0,89.0,7.1,21.0,0.158554,1,,,,2.0,,1.0,,,,,,0.0393,11.0,1.0,1.0,,4.0,2.0,,,,1.0,,,1.0,,1.0,,,,,,
11406852,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189,7385,M,190437,EUR,792288000,F,8,8,False,22.0,16.0,,,8.0,10.0,8.0,12.0,,1.0,,2.0,,,,,62.0,29.0,6.3,10.0,0.00525529,0,,,,8.0,,2.0,,,4.0,1.0,,,,,,,3.0,,,,pasalicmario,,,1.0,,,,,,,,,
11406852,home,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192,14835,M,960441,EUR,984182400,F,17,17,False,9.0,6.0,,,2.0,2.0,4.0,7.0,1.0,2.0,,1.0,,,,,66.0,19.0,6.6,9.0,0.0396062,1,,,,3.0,,,,,1.0,1.0,,0.1272,,,3.0,,1.0,,,,cdk,,,1.0,2.0,,1.0,1.0,,,,,
