match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_aerialLost,captain,stat_shotOffTarget,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_wasFouled,stat_totalOffside,stat_penaltyConceded,stat_penaltyFaced,stat_goalsPrevented,stat_onTargetScoringAttempt,stat_savedShotsFromInsideTheBox,stat_saves,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_penaltyWon
10385514,home,West Ham United,Darren Randolph,darren-randolph,D. Randolph,G,,187,103,M,,13060,EUR,547776000,G,35,35,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385514,home,West Ham United,Harrison Ashby,ashby-harrison,H. Ashby,D,33,179,461,M,,1084284,EUR,1005696000,D,50,50,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385514,home,West Ham United,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,niksivlasic_,357596,EUR,875923200,M,11,11,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385514,home,West Ham United,Armstrong Oko-Flex,oko-flex-armstrong,A. Oko-Flex,F,22,186,400,M,,976153,EUR,1015027200,F,40,40,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385514,away,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,38.0,34.0,5.0,2.0,33.0,35.0,1.0,3.0,1.0,7.0,,1.0,1.0,1.0,90.0,46.0,7.3,4.0,0.0,0.0,0.00014797,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.1007,,1.0,1.0,,,,,,
10385514,away,Manchester City,Kyle Walker,kyle-walker,K. Walker,D,2,183,26779,M,KyleWalker2,44614,EUR,643852800,D,2,2,False,88.0,82.0,6.0,4.0,39.0,40.0,43.0,49.0,1.0,4.0,,,,,90.0,99.0,7.0,10.0,0.0,0.0,0.0358296,0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,
10385514,away,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,95.0,94.0,5.0,5.0,65.0,65.0,29.0,30.0,5.0,1.0,,,,,90.0,104.0,7.3,1.0,0.0,0.0,0.00760888,0,,,,,1.0,4.0,3.0,,,,,2.0,,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,
10385514,away,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21292,M,nathanake,149663,EUR,793065600,D,6,6,False,106.0,99.0,9.0,4.0,75.0,78.0,24.0,28.0,2.0,4.0,,,,,90.0,114.0,7.6,7.0,0.0373,0.0,0.00583222,1,,,,,3.0,,4.0,,1.0,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,
10385514,away,Manchester City,João Cancelo,joao-cancelo,J. Cancelo,D,2,182,90478,M,JCancelo,138892,EUR,769996800,D,7,7,False,111.0,106.0,7.0,5.0,50.0,52.0,56.0,61.0,,8.0,,,,,90.0,129.0,7.6,8.0,0.0226,0.0,0.0522894,1,,,2.0,,2.0,3.0,7.0,,1.0,1.0,1.0,1.0,1.0,5.0,4.0,,1.0,,1.0,,,,,,,,,,,,,,,,
10385514,away,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,317675,M,KDB,70996,EUR,678067200,M,17,17,False,60.0,49.0,4.0,1.0,20.0,21.0,30.0,44.0,1.0,4.0,,,,,88.0,73.0,7.3,18.0,0.1587,0.0,0.3112,2,,,5.0,1.0,,3.0,,,,,,,3.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,
10385514,away,Manchester City,Rodri,rodri,Rodri,M,16,191,88553,M,Rodri,827606,EUR,835401600,M,16,16,False,101.0,95.0,4.0,3.0,47.0,49.0,48.0,52.0,1.0,7.0,,,,,89.0,110.0,7.4,6.0,0.0285,0.0,0.0331298,1,,,,,3.0,3.0,7.0,,1.0,1.0,1.0,,,2.0,2.0,1.0,3.0,,1.0,,,1.0,,,,,,,,,,,,,
10385514,away,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,8,8,False,62.0,57.0,3.0,3.0,24.0,25.0,33.0,38.0,,4.0,,,,,78.0,69.0,7.0,8.0,0.1495,0.0,0.126908,2,,,1.0,,,3.0,1.0,,,,,1.0,2.0,3.0,1.0,,,True,1.0,,1.0,,1.0,,,,,,,,,,,,
10385514,away,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,F,47,47,False,51.0,48.0,3.0,3.0,20.0,20.0,29.0,34.0,,4.0,,,,,88.0,71.0,7.3,12.0,0.0,0.0,0.331918,0,,,3.0,1.0,,5.0,7.0,,,1.0,1.0,,2.0,8.0,4.0,,1.0,,,3.0,,2.0,,,,,,,,,,1.0,,,
10385514,away,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,843810,M,EHaaland,839956,EUR,964137600,F,9,9,False,23.0,21.0,,,7.0,8.0,14.0,15.0,,1.0,,,,,78.0,32.0,7.7,5.0,1.6551,1.6801,0.0840089,5,,,,,,1.0,1.0,,,,,,,1.0,,,,,2.0,1.0,1.0,1.0,,,,,2.0,,,,,,2.0,2.0,1.0
10385514,away,Manchester City,Jack Grealish,jack-grealish,J. Grealish,M,18,180,58418,M,JGrealish,189061,EUR,810691200,F,10,10,False,65.0,60.0,6.0,4.0,19.0,19.0,41.0,50.0,,6.0,,,,,90.0,77.0,7.5,10.0,0.0978,0.0,0.555842,1,,,4.0,,,3.0,4.0,,,,,,2.0,3.0,2.0,,2.0,,1.0,,,2.0,,,,,,,,,,1.0,,,
10385514,away,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,True,16.0,14.0,1.0,1.0,2.0,3.0,12.0,14.0,,,,,,,12.0,20.0,6.9,3.0,0.0,0.0,0.00815595,0,,,1.0,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10385514,away,Manchester City,Julián Alvarez,julian-alvarez,J. Álvarez,F,19,170,224894,M,LaAraña,944656,EUR,949276800,F,19,19,True,6.0,6.0,,,2.0,2.0,4.0,4.0,,,,,,,12.0,9.0,6.2,2.0,0.0798,0.0,0.00406848,1,,,,,,3.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,
10385514,away,Manchester City,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,80,80,True,1.0,1.0,,,,,1.0,1.0,,,,,,,2.0,3.0,,2.0,0.0,0.0,0.00039164,0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
10385514,away,Manchester City,Riyad Mahrez,riyad-mahrez,R. Mahrez,M,7,179,70808,M,RMahrez,158213,EUR,667094400,F,26,26,True,2.0,2.0,,,1.0,1.0,2.0,2.0,,,,,,,2.0,3.0,,,0.0,0.0,0.0229155,0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10385514,away,Manchester City,Kalvin Phillips,kalvin-phillips,K. Phillips,M,27,177,9303,M,kalvinphillips,786028,EUR,817862400,M,4,4,True,8.0,6.0,1.0,,2.0,2.0,4.0,6.0,,2.0,,,,,1.0,8.0,,2.0,0.0,0.0,0.00231642,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385514,away,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186,11850,M,stefan.ortega1,125274,EUR,721008000,G,18,18,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385514,away,Manchester City,Josh Wilson-Esbrand,josh-wilson-esbrand,J. Wilson-Esbrand,D,3,176,3125,M,,1017915,EUR,1040860800,D,97,97,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385514,away,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17497,M,Rico_Lewis,1136731,EUR,1100995200,D,82,82,True,,,,,,,,,,,,,,,,,,,,0.0,,0,Rico Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385514,away,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22354,M,johnstones5,152077,EUR,770083200,D,5,5,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
