match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotOffTarget,stat_wasFouled,stat_dispossessed,stat_totalOffside,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_clearanceOffLine,stat_goals
12514024,home,CD Nacional,Lucas França,lucas-franca,L. França,G,37,194,104,M,832672,EUR,822009600,G,37,37,False,30.0,21.0,17.0,8.0,0.0,15.0,15.0,6.0,15.0,2.0,8.0,2.0,4.0,1.0,1.0,90.0,38.0,7.1,9.0,0.00086128,0,-0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514024,home,CD Nacional,Gustavo García,gustavo-garcia,G. García,D,2,175,678,M,1002443,EUR,1010102400,D,22,22,False,41.0,33.0,9.0,5.0,0.0,23.0,27.0,13.0,20.0,2.0,8.0,,,,,90.0,78.0,7.5,15.0,0.115296,0,,,,6.0,3.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,
12514024,home,CD Nacional,Léo Santos,leo-santos,L. Santos,D,34,186,158,M,822509,EUR,913161600,D,34,34,False,42.0,33.0,10.0,5.0,0.0,29.0,32.0,4.0,10.0,8.0,6.0,,,,,90.0,58.0,6.2,11.0,0.00367743,1,,,,,,5.0,5.0,5.0,1.0,,,,1.0,,,,,2.0,1.0,1.0,1.0,2.0,0.1048,,,,,,,,,,
12514024,home,CD Nacional,Ze Vitor,ze-vitor,Zé Vitor,D,38,189,125,M,1112474,EUR,981676800,D,38,38,False,34.0,21.0,7.0,1.0,0.0,18.0,23.0,3.0,11.0,6.0,1.0,,,,,90.0,53.0,6.4,14.0,0.00052919,2,,,,,,4.0,5.0,9.0,,2.0,1.0,,,3.0,3.0,1.0,,2.0,1.0,,,2.0,0.154,1.0,1.0,,,,,,,,
12514024,home,CD Nacional,José Gomes,jose-gomes,J. Gomes,D,5,185,33,M,344181,EUR,837820800,D,5,5,False,21.0,16.0,2.0,1.0,0.0,6.0,9.0,11.0,17.0,,6.0,,,,,90.0,49.0,6.8,11.0,0.071803,2,,,,5.0,1.0,2.0,5.0,7.0,1.0,,,,,2.0,4.0,2.0,,4.0,,,1.0,,0.1274,2.0,1.0,,,,,,,,
12514024,home,CD Nacional,Daniel Penha,daniel-penha,D. Penha,M,14,170,229,M,862256,EUR,908582400,M,17,17,False,20.0,15.0,2.0,1.0,0.0,6.0,9.0,9.0,11.0,,3.0,,,,,66.0,31.0,6.7,10.0,0.0358214,1,,,,,,1.0,5.0,4.0,,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,2.0,3.0,0.0566,,1.0,1.0,1.0,,,,,,
12514024,home,CD Nacional,Matheus Dias,dias-matheus,Matheus Dias,M,6,187,228,M,1020610,EUR,1020902400,M,88,88,False,39.0,32.0,3.0,2.0,0.0,22.0,25.0,10.0,14.0,3.0,5.0,,,,,80.0,54.0,6.8,8.0,0.00820818,0,,,,,,,4.0,3.0,2.0,,,,,1.0,2.0,1.0,,,,,1.0,2.0,,,1.0,,,,,,,,
12514024,home,CD Nacional,Luís Esteves,luis-esteves,L. Esteves,M,10,171,237,M,1097527,EUR,892080000,M,10,10,False,54.0,40.0,8.0,3.0,0.0,17.0,21.0,23.0,37.0,1.0,13.0,,,,,90.0,79.0,6.4,24.0,0.0268683,2,,Luís,Esteves,4.0,,1.0,10.0,7.0,4.0,4.0,1.0,,,,2.0,2.0,,2.0,1.0,,2.0,,0.1578,1.0,3.0,1.0,,True,,,,,
12514024,home,CD Nacional,Arvin Appiah,arvin-appiah,A. Appiah,D,25,173,145,M,934229,EUR,978652800,F,70,70,False,13.0,10.0,,,0.0,5.0,7.0,5.0,7.0,,4.0,,,,,66.0,27.0,6.9,8.0,0.00456397,1,,,,1.0,,,,6.0,,,,,,,1.0,,,,,,3.0,,0.0317,,5.0,,1.0,,1.0,0.0615,,,
12514024,home,CD Nacional,Tiago Reis,tiago-reis,T. Reis,F,23,183,225,M,975373,EUR,934588800,F,72,72,False,5.0,3.0,,,0.0,2.0,3.0,1.0,2.0,,1.0,,,,,45.0,7.0,6.3,3.0,0.00159576,1,,,,,,1.0,2.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,0.171,,,,,,1.0,,1.0,,
12514024,home,CD Nacional,Miguel Baeza,miguel-baeza,M. Baeza,M,8,177,123,M,902051,EUR,954115200,F,19,19,False,11.0,6.0,,,0.0,2.0,3.0,5.0,10.0,,2.0,,,,,45.0,16.0,6.5,7.0,0.00560379,0,,,,2.0,1.0,1.0,2.0,2.0,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,
